,Date,MinTemp,MaxTemp,Rainfall,WindSpeed9am,Humidity9am,Temp9am,RainToday,RainTomorrow
333,2009-10-30,15.0,26.0,0.0,0.0,74.0,20.4,0.0,0.0
334,2009-10-31,18.6,25.4,0.0,4.0,85.0,24.0,0.0,0.0
335,2009-11-01,15.0,27.0,0.0,9.0,71.0,20.2,0.0,0.0
336,2009-11-02,14.4,26.8,0.0,0.0,71.0,23.5,0.0,0.0
337,2009-11-03,16.5,38.0,0.0,4.0,89.0,19.5,0.0,0.0
338,2009-11-04,19.2,22.2,0.0,15.0,72.0,20.5,0.0,0.0
339,2009-11-05,18.4,22.2,0.0,4.0,77.0,20.5,0.0,1.0
340,2009-11-06,18.4,22.0,5.4,4.0,77.0,20.5,1.0,1.0
341,2009-11-07,17.5,23.5,2.6,4.0,67.0,21.6,1.0,1.0
342,2009-11-08,17.8,22.8,7.8,0.0,97.0,19.5,1.0,1.0
343,2009-11-09,16.8,25.5,4.2,0.0,75.0,20.8,1.0,0.0
344,2009-11-10,13.0,26.8,0.0,0.0,81.0,18.0,0.0,0.0
345,2009-11-11,13.8,26.0,0.0,0.0,70.0,21.8,0.0,0.0
346,2009-11-12,14.0,31.2,0.0,2.0,88.0,19.2,0.0,1.0
347,2009-11-13,18.2,23.8,1.8,6.0,74.0,22.5,1.0,0.0
348,2009-11-14,12.0,27.0,0.0,4.0,69.0,21.0,0.0,0.0
349,2009-11-15,16.0,27.5,0.0,0.0,66.0,24.0,0.0,0.0
350,2009-11-16,20.2,34.5,0.0,0.0,76.0,22.8,0.0,1.0
351,2009-11-17,19.8,22.6,2.4,7.0,67.0,21.2,1.0,0.0
352,2009-11-18,15.8,26.5,0.0,2.0,65.0,22.2,0.0,0.0
353,2009-11-19,16.8,33.0,0.0,4.0,79.0,22.4,0.0,0.0
354,2009-11-20,19.8,42.0,0.0,2.0,67.0,27.5,0.0,1.0
355,2009-11-21,22.4,31.7,7.0,4.0,55.0,26.5,1.0,0.0
356,2009-11-22,18.8,41.7,0.0,2.0,76.0,24.8,0.0,0.0
357,2009-11-23,20.4,23.8,0.0,22.0,39.0,21.4,0.0,1.0
358,2009-11-24,17.2,23.5,5.8,0.0,97.0,18.5,1.0,1.0
359,2009-11-25,18.2,28.8,5.4,0.0,80.0,23.4,1.0,0.0
360,2009-11-26,18.3,31.0,0.0,0.0,76.0,23.5,0.0,1.0
361,2009-11-27,21.4,35.0,2.0,7.0,66.0,26.4,1.0,0.0
362,2009-11-28,18.5,39.5,0.0,0.0,71.0,25.0,0.0,0.0
363,2009-11-29,21.0,33.4,0.0,4.0,26.0,26.9,0.0,0.0
364,2009-11-30,17.2,24.2,0.0,4.0,57.0,21.5,0.0,1.0
365,2009-12-01,14.2,20.8,18.2,4.0,79.0,16.2,1.0,0.0
366,2009-12-02,13.2,21.9,0.8,0.0,71.0,17.5,0.0,0.0
367,2009-12-03,10.2,25.0,0.0,2.0,61.0,19.8,0.0,0.0
368,2009-12-04,13.8,28.5,0.0,0.0,49.0,24.6,0.0,0.0
369,2009-12-05,18.2,25.2,0.0,2.0,75.0,21.2,0.0,0.0
370,2009-12-06,17.9,27.0,0.0,0.0,65.0,24.5,0.0,0.0
371,2009-12-07,19.5,36.4,0.0,4.0,75.0,24.6,0.0,0.0
372,2009-12-08,21.5,23.5,0.0,0.0,75.0,23.2,0.0,0.0
373,2009-12-09,13.760007426661765,29.7,0.0,0.0,74.0,18.119251336898405,0.0,0.0
374,2009-12-10,20.2,29.7,0.0,0.0,60.0,29.7,0.0,0.0
375,2009-12-11,21.2,28.8,0.2,0.0,37.0,23.5,0.0,0.0
376,2009-12-12,17.8,29.0,0.0,4.0,56.0,24.0,0.0,0.0
377,2009-12-13,17.4,27.2,0.0,4.0,74.0,22.5,0.0,0.0
378,2009-12-14,21.0,25.2,0.0,9.0,72.0,22.4,0.0,0.0
379,2009-12-15,19.6,26.2,0.0,6.0,70.0,23.0,0.0,0.0
380,2009-12-16,20.3,32.5,0.0,2.0,74.0,24.2,0.0,0.0
381,2009-12-17,20.3,40.3,0.0,2.0,71.0,26.5,0.0,0.0
382,2009-12-18,21.7,23.0,0.0,0.0,74.0,22.5,0.0,0.0
383,2009-12-19,16.2,29.4,0.0,0.0,78.0,22.0,0.0,0.0
384,2009-12-20,20.0,25.8,0.0,4.0,65.0,22.2,0.0,0.0
385,2009-12-21,18.5,29.2,0.0,9.0,62.0,23.2,0.0,1.0
386,2009-12-22,18.5,33.5,5.6,7.0,61.0,24.5,1.0,0.0
387,2009-12-23,17.4,30.5,0.0,0.0,60.0,26.5,0.0,0.0
388,2009-12-24,19.7,33.5,0.0,0.0,54.0,26.2,0.0,0.0
389,2009-12-25,22.2,28.0,0.0,6.0,76.0,25.5,0.0,1.0
390,2009-12-26,18.8,21.8,11.0,9.0,97.0,19.0,1.0,1.0
391,2009-12-27,18.2,22.8,26.8,0.0,96.0,19.8,1.0,1.0
392,2009-12-28,19.6,24.6,5.4,0.0,95.0,22.0,1.0,1.0
393,2009-12-29,19.8,25.0,3.4,4.0,81.0,21.3,1.0,1.0
394,2009-12-30,19.4,25.0,2.8,13.0,74.0,22.0,1.0,0.0
395,2009-12-31,20.4,26.5,1.0,0.0,98.0,21.5,0.0,0.0
396,2010-01-01,21.4,30.0,0.0,0.0,84.0,23.5,0.0,1.0
397,2010-01-02,22.0,25.8,1.2,4.0,78.0,24.4,1.0,1.0
398,2010-01-03,19.6,22.2,22.0,4.0,93.0,20.2,1.0,1.0
399,2010-01-04,18.4,25.2,2.6,4.0,74.0,22.2,1.0,0.0
400,2010-01-05,16.2,30.2,0.0,6.0,77.0,21.2,0.0,0.0
401,2010-01-06,19.6,29.5,0.0,0.0,84.0,23.8,0.0,0.0
402,2010-01-07,20.5,23.5,0.6,4.0,93.0,21.0,0.0,0.0
403,2010-01-08,13.760007426661765,27.6,0.0,0.0,74.0,18.119251336898405,0.0,0.0
404,2010-01-09,18.8,35.2,0.0,4.0,91.0,22.0,0.0,0.0
405,2010-01-10,20.0,34.2,0.0,0.0,55.0,30.0,0.0,0.0
406,2010-01-11,21.3,26.2,0.4,7.0,77.0,23.2,0.0,0.0
407,2010-01-12,21.4,35.2,0.0,4.0,91.0,24.5,0.0,0.0
408,2010-01-13,23.4,30.2,0.0,9.0,66.0,29.2,0.0,1.0
409,2010-01-14,20.0,25.5,11.8,4.0,84.0,22.8,1.0,0.0
410,2010-01-15,20.6,26.0,0.0,4.0,88.0,23.4,0.0,0.0
411,2010-01-16,18.6,28.2,0.0,0.0,70.0,24.8,0.0,0.0
412,2010-01-17,19.0,35.2,0.0,6.0,55.0,27.0,0.0,1.0
413,2010-01-18,17.5,28.5,12.0,6.0,48.0,22.2,1.0,0.0
414,2010-01-19,14.0,26.6,0.0,6.0,14.0,26.6,0.0,0.0
415,2010-01-20,13.5,33.2,0.0,4.0,36.0,22.0,0.0,0.0
416,2010-01-21,17.5,32.4,0.0,0.0,57.0,25.4,0.0,0.0
417,2010-01-22,21.6,39.0,0.0,2.0,79.0,25.7,0.0,0.0
418,2010-01-23,23.0,42.0,0.0,7.0,35.0,31.8,0.0,0.0
419,2010-01-24,20.5,25.5,0.0,4.0,68.0,23.5,0.0,0.0
420,2010-01-25,22.2,29.4,0.0,6.0,79.0,24.0,0.0,1.0
421,2010-01-26,22.4,32.0,5.0,0.0,84.0,25.4,1.0,1.0
422,2010-01-27,23.2,27.2,1.6,4.0,94.0,23.5,1.0,0.0
423,2010-01-28,22.2,28.0,0.0,0.0,83.0,25.0,0.0,1.0
424,2010-01-29,19.4,30.2,27.8,0.0,80.0,23.5,1.0,1.0
425,2010-01-30,19.6,26.7,21.8,0.0,90.0,22.5,1.0,1.0
426,2010-01-31,21.6,28.5,2.2,4.0,90.0,23.6,1.0,0.0
427,2010-02-01,21.2,28.8,0.0,0.0,75.0,26.0,0.0,0.0
428,2010-02-02,21.5,27.2,0.0,15.0,64.0,23.8,0.0,1.0
429,2010-02-03,22.2,29.5,1.2,4.0,80.0,25.5,1.0,1.0
430,2010-02-04,22.2,29.0,1.8,4.0,89.0,25.3,1.0,1.0
431,2010-02-05,22.4,29.8,1.6,0.0,89.0,24.0,1.0,0.0
432,2010-02-06,22.2,28.5,0.0,4.0,87.0,24.4,0.0,0.0
433,2010-02-07,22.4,27.2,0.2,0.0,83.0,25.0,0.0,1.0
434,2010-02-08,21.7,29.8,1.2,6.0,80.0,24.8,1.0,0.0
435,2010-02-09,21.0,23.5,0.0,0.0,85.0,24.3,0.0,0.0
436,2010-02-10,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
437,2010-02-11,13.760007426661765,31.7,0.0,0.0,74.0,18.119251336898405,0.0,0.0
438,2010-02-12,19.4,37.7,0.0,4.0,67.0,27.6,0.0,0.0
439,2010-02-13,22.8,31.9,0.0,2.0,78.0,25.8,0.0,0.0
440,2010-02-14,22.4,31.6,0.4,0.0,88.0,25.0,0.0,1.0
441,2010-02-15,13.760007426661765,31.7,4.6,0.0,95.0,22.6,1.0,0.0
442,2010-02-16,18.3,27.2,0.0,9.0,54.0,24.4,0.0,0.0
443,2010-02-17,19.2,26.2,0.0,4.0,67.0,22.4,0.0,0.0
444,2010-02-18,20.4,26.0,0.0,15.0,54.0,22.4,0.0,0.0
445,2010-02-19,20.7,26.0,0.2,11.0,68.0,23.0,0.0,0.0
446,2010-02-20,17.5,30.8,0.4,0.0,75.0,22.5,0.0,0.0
447,2010-02-21,17.8,35.0,0.0,0.0,78.0,23.5,0.0,0.0
448,2010-02-22,19.3,37.2,0.0,6.0,65.0,25.0,0.0,0.0
449,2010-02-23,21.4,33.7,0.0,4.0,49.0,29.1,0.0,0.0
450,2010-02-24,20.8,25.2,0.0,4.0,59.0,22.1,0.0,0.0
451,2010-02-25,19.4,26.5,0.0,6.0,55.0,23.4,0.0,0.0
452,2010-02-26,17.2,27.9,0.4,0.0,79.0,21.9,0.0,0.0
453,2010-02-27,18.2,31.8,0.0,2.0,79.0,22.0,0.0,0.0
454,2010-02-28,13.760007426661765,30.8,0.0,0.0,80.0,22.8,0.0,1.0
455,2010-03-01,13.760007426661765,21.4,14.2,19.0,81.0,19.5,1.0,1.0
456,2010-03-02,13.760007426661765,23.0,5.0,15.0,58.0,20.5,1.0,1.0
457,2010-03-03,17.2,24.8,2.0,9.0,70.0,21.5,1.0,0.0
458,2010-03-04,19.0,28.2,0.2,0.0,72.0,23.8,0.0,0.0
459,2010-03-05,20.0,28.5,0.0,11.0,65.0,24.8,0.0,1.0
460,2010-03-06,20.8,28.8,15.2,2.0,93.0,22.6,1.0,0.0
461,2010-03-07,21.0,29.4,0.0,2.0,73.0,23.8,0.0,0.0
462,2010-03-08,21.1,33.2,0.0,4.0,73.0,24.2,0.0,0.0
463,2010-03-09,18.0,31.2,0.0,4.0,57.0,22.2,0.0,0.0
464,2010-03-10,16.0,24.8,0.0,4.0,54.0,22.0,0.0,1.0
465,2010-03-11,18.0,24.0,12.6,15.0,54.0,21.2,1.0,0.0
466,2010-03-12,19.9,24.7,0.0,11.0,58.0,22.0,0.0,1.0
467,2010-03-13,17.0,23.2,20.4,11.0,68.0,20.8,1.0,1.0
468,2010-03-14,16.7,25.2,12.8,0.0,90.0,19.0,1.0,0.0
469,2010-03-15,17.7,25.0,0.0,0.0,81.0,20.5,0.0,0.0
470,2010-03-16,15.0,26.2,0.0,0.0,86.0,20.0,0.0,0.0
471,2010-03-17,13.8,26.8,0.0,0.0,83.0,18.8,0.0,0.0
472,2010-03-18,14.4,27.8,0.0,0.0,87.0,18.0,0.0,0.0
473,2010-03-19,15.0,30.5,0.0,4.0,89.0,18.5,0.0,0.0
474,2010-03-20,17.2,31.5,0.0,2.0,71.0,22.0,0.0,0.0
475,2010-03-21,16.4,34.5,0.0,2.0,84.0,20.2,0.0,0.0
476,2010-03-22,20.2,26.2,0.0,0.0,69.0,23.2,0.0,0.0
477,2010-03-23,19.0,28.4,0.0,2.0,73.0,23.2,0.0,0.0
478,2010-03-24,17.4,27.8,0.0,0.0,87.0,21.9,0.0,0.0
479,2010-03-25,19.8,27.0,0.0,0.0,78.0,22.6,0.0,0.0
480,2010-03-26,16.3,34.3,0.0,0.0,92.0,20.3,0.0,0.0
481,2010-03-27,19.0,29.5,0.0,0.0,75.0,24.6,0.0,0.0
482,2010-03-28,17.8,31.0,0.0,0.0,98.0,19.0,0.0,0.0
483,2010-03-29,19.2,31.1,0.0,2.0,74.0,23.6,0.0,1.0
484,2010-03-30,19.7,22.0,1.4,4.0,87.0,20.8,1.0,1.0
485,2010-03-31,18.4,23.2,31.4,11.0,92.0,19.7,1.0,0.0
486,2010-04-01,14.8,24.5,0.0,0.0,82.0,18.2,0.0,0.0
487,2010-04-02,15.9,23.3,0.0,0.0,72.0,20.5,0.0,0.0
488,2010-04-03,13.3,24.3,0.0,6.0,73.0,19.4,0.0,0.0
489,2010-04-04,15.8,23.0,0.6,4.0,76.0,20.1,0.0,0.0
490,2010-04-05,15.8,23.2,0.4,0.0,95.0,18.1,0.0,0.0
491,2010-04-06,14.4,25.0,0.0,0.0,80.0,20.0,0.0,1.0
492,2010-04-07,17.6,23.5,3.4,0.0,98.0,19.0,1.0,1.0
493,2010-04-08,18.4,29.7,3.0,6.0,91.0,21.9,1.0,0.0
494,2010-04-09,16.5,24.9,0.0,4.0,71.0,21.5,0.0,0.0
495,2010-04-10,13.5,28.6,0.0,6.0,73.0,20.4,0.0,0.0
496,2010-04-11,15.8,28.4,0.0,4.0,69.0,22.0,0.0,0.0
497,2010-04-12,14.2,25.5,0.0,11.0,43.0,18.8,0.0,0.0
498,2010-04-13,8.3,22.5,0.0,4.0,54.0,16.4,0.0,0.0
499,2010-04-14,9.5,25.2,0.0,2.0,79.0,17.3,0.0,0.0
500,2010-04-15,11.0,25.2,0.0,0.0,80.0,16.8,0.0,0.0
501,2010-04-16,15.2,23.0,0.0,4.0,71.0,21.8,0.0,0.0
502,2010-04-17,13.0,25.0,0.0,0.0,79.0,20.7,0.0,0.0
503,2010-04-18,13.8,25.5,0.0,0.0,78.0,22.0,0.0,0.0
504,2010-04-19,16.5,26.5,0.0,0.0,87.0,22.0,0.0,0.0
505,2010-04-20,15.6,26.3,0.4,0.0,84.0,21.8,0.0,0.0
506,2010-04-21,15.2,23.5,0.0,4.0,61.0,19.0,0.0,0.0
507,2010-04-22,13.760007426661765,29.0,0.0,0.0,74.0,18.119251336898405,0.0,0.0
508,2010-04-23,13.2,30.5,0.0,0.0,66.0,21.6,0.0,0.0
509,2010-04-24,15.0,28.2,0.0,0.0,72.0,18.8,0.0,1.0
510,2010-04-25,17.5,20.0,6.2,0.0,97.0,18.5,1.0,1.0
511,2010-04-26,12.5,21.6,9.8,15.0,50.0,17.5,1.0,0.0
512,2010-04-27,9.2,22.2,0.0,0.0,70.0,15.2,0.0,0.0
513,2010-04-28,10.6,24.4,0.0,2.0,57.0,16.9,0.0,0.0
514,2010-04-29,13.3,25.0,0.0,9.0,54.0,18.8,0.0,0.0
515,2010-04-30,9.5,22.8,0.0,2.0,61.0,17.5,0.0,1.0
516,2010-05-01,16.0,22.2,12.8,0.0,97.0,17.5,1.0,0.0
517,2010-05-02,12.8,26.5,0.4,6.0,99.0,15.2,0.0,0.0
518,2010-05-03,13.0,25.2,0.0,0.0,77.0,20.3,0.0,0.0
519,2010-05-04,14.3,23.5,0.2,0.0,84.0,18.6,0.0,0.0
520,2010-05-05,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
521,2010-05-06,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
522,2010-05-07,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
523,2010-05-08,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
524,2010-05-09,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
525,2010-05-10,13.760007426661765,25.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
526,2010-05-11,9.7,26.5,0.0,6.0,64.0,16.0,0.0,0.0
527,2010-05-12,8.0,19.8,0.0,4.0,38.0,14.5,0.0,0.0
528,2010-05-13,6.2,21.2,0.0,6.0,51.0,12.3,0.0,0.0
529,2010-05-14,8.8,20.7,0.0,2.0,65.0,14.4,0.0,0.0
530,2010-05-15,7.5,21.7,0.0,0.0,68.0,13.8,0.0,0.0
531,2010-05-16,9.4,21.0,0.0,0.0,73.0,13.8,0.0,1.0
532,2010-05-17,11.5,17.8,5.6,0.0,97.0,12.4,1.0,1.0
533,2010-05-18,12.4,17.7,15.4,4.0,96.0,13.2,1.0,1.0
534,2010-05-19,12.4,20.0,5.8,6.0,80.0,15.5,1.0,1.0
535,2010-05-20,9.7,20.5,5.8,0.0,96.0,12.5,1.0,0.0
536,2010-05-21,11.0,20.7,0.4,4.0,87.0,14.0,0.0,1.0
537,2010-05-22,13.760007426661765,17.0,6.6,0.0,74.0,18.119251336898405,1.0,1.0
538,2010-05-23,12.0,18.7,8.0,6.0,77.0,14.4,1.0,0.0
539,2010-05-24,9.6,20.5,0.0,0.0,93.0,12.4,0.0,1.0
540,2010-05-25,12.4,18.0,10.6,0.0,99.0,14.6,1.0,1.0
541,2010-05-26,13.3,18.8,2.0,0.0,97.0,15.5,1.0,1.0
542,2010-05-27,14.8,20.2,40.2,15.0,61.0,18.8,1.0,0.0
543,2010-05-28,12.2,20.8,0.0,0.0,93.0,12.6,0.0,1.0
544,2010-05-29,13.2,17.4,7.0,0.0,97.0,14.8,1.0,1.0
545,2010-05-30,12.8,18.0,3.2,28.0,68.0,14.5,1.0,0.0
546,2010-05-31,13.0,19.5,0.0,6.0,82.0,13.6,0.0,1.0
547,2010-06-01,13.6,18.5,9.6,4.0,72.0,16.5,1.0,1.0
548,2010-06-02,6.7,20.0,2.2,0.0,89.0,14.5,1.0,1.0
549,2010-06-03,14.0,20.5,1.8,4.0,87.0,16.2,1.0,1.0
550,2010-06-04,16.0,19.0,44.6,0.0,94.0,16.5,1.0,1.0
551,2010-06-05,14.6,20.0,25.8,19.0,77.0,15.5,1.0,0.0
552,2010-06-06,9.4,17.8,0.2,9.0,66.0,12.1,0.0,1.0
553,2010-06-07,12.0,17.8,12.4,4.0,58.0,13.8,1.0,0.0
554,2010-06-08,13.760007426661765,18.4,0.8,0.0,92.0,11.6,0.0,0.0
555,2010-06-09,13.760007426661765,17.8,0.2,4.0,79.0,10.9,0.0,0.0
556,2010-06-10,13.760007426661765,17.2,0.0,9.0,52.0,12.2,0.0,0.0
557,2010-06-11,13.760007426661765,16.2,0.0,11.0,66.0,8.5,0.0,0.0
558,2010-06-12,13.760007426661765,16.7,0.0,4.0,69.0,9.4,0.0,0.0
559,2010-06-13,13.760007426661765,17.5,0.0,0.0,70.0,11.8,0.0,0.0
560,2010-06-14,13.760007426661765,18.0,0.0,4.0,67.0,13.5,0.0,0.0
561,2010-06-15,13.760007426661765,19.6,0.0,0.0,89.0,10.7,0.0,0.0
562,2010-06-16,13.760007426661765,18.5,0.2,0.0,99.0,8.3,0.0,0.0
563,2010-06-17,13.760007426661765,15.0,0.2,4.0,87.0,10.4,0.0,0.0
564,2010-06-18,13.760007426661765,18.2,0.1,0.0,78.0,12.4,0.0,0.0
565,2010-06-19,13.760007426661765,18.2,0.0,4.0,63.0,11.3,0.0,0.0
566,2010-06-20,13.760007426661765,19.5,0.0,0.0,74.0,13.5,0.0,0.0
567,2010-06-21,13.760007426661765,16.8,0.0,0.0,87.0,10.8,0.0,1.0
568,2010-06-22,13.760007426661765,16.8,33.6,0.0,92.0,14.5,1.0,1.0
569,2010-06-23,13.760007426661765,19.6,10.6,0.0,97.0,13.5,1.0,0.0
570,2010-06-24,13.760007426661765,19.2,0.8,0.0,97.0,12.4,0.0,0.0
571,2010-06-25,13.760007426661765,18.8,0.6,4.0,92.0,12.2,0.0,0.0
572,2010-06-26,11.6,19.2,0.8,6.0,92.0,13.9,0.0,0.0
573,2010-06-27,5.2,16.2,0.0,6.0,63.0,9.7,0.0,0.0
574,2010-06-28,3.5,16.9,0.2,7.0,75.0,8.3,0.0,0.0
575,2010-06-29,4.2,14.9,0.0,6.0,71.0,7.5,0.0,0.0
576,2010-06-30,3.9,14.5,0.0,7.0,73.0,6.2,0.0,0.0
577,2010-07-01,4.6,17.2,0.0,4.0,66.0,8.5,0.0,0.0
578,2010-07-02,6.7,13.7,0.0,0.0,79.0,9.4,0.0,0.0
579,2010-07-03,7.0,16.3,0.0,9.0,72.0,10.8,0.0,0.0
580,2010-07-04,5.8,17.2,0.0,0.0,71.0,10.3,0.0,1.0
581,2010-07-05,8.8,16.0,7.0,4.0,97.0,9.8,1.0,1.0
582,2010-07-06,9.5,17.7,4.2,0.0,97.0,12.2,1.0,0.0
583,2010-07-07,11.5,16.2,0.4,19.0,75.0,13.4,0.0,1.0
584,2010-07-08,10.4,17.2,9.8,4.0,91.0,12.4,1.0,1.0
585,2010-07-09,10.6,16.3,7.0,13.0,94.0,12.1,1.0,1.0
586,2010-07-10,7.6,18.4,15.4,0.0,99.0,8.8,1.0,0.0
587,2010-07-11,9.0,17.2,0.0,0.0,96.0,12.8,0.0,0.0
588,2010-07-12,12.4,17.5,0.0,0.0,91.0,14.3,0.0,0.0
589,2010-07-13,12.5,18.5,0.8,0.0,89.0,15.5,0.0,1.0
590,2010-07-14,13.0,17.8,3.6,15.0,94.0,13.5,1.0,0.0
591,2010-07-15,11.2,17.7,0.4,9.0,52.0,12.8,0.0,0.0
592,2010-07-16,4.0,16.4,0.1,0.0,68.0,9.0,0.0,0.0
593,2010-07-17,5.5,17.3,0.0,0.0,84.0,8.8,0.0,0.0
594,2010-07-18,4.4,20.0,0.2,4.0,95.0,8.5,0.0,0.0
595,2010-07-19,6.3,17.8,0.1,2.0,90.0,9.8,0.0,0.0
596,2010-07-20,8.8,17.5,0.1,4.0,69.0,12.3,0.0,1.0
597,2010-07-21,8.5,15.7,10.8,4.0,81.0,10.7,1.0,0.0
598,2010-07-22,4.5,16.2,0.0,7.0,66.0,10.5,0.0,1.0
599,2010-07-23,7.8,18.1,9.4,4.0,82.0,11.8,1.0,0.0
600,2010-07-24,9.4,18.2,0.4,0.0,91.0,12.2,0.0,0.0
601,2010-07-25,9.0,17.3,0.2,0.0,81.0,13.7,0.0,0.0
602,2010-07-26,9.5,17.2,0.8,4.0,77.0,13.2,0.0,1.0
603,2010-07-27,9.2,16.2,3.4,0.0,97.0,12.8,1.0,1.0
604,2010-07-28,12.2,16.0,2.8,0.0,99.0,14.4,1.0,1.0
605,2010-07-29,11.9,15.0,22.2,0.0,96.0,12.8,1.0,0.0
606,2010-07-30,10.9,22.0,0.8,0.0,93.0,14.2,0.0,1.0
607,2010-07-31,14.0,21.0,4.2,2.0,98.0,15.0,1.0,0.0
608,2010-08-01,9.4,19.2,0.4,6.0,67.0,13.4,0.0,0.0
609,2010-08-02,7.7,14.4,0.6,28.0,61.0,10.8,0.0,1.0
610,2010-08-03,8.2,16.2,27.4,52.0,91.0,13.8,1.0,1.0
611,2010-08-04,5.6,18.5,23.7,6.0,75.0,12.8,1.0,0.0
612,2010-08-05,5.7,17.5,0.1,0.0,79.0,9.0,0.0,0.0
613,2010-08-06,4.8,16.8,0.1,6.0,67.0,10.0,0.0,0.0
614,2010-08-07,6.0,17.2,0.1,7.0,58.0,11.8,0.0,0.0
615,2010-08-08,4.2,17.2,0.1,2.0,89.0,9.5,0.0,0.0
616,2010-08-09,3.8,19.5,0.1,2.0,97.0,8.6,0.0,1.0
617,2010-08-10,8.8,16.5,2.0,4.0,94.0,14.0,1.0,1.0
618,2010-08-11,11.9,18.0,3.4,15.0,59.0,13.5,1.0,0.0
619,2010-08-12,11.4,18.0,0.4,56.0,54.0,13.9,0.0,0.0
620,2010-08-13,7.6,18.2,0.8,2.0,65.0,12.5,0.0,0.0
621,2010-08-14,6.4,20.3,0.0,6.0,74.0,12.0,0.0,0.0
622,2010-08-15,7.2,20.2,0.0,6.0,63.0,14.4,0.0,1.0
623,2010-08-16,11.8,17.8,3.0,31.0,55.0,15.2,1.0,0.0
624,2010-08-17,5.8,17.2,0.0,4.0,71.0,11.8,0.0,0.0
625,2010-08-18,5.0,21.3,0.0,4.0,67.0,11.4,0.0,1.0
626,2010-08-19,11.0,23.5,1.4,19.0,67.0,19.6,1.0,0.0
627,2010-08-20,10.0,20.4,0.2,2.0,64.0,14.8,0.0,0.0
628,2010-08-21,5.8,18.0,0.0,4.0,47.0,11.5,0.0,0.0
629,2010-08-22,5.7,18.3,0.0,6.0,62.0,11.6,0.0,1.0
630,2010-08-23,9.7,13.5,1.8,0.0,94.0,10.5,1.0,1.0
631,2010-08-24,9.4,19.4,2.6,19.0,99.0,13.5,1.0,0.0
632,2010-08-25,10.8,19.2,0.1,19.0,58.0,14.8,0.0,0.0
633,2010-08-26,8.8,17.8,0.0,41.0,52.0,14.0,0.0,0.0
634,2010-08-27,10.2,18.0,0.0,37.0,59.0,14.0,0.0,0.0
635,2010-08-28,6.0,17.5,0.0,2.0,55.0,13.0,0.0,0.0
636,2010-08-29,6.0,19.2,0.0,4.0,76.0,11.7,0.0,0.0
637,2010-08-30,6.6,19.0,0.0,2.0,80.0,13.5,0.0,0.0
638,2010-08-31,6.7,22.9,0.0,0.0,84.0,11.8,0.0,0.0
639,2010-09-01,10.1,24.8,0.0,0.0,63.0,15.8,0.0,1.0
640,2010-09-02,14.4,27.5,2.0,0.0,94.0,15.8,1.0,1.0
641,2010-09-03,13.9,18.2,5.6,4.0,74.0,16.5,1.0,1.0
642,2010-09-04,15.3,20.8,5.0,4.0,89.0,17.9,1.0,1.0
643,2010-09-05,16.0,21.8,1.2,74.0,47.0,18.2,1.0,0.0
644,2010-09-06,9.8,21.2,0.0,4.0,59.0,15.4,0.0,0.0
645,2010-09-07,7.2,19.9,0.0,6.0,70.0,13.0,0.0,0.0
646,2010-09-08,6.7,17.4,0.0,0.0,69.0,14.2,0.0,0.0
647,2010-09-09,7.9,20.0,0.0,0.0,91.0,11.1,0.0,1.0
648,2010-09-10,11.0,24.5,2.8,9.0,75.0,19.5,1.0,0.0
649,2010-09-11,8.2,19.8,0.6,4.0,50.0,16.6,0.0,0.0
650,2010-09-12,6.2,22.0,0.0,0.0,74.0,14.3,0.0,0.0
651,2010-09-13,12.6,24.8,0.0,0.0,73.0,15.5,0.0,0.0
652,2010-09-14,13.760007426661765,20.7,0.0,0.0,65.0,17.4,0.0,1.0
653,2010-09-15,12.2,22.2,5.2,4.0,73.0,16.0,1.0,0.0
654,2010-09-16,9.2,21.2,0.2,11.0,59.0,14.4,0.0,0.0
655,2010-09-17,7.2,19.8,0.0,6.0,3.0,21.2,0.0,0.0
656,2010-09-18,13.760007426661765,23.5,0.8,0.0,74.0,18.119251336898405,0.0,0.0
657,2010-09-19,10.0,19.4,0.0,0.0,63.0,16.5,0.0,0.0
658,2010-09-20,12.4,20.2,0.0,4.0,65.0,16.5,0.0,0.0
659,2010-09-21,10.8,24.2,0.0,0.0,75.0,18.0,0.0,0.0
660,2010-09-22,12.5,22.0,0.0,0.0,64.0,17.2,0.0,0.0
661,2010-09-23,14.8,18.8,0.0,4.0,77.0,17.0,0.0,0.0
662,2010-09-24,11.6,26.7,0.0,0.0,80.0,16.4,0.0,0.0
663,2010-09-25,10.0,28.0,0.0,11.0,55.0,19.5,0.0,0.0
664,2010-09-26,9.2,24.5,0.0,0.0,49.0,20.5,0.0,0.0
665,2010-09-27,9.7,28.8,0.0,4.0,53.0,21.0,0.0,0.0
666,2010-09-28,13.2,27.5,0.8,2.0,70.0,21.2,0.0,0.0
667,2010-09-29,12.4,19.2,0.0,9.0,41.0,17.0,0.0,0.0
