,Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
506,2010-04-21,14.0,29.8,0.0,10.0,33.0,13.0,10.0,7.0,17.0,66.0,25.0,1016.0,1013.0,21.2,29.4,0.0,0.0
507,2010-04-22,13.4,28.5,0.0,9.0,30.0,13.0,0.0,0.0,22.0,66.0,35.0,1018.9,1015.0,21.1,27.7,0.0,0.0
508,2010-04-23,13.7,29.1,0.0,2.0,26.0,13.0,8.0,6.0,11.0,59.0,31.0,1019.2,1014.3,21.1,28.7,0.0,0.0
509,2010-04-24,13.8,30.9,0.0,3.0,19.0,13.0,9.0,0.0,11.0,59.0,20.0,1017.3,1013.1,22.5,30.6,0.0,0.0
510,2010-04-25,16.0,25.3,0.0,2.0,41.0,9.0,9.0,28.0,24.0,47.0,41.0,1021.5,1018.3,20.4,25.3,0.0,0.0
511,2010-04-26,12.3,27.3,0.0,0.0,22.0,0.0,2.0,13.0,7.0,48.0,31.0,1021.8,1017.5,18.6,26.6,0.0,0.0
512,2010-04-27,15.3,26.3,0.0,9.0,33.0,7.0,8.0,9.0,15.0,49.0,41.0,1021.6,1018.8,19.3,25.8,0.0,0.0
513,2010-04-28,11.9,23.3,0.0,2.0,31.0,0.0,9.0,19.0,17.0,60.0,34.0,1024.2,1021.1,18.0,22.8,0.0,0.0
514,2010-04-29,8.4,23.5,0.0,0.0,33.0,11.0,10.0,2.0,17.0,60.0,32.0,1024.4,1020.9,15.8,22.9,0.0,0.0
515,2010-04-30,7.5,24.4,0.0,9.0,33.0,14.0,10.0,4.0,15.0,57.0,29.0,1024.1,1019.7,15.6,23.9,0.0,0.0
516,2010-05-01,7.7,25.4,0.0,2.0,30.0,14.0,0.0,0.0,13.0,48.0,30.0,1023.4,1019.8,16.8,24.8,0.0,0.0
517,2010-05-02,7.4,26.1,0.0,0.0,30.0,2.0,0.0,7.0,13.0,59.0,26.0,1022.8,1019.1,16.4,25.5,0.0,0.0
518,2010-05-03,8.3,29.3,0.0,11.0,24.0,2.0,8.0,0.0,9.0,51.0,19.0,1020.8,1016.3,18.8,28.4,0.0,0.0
519,2010-05-04,10.4,29.3,0.0,10.0,33.0,14.0,8.0,7.0,15.0,44.0,16.0,1019.8,1016.6,20.4,28.9,0.0,0.0
520,2010-05-05,10.1,22.4,0.0,9.0,39.0,9.0,2.0,17.0,17.0,49.0,35.0,1023.6,1020.1,17.6,21.7,0.0,0.0
521,2010-05-06,5.5,20.8,0.0,2.0,31.0,0.0,9.0,11.0,17.0,50.0,26.0,1024.7,1020.8,13.8,20.3,0.0,0.0
522,2010-05-07,4.9,20.1,0.0,2.0,37.0,0.0,2.0,0.0,20.0,59.0,22.0,1022.8,1019.4,11.2,19.3,0.0,0.0
523,2010-05-08,2.4,21.5,0.0,0.0,35.0,5.0,0.0,2.0,19.0,49.0,18.0,1021.4,1017.2,11.8,21.0,0.0,0.0
524,2010-05-09,3.2,22.9,0.0,0.0,33.0,1.0,0.0,4.0,15.0,50.0,24.0,1019.2,1013.5,13.2,22.3,0.0,0.0
525,2010-05-10,3.7,26.1,0.0,14.0,28.0,2.0,2.0,2.0,11.0,50.0,15.0,1017.0,1013.2,14.4,25.2,0.0,0.0
526,2010-05-11,5.6,24.9,0.0,9.0,46.0,2.0,10.0,0.0,22.0,38.0,19.0,1018.6,1016.9,16.6,24.3,0.0,0.0
527,2010-05-12,6.5,21.2,0.0,9.0,37.0,2.0,9.0,22.0,17.0,45.0,28.0,1023.0,1019.3,13.2,21.0,0.0,0.0
528,2010-05-13,3.5,22.0,0.0,0.0,31.0,0.0,2.0,15.0,13.0,56.0,26.0,1021.4,1016.1,12.9,21.8,0.0,0.0
529,2010-05-14,4.2,26.9,0.0,5.0,28.0,1.0,3.0,6.0,17.0,44.0,22.0,1017.0,1012.8,15.5,26.7,0.0,0.0
530,2010-05-15,15.5,23.4,0.0,6.0,39.0,5.0,3.0,7.0,20.0,28.0,29.0,1014.0,1011.8,20.1,22.7,0.0,0.0
531,2010-05-16,16.0,22.3,0.0,7.0,30.0,14.0,13.0,7.0,7.0,84.0,65.0,1014.6,1013.4,17.5,20.8,0.0,0.0
532,2010-05-17,6.3,21.6,0.0,9.0,30.0,13.0,9.0,6.0,11.0,70.0,34.0,1019.1,1016.3,13.7,21.4,0.0,0.0
533,2010-05-18,4.6,21.3,0.0,2.0,35.0,2.0,9.0,7.0,15.0,64.0,33.0,1020.1,1016.6,13.6,20.6,0.0,0.0
534,2010-05-19,3.9,21.4,0.0,0.0,30.0,2.0,2.0,7.0,17.0,61.0,34.0,1019.6,1014.4,13.5,20.9,0.0,1.0
535,2010-05-20,12.9,14.9,4.8,5.0,22.0,0.0,1.0,11.0,13.0,94.0,91.0,1018.1,1015.7,13.4,14.7,1.0,1.0
536,2010-05-21,13.2,20.2,5.0,2.0,33.0,0.0,0.0,11.0,17.0,80.0,50.0,1018.9,1015.2,14.8,19.9,1.0,0.0
537,2010-05-22,13.1,22.6,0.0,3.0,33.0,1.0,5.0,7.0,17.0,68.0,38.0,1017.0,1011.9,15.1,22.6,0.0,0.0
538,2010-05-23,13.8,27.5,0.0,6.0,54.0,6.0,7.0,39.0,28.0,54.0,51.0,1011.2,1008.0,21.6,26.4,0.0,0.0
539,2010-05-24,18.5,27.9,0.2,14.0,50.0,7.0,13.0,9.0,24.0,73.0,39.0,1011.6,1008.5,22.5,26.7,0.0,0.0
540,2010-05-25,10.5,22.9,0.0,15.0,39.0,13.0,12.0,17.0,19.0,45.0,33.0,1015.9,1012.5,16.7,22.6,0.0,0.0
541,2010-05-26,7.5,22.0,0.0,2.0,22.0,15.0,8.0,4.0,13.0,75.0,37.0,1018.0,1014.5,13.7,21.2,0.0,0.0
542,2010-05-27,6.8,21.7,0.0,3.0,44.0,1.0,6.0,9.0,20.0,69.0,42.0,1016.6,1012.6,14.6,21.5,0.0,1.0
543,2010-05-28,14.6,23.5,1.6,7.0,46.0,6.0,13.0,28.0,26.0,76.0,30.0,1014.4,1012.3,18.3,22.9,1.0,0.0
544,2010-05-29,7.0,19.4,0.0,10.0,37.0,11.0,10.0,17.0,17.0,66.0,35.0,1022.4,1019.8,12.9,18.7,0.0,0.0
545,2010-05-30,3.7,17.2,0.0,9.0,33.0,10.0,10.0,13.0,17.0,74.0,33.0,1024.2,1020.5,10.4,16.6,0.0,0.0
546,2010-05-31,1.6,18.2,0.0,2.0,30.0,10.0,2.0,0.0,9.0,71.0,31.0,1022.1,1017.6,8.3,17.8,0.0,0.0
547,2010-06-01,1.9,20.9,0.0,5.0,20.0,7.0,11.0,9.0,11.0,63.0,22.0,1019.2,1014.6,11.9,20.6,0.0,0.0
548,2010-06-02,2.6,19.9,0.0,9.0,35.0,7.0,10.0,0.0,17.0,66.0,27.0,1020.6,1018.7,10.7,19.4,0.0,0.0
549,2010-06-03,1.7,18.4,0.0,2.0,33.0,12.0,2.0,7.0,19.0,64.0,33.0,1024.3,1020.9,9.8,17.5,0.0,0.0
550,2010-06-04,3.1,18.6,0.0,0.0,33.0,14.0,2.0,6.0,17.0,64.0,37.0,1024.4,1021.1,11.0,18.3,0.0,0.0
551,2010-06-05,3.5,18.7,0.0,10.0,35.0,9.0,9.0,11.0,17.0,60.0,31.0,1024.1,1020.6,11.1,18.3,0.0,0.0
552,2010-06-06,2.7,17.8,0.0,2.0,41.0,2.0,2.0,11.0,31.0,63.0,30.0,1024.3,1021.5,10.5,17.7,0.0,0.0
553,2010-06-07,4.4,17.7,0.0,1.0,35.0,2.0,2.0,13.0,13.0,69.0,39.0,1025.1,1021.6,11.3,17.3,0.0,0.0
554,2010-06-08,2.6,18.5,0.0,9.0,31.0,1.0,8.0,4.0,13.0,50.0,27.0,1023.9,1020.5,10.3,17.8,0.0,0.0
555,2010-06-09,6.3,18.5,0.0,10.0,41.0,15.0,9.0,6.0,26.0,56.0,39.0,1024.7,1022.2,10.8,16.8,0.0,0.0
556,2010-06-10,9.8,16.9,0.0,9.0,48.0,2.0,9.0,24.0,20.0,54.0,36.0,1027.0,1023.6,11.8,16.2,0.0,0.0
557,2010-06-11,4.0,16.2,0.0,9.0,37.0,0.0,2.0,13.0,22.0,58.0,35.0,1027.4,1023.8,9.8,15.9,0.0,0.0
558,2010-06-12,1.3,14.9,0.0,0.0,41.0,2.0,2.0,13.0,22.0,63.0,34.0,1027.0,1023.8,8.1,14.3,0.0,0.0
559,2010-06-13,0.3,16.2,0.0,2.0,44.0,0.0,0.0,9.0,31.0,61.0,31.0,1027.4,1023.7,7.9,15.9,0.0,0.0
560,2010-06-14,-0.7,16.4,0.0,2.0,31.0,2.0,9.0,7.0,17.0,66.0,30.0,1027.4,1024.1,6.6,15.6,0.0,0.0
561,2010-06-15,-2.7,17.5,0.0,1.0,33.0,2.0,0.0,4.0,15.0,50.0,18.0,1025.2,1020.6,5.3,17.1,0.0,0.0
562,2010-06-16,-0.5,23.9,0.0,3.0,33.0,2.0,7.0,0.0,13.0,49.0,18.0,1021.9,1018.0,10.2,23.5,0.0,0.0
563,2010-06-17,5.3,25.2,0.0,11.0,30.0,3.0,10.0,9.0,17.0,36.0,13.0,1021.2,1019.1,14.3,25.2,0.0,0.0
564,2010-06-18,6.4,23.2,0.0,10.0,37.0,5.0,10.0,6.0,26.0,45.0,35.0,1022.3,1020.5,15.3,21.7,0.0,0.0
565,2010-06-19,4.9,18.2,0.0,2.0,43.0,0.0,9.0,13.0,22.0,66.0,21.0,1027.7,1024.8,10.9,17.7,0.0,0.0
566,2010-06-20,1.1,19.1,0.0,1.0,37.0,1.0,2.0,2.0,22.0,63.0,35.0,1028.6,1024.9,9.8,17.8,0.0,0.0
567,2010-06-21,0.8,20.5,0.0,2.0,37.0,13.0,1.0,4.0,24.0,70.0,24.0,1028.8,1025.9,8.6,19.9,0.0,0.0
568,2010-06-22,2.2,21.0,0.0,0.0,33.0,15.0,2.0,6.0,20.0,66.0,25.0,1028.4,1024.7,9.2,20.4,0.0,0.0
569,2010-06-23,2.4,21.7,0.0,0.0,30.0,15.0,2.0,0.0,9.0,65.0,32.0,1026.9,1022.6,11.2,21.3,0.0,0.0
570,2010-06-24,2.3,25.7,0.0,3.0,26.0,15.0,12.0,0.0,7.0,66.0,23.0,1021.3,1016.0,10.9,25.2,0.0,0.0
571,2010-06-25,6.0,21.1,0.0,10.0,31.0,12.0,9.0,13.0,17.0,57.0,36.0,1021.1,1018.9,12.9,20.7,0.0,0.0
572,2010-06-26,3.7,18.2,0.0,2.0,37.0,2.0,2.0,9.0,20.0,68.0,40.0,1025.0,1022.3,9.9,17.5,0.0,0.0
573,2010-06-27,1.8,16.4,0.0,2.0,39.0,0.0,0.0,11.0,19.0,72.0,35.0,1025.1,1020.7,8.5,16.0,0.0,0.0
574,2010-06-28,6.3,16.8,0.0,1.0,28.0,0.0,2.0,19.0,17.0,45.0,28.0,1022.3,1019.2,9.5,16.0,0.0,0.0
575,2010-06-29,3.5,20.4,0.0,0.0,20.0,0.0,8.0,9.0,11.0,55.0,35.0,1021.8,1018.5,9.5,20.0,0.0,0.0
576,2010-06-30,9.5,11.6,0.0,12.0,19.0,11.0,1.0,11.0,6.0,68.0,72.0,1023.8,1022.2,9.9,11.2,0.0,1.0
577,2010-07-01,7.7,9.3,8.2,0.0,22.0,2.0,2.0,9.0,11.0,95.0,95.0,1025.8,1024.0,7.9,9.2,1.0,1.0
578,2010-07-02,6.8,14.3,10.0,0.0,28.0,1.0,2.0,15.0,13.0,92.0,47.0,1027.6,1024.4,7.3,13.7,1.0,0.0
579,2010-07-03,0.9,14.8,0.0,0.0,43.0,0.0,2.0,13.0,20.0,83.0,36.0,1028.3,1024.9,7.3,14.4,0.0,0.0
580,2010-07-04,6.8,15.5,0.0,0.0,19.0,1.0,10.0,13.0,9.0,77.0,48.0,1024.2,1021.1,8.3,15.0,0.0,1.0
581,2010-07-05,8.3,9.6,2.8,0.0,31.0,0.0,0.0,13.0,11.0,95.0,96.0,1022.4,1021.5,9.5,8.7,1.0,1.0
582,2010-07-06,6.2,7.0,36.0,2.0,39.0,0.0,9.0,26.0,13.0,94.0,95.0,1023.0,1021.5,6.2,6.2,1.0,1.0
583,2010-07-07,5.3,8.8,13.2,2.0,28.0,2.0,0.0,13.0,17.0,86.0,73.0,1024.4,1022.5,7.0,8.2,1.0,0.0
584,2010-07-08,1.9,16.4,0.0,1.0,26.0,2.0,2.0,0.0,13.0,84.0,52.0,1023.6,1019.5,7.0,15.8,0.0,0.0
585,2010-07-09,6.1,22.0,0.0,3.0,44.0,3.0,3.0,20.0,20.0,71.0,47.0,1019.7,1014.9,11.2,21.2,0.0,0.0
586,2010-07-10,11.2,21.2,0.0,6.0,50.0,6.0,11.0,13.0,11.0,61.0,86.0,1018.0,1018.2,17.9,15.2,0.0,1.0
587,2010-07-11,13.8,17.7,5.6,2.0,20.0,9.0,0.0,7.0,13.0,98.0,98.0,1022.1,1018.9,14.4,15.5,1.0,1.0
588,2010-07-12,11.6,26.8,2.8,3.0,35.0,3.0,6.0,9.0,19.0,88.0,52.0,1018.7,1013.9,17.7,26.0,1.0,1.0
589,2010-07-13,15.9,19.2,4.2,13.0,37.0,11.0,14.0,26.0,11.0,92.0,48.0,1016.9,1016.9,15.9,18.3,1.0,1.0
590,2010-07-14,3.4,16.0,12.2,2.0,35.0,10.0,2.0,11.0,17.0,67.0,35.0,1025.5,1023.0,9.1,15.6,1.0,0.0
591,2010-07-15,1.4,16.9,0.0,2.0,33.0,10.0,9.0,0.0,15.0,88.0,36.0,1026.0,1023.5,7.1,16.4,0.0,0.0
592,2010-07-16,3.0,17.4,0.0,1.0,33.0,13.0,1.0,2.0,17.0,81.0,43.0,1025.9,1022.1,9.4,16.6,0.0,0.0
593,2010-07-17,2.2,18.6,0.2,1.0,22.0,0.0,11.0,6.0,7.0,90.0,40.0,1024.5,1020.5,8.9,18.1,0.0,0.0
594,2010-07-18,2.9,22.6,0.0,11.0,28.0,13.0,11.0,4.0,11.0,86.0,20.0,1021.5,1018.0,9.8,21.9,0.0,0.0
595,2010-07-19,6.5,16.1,0.0,9.0,35.0,10.0,8.0,17.0,17.0,81.0,42.0,1026.0,1023.7,11.1,15.0,0.0,0.0
596,2010-07-20,2.5,15.9,0.0,2.0,37.0,11.0,9.0,7.0,19.0,78.0,39.0,1027.6,1024.6,7.6,15.3,0.0,0.0
597,2010-07-21,5.2,14.6,0.0,10.0,37.0,2.0,9.0,7.0,22.0,85.0,47.0,1026.9,1023.5,7.8,13.9,0.0,0.0
598,2010-07-22,7.5,15.6,0.0,2.0,43.0,2.0,2.0,28.0,26.0,64.0,34.0,1027.4,1023.6,10.3,15.0,0.0,0.0
599,2010-07-23,2.9,16.1,0.0,9.0,37.0,2.0,9.0,17.0,22.0,74.0,33.0,1027.4,1023.7,7.8,15.5,0.0,0.0
600,2010-07-24,3.2,17.0,0.0,2.0,37.0,9.0,9.0,13.0,20.0,66.0,30.0,1026.9,1023.6,8.7,16.4,0.0,0.0
601,2010-07-25,3.0,18.1,0.0,2.0,37.0,0.0,2.0,9.0,24.0,59.0,24.0,1027.3,1023.2,9.3,17.6,0.0,0.0
602,2010-07-26,2.6,18.9,0.0,0.0,28.0,0.0,9.0,13.0,15.0,61.0,33.0,1025.7,1023.0,9.8,18.5,0.0,1.0
603,2010-07-27,9.3,25.0,1.8,1.0,22.0,1.0,8.0,7.0,11.0,80.0,40.0,1023.8,1019.6,12.6,24.2,1.0,0.0
604,2010-07-28,9.7,28.2,0.0,6.0,44.0,6.0,6.0,13.0,26.0,63.0,30.0,1019.8,1015.3,18.2,28.0,0.0,0.0
605,2010-07-29,11.0,29.6,0.0,3.0,50.0,6.0,6.0,0.0,24.0,63.0,27.0,1017.5,1013.0,18.8,29.3,0.0,0.0
606,2010-07-30,16.3,21.9,0.0,11.0,39.0,6.0,11.0,11.0,15.0,76.0,94.0,1015.9,1017.7,19.9,14.3,0.0,1.0
607,2010-07-31,10.3,17.0,5.8,2.0,43.0,9.0,2.0,19.0,17.0,77.0,52.0,1026.8,1025.1,11.6,16.9,1.0,0.0
608,2010-08-01,7.7,18.0,0.0,9.0,44.0,10.0,9.0,11.0,31.0,68.0,33.0,1030.5,1027.7,11.2,17.3,0.0,0.0
609,2010-08-02,5.2,15.4,0.0,2.0,48.0,2.0,9.0,20.0,24.0,70.0,39.0,1032.5,1028.2,10.1,14.9,0.0,0.0
610,2010-08-03,1.3,14.9,0.0,2.0,39.0,2.0,2.0,17.0,20.0,74.0,37.0,1027.7,1023.0,7.2,14.1,0.0,0.0
611,2010-08-04,0.1,16.5,0.0,9.0,28.0,9.0,8.0,7.0,15.0,69.0,28.0,1023.2,1019.0,7.7,16.1,0.0,0.0
612,2010-08-05,1.3,15.4,0.0,2.0,50.0,9.0,10.0,20.0,22.0,70.0,35.0,1024.7,1021.7,9.0,15.0,0.0,0.0
613,2010-08-06,-0.9,15.9,0.0,0.0,33.0,2.0,2.0,7.0,13.0,65.0,25.0,1025.6,1021.4,6.7,15.6,0.0,0.0
614,2010-08-07,-0.7,21.0,0.0,3.0,24.0,7.0,15.0,6.0,9.0,64.0,16.0,1023.3,1017.0,8.7,20.1,0.0,0.0
615,2010-08-08,1.3,22.5,0.0,12.0,28.0,12.0,8.0,7.0,15.0,61.0,12.0,1018.2,1012.9,10.6,21.9,0.0,0.0
616,2010-08-09,5.6,18.3,0.0,12.0,48.0,12.0,11.0,13.0,26.0,45.0,29.0,1015.8,1013.7,12.7,17.0,0.0,0.0
617,2010-08-10,3.4,16.3,0.0,11.0,41.0,11.0,12.0,30.0,20.0,58.0,29.0,1021.2,1019.8,9.6,16.0,0.0,0.0
618,2010-08-11,2.3,17.0,0.0,8.0,30.0,8.0,2.0,9.0,17.0,59.0,30.0,1026.1,1022.4,8.8,16.7,0.0,0.0
619,2010-08-12,1.1,18.6,0.0,0.0,35.0,8.0,9.0,0.0,13.0,68.0,23.0,1025.0,1020.9,9.7,17.8,0.0,0.0
620,2010-08-13,1.4,23.9,0.0,6.0,44.0,3.0,7.0,17.0,17.0,37.0,17.0,1017.5,1012.3,13.1,21.9,0.0,0.0
621,2010-08-14,12.4,23.9,0.0,15.0,39.0,13.0,15.0,13.0,26.0,33.0,27.0,1015.0,1012.0,17.6,23.5,0.0,0.0
622,2010-08-15,4.5,19.4,0.0,8.0,31.0,10.0,0.0,11.0,19.0,43.0,24.0,1022.8,1019.2,12.1,18.8,0.0,0.0
623,2010-08-16,2.3,21.3,0.0,0.0,35.0,4.0,4.0,13.0,13.0,46.0,17.0,1021.8,1017.3,12.9,20.6,0.0,0.0
624,2010-08-17,8.1,26.0,0.0,3.0,57.0,1.0,3.0,13.0,41.0,39.0,21.0,1014.0,1008.8,14.8,25.5,0.0,0.0
625,2010-08-18,14.7,29.3,0.0,7.0,70.0,1.0,14.0,0.0,33.0,52.0,33.0,1012.5,1009.4,20.3,28.4,0.0,0.0
626,2010-08-19,16.1,21.1,0.8,8.0,30.0,3.0,2.0,4.0,15.0,74.0,58.0,1017.0,1015.7,17.7,18.7,0.0,0.0
627,2010-08-20,9.1,19.3,0.0,0.0,41.0,0.0,0.0,24.0,20.0,56.0,41.0,1021.3,1018.3,14.0,18.4,0.0,0.0
628,2010-08-21,7.9,24.7,0.0,0.0,37.0,0.0,1.0,24.0,22.0,54.0,28.0,1019.8,1015.2,14.3,24.2,0.0,0.0
629,2010-08-22,13.6,26.8,0.6,6.0,54.0,5.0,7.0,13.0,28.0,72.0,38.0,1014.8,1012.1,16.6,25.3,0.0,0.0
630,2010-08-23,14.4,20.2,0.8,0.0,33.0,12.0,2.0,6.0,20.0,91.0,49.0,1019.2,1016.4,16.1,19.1,0.0,1.0
631,2010-08-24,12.7,15.6,4.4,9.0,24.0,8.0,9.0,11.0,11.0,97.0,92.0,1020.7,1018.3,14.0,15.5,1.0,1.0
632,2010-08-25,11.0,12.3,6.8,8.0,28.0,9.0,10.0,9.0,17.0,95.0,90.0,1021.3,1019.2,11.5,11.6,1.0,1.0
633,2010-08-26,4.3,16.9,3.0,8.0,31.0,11.0,8.0,15.0,11.0,86.0,40.0,1022.7,1018.6,11.0,16.3,1.0,0.0
634,2010-08-27,4.2,18.2,0.0,2.0,33.0,15.0,0.0,2.0,9.0,74.0,40.0,1022.8,1019.2,9.7,17.4,0.0,0.0
635,2010-08-28,4.9,18.3,0.0,9.0,37.0,2.0,9.0,2.0,20.0,72.0,36.0,1024.9,1021.3,11.8,17.7,0.0,0.0
636,2010-08-29,3.9,19.8,0.0,2.0,37.0,0.0,2.0,9.0,17.0,68.0,28.0,1026.1,1021.9,11.9,18.9,0.0,0.0
637,2010-08-30,3.1,20.3,0.0,1.0,35.0,2.0,9.0,7.0,15.0,60.0,23.0,1024.4,1019.5,11.9,19.9,0.0,0.0
638,2010-08-31,3.2,27.0,0.0,7.0,43.0,1.0,3.0,17.0,19.0,38.0,18.0,1020.9,1014.4,15.9,26.6,0.0,0.0
639,2010-09-01,9.7,31.0,0.0,7.0,43.0,1.0,7.0,0.0,28.0,37.0,20.0,1015.7,1011.6,21.8,30.7,0.0,0.0
640,2010-09-02,13.0,27.5,0.0,7.0,61.0,6.0,3.0,33.0,28.0,73.0,54.0,1014.2,1011.0,22.8,26.5,0.0,1.0
641,2010-09-03,18.6,24.2,3.8,6.0,65.0,6.0,11.0,26.0,28.0,75.0,93.0,1010.1,1006.9,20.3,16.4,1.0,1.0
642,2010-09-04,8.4,19.2,8.6,15.0,30.0,15.0,11.0,19.0,9.0,74.0,43.0,1016.7,1014.3,12.4,18.4,1.0,0.0
643,2010-09-05,6.2,18.9,0.0,9.0,37.0,10.0,2.0,17.0,17.0,64.0,39.0,1023.4,1019.6,11.6,18.1,0.0,0.0
644,2010-09-06,5.0,20.6,0.0,9.0,39.0,0.0,2.0,19.0,24.0,54.0,26.0,1023.3,1018.6,14.1,20.4,0.0,0.0
645,2010-09-07,8.5,27.5,0.0,5.0,39.0,5.0,3.0,19.0,24.0,50.0,24.0,1019.0,1013.6,14.6,26.7,0.0,0.0
646,2010-09-08,14.6,32.1,0.0,7.0,41.0,3.0,14.0,20.0,26.0,35.0,26.0,1017.3,1012.9,21.4,31.8,0.0,1.0
647,2010-09-09,18.8,28.2,3.0,13.0,52.0,3.0,12.0,9.0,17.0,95.0,58.0,1015.5,1012.0,19.7,26.7,1.0,1.0
648,2010-09-10,15.3,20.7,3.8,2.0,37.0,8.0,2.0,13.0,19.0,76.0,49.0,1018.5,1016.3,17.5,20.1,1.0,0.0
649,2010-09-11,9.9,25.3,0.2,1.0,33.0,1.0,1.0,17.0,15.0,55.0,38.0,1019.5,1015.4,17.1,24.9,0.0,0.0
650,2010-09-12,14.0,19.9,0.0,15.0,39.0,11.0,0.0,17.0,13.0,80.0,96.0,1018.2,1017.1,14.9,15.1,0.0,1.0
651,2010-09-13,12.7,28.6,5.6,15.0,39.0,15.0,11.0,11.0,11.0,75.0,43.0,1017.8,1014.2,19.9,27.5,1.0,0.0
652,2010-09-14,10.7,20.7,0.0,9.0,33.0,10.0,9.0,20.0,17.0,49.0,38.0,1021.2,1018.1,15.3,20.4,0.0,0.0
653,2010-09-15,11.1,18.6,0.0,2.0,37.0,2.0,9.0,26.0,17.0,54.0,47.0,1021.7,1019.7,14.9,16.5,0.0,1.0
654,2010-09-16,10.4,11.6,5.2,0.0,31.0,0.0,2.0,22.0,13.0,83.0,92.0,1022.9,1021.4,10.5,10.8,1.0,1.0
655,2010-09-17,9.0,15.1,7.0,0.0,41.0,0.0,0.0,20.0,22.0,79.0,68.0,1022.2,1018.5,11.4,13.2,1.0,1.0
656,2010-09-18,10.1,12.6,8.8,9.0,48.0,2.0,9.0,11.0,20.0,95.0,92.0,1020.8,1017.8,10.9,11.5,1.0,1.0
657,2010-09-19,5.8,15.7,2.8,2.0,46.0,9.0,9.0,26.0,28.0,73.0,48.0,1023.3,1021.2,10.6,14.5,1.0,0.0
658,2010-09-20,3.3,18.5,0.0,2.0,50.0,2.0,9.0,24.0,28.0,60.0,37.0,1025.6,1021.5,12.1,17.7,0.0,0.0
659,2010-09-21,4.5,19.1,0.0,2.0,41.0,2.0,2.0,17.0,26.0,58.0,34.0,1024.5,1021.2,12.8,18.2,0.0,0.0
660,2010-09-22,4.6,20.7,0.0,2.0,37.0,2.0,9.0,15.0,19.0,65.0,33.0,1024.1,1019.9,12.7,20.5,0.0,0.0
661,2010-09-23,5.7,22.3,0.0,2.0,41.0,9.0,2.0,13.0,22.0,58.0,31.0,1024.1,1020.0,14.5,21.4,0.0,0.0
662,2010-09-24,11.4,22.2,0.0,0.0,33.0,9.0,1.0,13.0,17.0,60.0,38.0,1023.7,1018.9,15.3,21.6,0.0,0.0
663,2010-09-25,8.7,26.0,0.0,10.0,31.0,5.0,10.0,19.0,17.0,50.0,19.0,1019.0,1017.2,19.2,25.8,0.0,0.0
664,2010-09-26,7.4,26.0,0.0,0.0,37.0,5.0,0.0,0.0,15.0,39.0,18.0,1020.1,1016.0,18.8,25.6,0.0,0.0
665,2010-09-27,8.1,28.2,0.0,2.0,31.0,5.0,0.0,4.0,9.0,34.0,17.0,1018.4,1014.5,20.8,27.7,0.0,0.0
666,2010-09-28,10.4,30.1,0.0,8.0,41.0,5.0,1.0,9.0,9.0,31.0,17.0,1017.0,1013.1,23.4,29.9,0.0,0.0
667,2010-09-29,11.7,23.0,0.0,9.0,48.0,9.0,1.0,22.0,18.10105332455563,55.0,19.0,1021.6,1012.8719130721107,16.1,28.010763660302853,0.0,0.0
668,2010-09-30,7.3,25.2,0.0,0.0,41.0,0.0,2.0,26.0,20.0,39.0,25.0,1020.3,1015.4,16.6,24.9,0.0,0.0
669,2010-10-01,8.7,29.2,0.0,9.0,30.0,4.0,9.0,13.0,15.0,29.0,21.0,1016.4,1012.0,19.9,28.9,0.0,0.0
670,2010-10-02,10.5,32.7,0.0,3.0,30.0,3.0,5.0,11.0,19.0,22.0,13.0,1016.5,1012.1,23.5,31.9,0.0,0.0
671,2010-10-03,15.1,34.1,0.0,3.0,37.0,5.0,6.0,17.0,13.0,29.0,17.0,1016.6,1012.9,27.5,33.6,0.0,0.0
672,2010-10-04,15.7,34.9,0.0,10.0,63.0,1.0,5.0,15.0,13.0,31.0,19.0,1015.9,1011.6,29.4,34.4,0.0,1.0
673,2010-10-05,16.5,28.5,18.8,0.0,41.0,2.0,0.0,13.0,24.0,86.0,40.0,1018.0,1012.8,18.8,27.6,1.0,0.0
674,2010-10-06,17.6,19.6,0.4,9.0,31.0,15.0,12.0,13.0,17.0,93.0,93.0,1016.9,1014.6,18.6,18.1,0.0,1.0
675,2010-10-07,14.7,18.0,10.6,9.0,46.0,9.0,2.0,22.0,24.0,93.0,76.0,1020.2,1018.4,15.3,17.6,1.0,0.0
676,2010-10-08,12.7,21.1,0.8,10.0,43.0,2.0,9.0,20.0,24.0,52.0,39.0,1021.7,1017.5,15.0,20.7,0.0,0.0
677,2010-10-09,8.5,23.4,0.0,2.0,43.0,2.0,0.0,17.0,20.0,46.0,30.0,1019.6,1014.9,16.5,22.8,0.0,0.0
678,2010-10-10,7.7,26.5,0.0,2.0,35.0,0.0,0.0,17.0,17.0,45.0,20.0,1017.8,1012.8,18.5,26.2,0.0,0.0
679,2010-10-11,11.7,30.6,0.0,4.0,30.0,0.0,12.0,17.0,13.0,40.0,26.0,1015.6,1012.4,23.0,29.7,0.0,0.0
680,2010-10-12,15.9,30.2,0.0,14.0,37.0,1.0,14.0,6.0,24.0,43.0,39.0,1015.8,1013.7,24.2,27.3,0.0,0.0
