,Date,MinTemp,MaxTemp,Rainfall,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
1000,2010-10-28,16.4,21.4,1.8,9,2,17.0,19.0,65.0,53.0,1021.5,1020.4,18.3,20.2,1,0
1001,2010-10-29,14.5,22.1,0.2,14,1,11.0,15.0,82.0,59.0,1020.7,1017.5,16.2,20.5,0,0
1002,2010-10-30,16.2,24.4,0.0,3,4,9.0,22.0,70.0,64.0,1015.1,1012.2,22.0,23.8,0,0
1003,2010-10-31,19.3,24.7,0.0,4,4,19.0,28.0,81.0,64.0,1012.0,1010.6,20.7,24.2,0,1
1004,2010-11-01,18.1,20.4,5.2,8,10,22.0,28.0,78.0,77.0,1014.7,1012.1,18.7,18.6,1,1
1005,2010-11-02,11.8,17.9,32.6,13,10,31.0,24.0,77.0,59.0,1011.8,1012.8,13.3,17.8,1,0
1006,2010-11-03,12.0,23.9,0.2,13,2,13.0,24.0,65.0,54.0,1018.1,1016.3,17.6,20.7,0,0
1007,2010-11-04,14.4,18.1,0.4,8,9,15.0,20.0,83.0,68.0,1022.3,1020.5,14.8,17.6,0,1
1008,2010-11-05,13.4,19.2,8.4,9,10,17.0,30.0,67.0,53.0,1023.9,1022.1,15.2,17.8,1,1
1009,2010-11-06,13.6,18.8,26.0,11,10,7.0,15.0,93.0,81.0,1023.8,1021.9,14.1,16.7,1,1
1010,2010-11-07,13.4,23.3,8.8,14,0,13.0,26.0,77.0,59.0,1021.3,1018.1,16.6,20.7,1,0
1011,2010-11-08,16.1,26.3,0.0,0,5,7.0,28.0,64.0,52.0,1017.2,1015.1,23.3,23.8,0,1
1012,2010-11-09,17.2,23.6,5.6,10,0,22.0,11.0,80.0,54.0,1025.0,1024.2,19.7,23.2,1,0
1013,2010-11-10,18.2,24.5,0.0,14,1,6.0,30.0,87.0,72.0,1021.8,1017.1,20.9,23.5,0,1
1014,2010-11-11,19.7,27.2,8.6,2,0,7.0,24.0,77.0,43.0,1014.9,1012.0,20.1,25.0,1,0
1015,2010-11-12,19.1,26.8,0.0,14,4,6.0,24.0,67.0,57.0,1013.8,1011.9,24.3,25.6,0,0
1016,2010-11-13,19.6,30.3,0.0,0,4,11.0,28.0,64.0,56.0,1014.9,1013.5,25.8,27.6,0,0
1017,2010-11-14,20.5,30.4,0.0,1,5,13.0,28.0,70.0,56.0,1015.7,1012.8,26.1,27.2,0,0
1018,2010-11-15,22.3,23.9,0.0,12,9,9.0,7.0,70.0,95.0,1012.8,1012.6,23.9,19.4,0,1
1019,2010-11-16,17.4,23.5,21.0,8,10,13.0,20.0,82.0,65.0,1013.3,1011.3,18.8,22.8,1,0
1020,2010-11-17,17.1,22.3,0.4,8,0,17.0,15.0,80.0,61.0,1017.1,1015.7,17.5,21.0,0,0
1021,2010-11-18,16.8,23.4,1.0,3,4,7.0,20.0,65.0,59.0,1015.2,1012.2,22.3,22.6,0,0
1022,2010-11-19,16.7,20.0,0.0,8,10,26.0,33.0,71.0,58.0,1021.8,1024.0,17.4,18.5,0,0
1023,2010-11-20,13.7,21.9,0.0,10,2,2.0,19.0,58.0,56.5,1027.2,1023.45,20.0,20.55,0,0
1024,2010-11-21,15.0,23.1,0.0,4,0,17.0,26.0,70.0,55.0,1026.6,1022.9,19.65,22.6,0,0
1025,2010-11-22,16.5,24.0,0.0,14,0,4.0,26.0,82.0,54.0,1026.0,1024.3,19.3,23.2,0,0
1026,2010-11-23,18.6,25.2,0.0,5,4,22.0,24.0,63.0,56.0,1027.2,1023.15,22.5,23.65,0,0
1027,2010-11-24,17.5,24.7,0.0,5,4,17.0,26.0,60.0,58.0,1025.3,1022.0,22.8,24.1,0,0
1028,2010-11-25,18.5,26.0,0.0,0,4,17.0,20.0,67.0,53.0,1020.5,1017.7,22.5,25.2,0,0
1029,2010-11-26,18.9,24.1,0.0,0,0,13.0,19.0,62.0,72.0,1017.3,1015.3,23.9,22.4,0,0
1030,2010-11-27,18.2,25.8,0.0,0,4,6.0,28.0,77.0,56.0,1015.6,1012.0,22.3,25.5,0,0
1031,2010-11-28,19.0,23.5,0.0,4,4,9.0,13.0,73.0,64.0,1010.9,1010.2,21.7,23.0,0,1
1032,2010-11-29,16.8,21.5,5.8,11,8,30.0,28.0,85.0,77.0,1013.6,1012.9,18.0,20.8,1,1
1033,2010-11-30,16.4,21.6,5.6,8,10,11.0,17.0,94.0,91.0,1016.4,1014.5,17.3,20.2,1,1
1034,2010-12-01,17.2,20.1,27.6,1,0,30.0,19.0,94.0,89.0,1016.4,1015.3,18.9,19.9,1,1
1035,2010-12-02,18.5,24.3,21.0,1,1,17.0,22.0,91.0,78.0,1018.0,1015.9,20.1,22.7,1,0
1036,2010-12-03,19.8,24.4,0.2,5,0,17.0,24.0,70.0,74.0,1017.3,1014.7,23.7,23.2,0,0
1037,2010-12-04,19.6,22.7,0.0,6,0,6.0,19.0,84.0,80.0,1013.0,1010.2,20.9,22.0,0,1
1038,2010-12-05,19.5,25.1,1.4,14,0,6.0,17.0,79.0,73.5,1013.6,1011.75,22.25,23.75,1,0
1039,2010-12-06,20.4,25.7,1.0,2,2,7.0,19.0,74.0,67.0,1014.2,1013.3,23.6,25.5,0,0
1040,2010-12-07,21.0,26.0,0.0,0,1,19.0,24.0,73.0,63.0,1016.5,1015.4,23.5,25.4,0,0
1041,2010-12-08,20.8,26.3,0.0,4,4,15.0,28.0,67.0,68.0,1016.7,1012.5,24.8,25.7,0,0
1042,2010-12-09,22.0,30.7,0.0,4,10,13.0,9.0,80.0,62.0,1010.8,1008.2,23.4,28.3,0,0
1043,2010-12-10,22.8,29.6,0.0,15,0,17.0,28.0,74.0,72.0,1009.4,1006.0,23.6,24.0,0,0
1044,2010-12-11,17.2,26.9,0.0,13,1,13.0,22.0,46.0,56.0,1007.9,1003.1,22.2,23.4,0,0
1045,2010-12-12,17.8,30.8,0.0,13,1,6.0,28.0,47.0,40.0,1004.0,1003.7,24.8,26.1,0,0
1046,2010-12-13,18.5,26.3,0.0,11,2,15.0,24.0,62.0,51.0,1013.5,1012.7,22.6,25.5,0,0
1047,2010-12-14,20.0,26.0,0.0,9,2,17.0,19.0,69.0,60.0,1016.1,1009.7,23.4,25.1,0,0
1048,2010-12-15,20.0,25.6,0.0,0,0,11.0,24.0,71.0,69.0,1010.8,1006.7,24.0,24.7,0,0
1049,2010-12-16,21.7,26.4,0.0,1,6,4.0,6.0,72.0,91.0,1003.8,1006.0,24.7,20.6,0,1
1050,2010-12-17,18.0,26.4,7.6,11,2,6.0,6.0,75.0,71.0,1005.7,1003.5,20.5,23.0,1,0
1051,2010-12-18,19.6,25.5,0.0,7,7,24.0,26.0,57.0,44.0,1003.1,999.6,20.7,25.4,0,0
1052,2010-12-19,18.5,27.3,0.0,3,3,15.0,33.0,69.0,44.0,1003.5,995.6,19.8,26.4,0,1
1053,2010-12-20,13.3,21.7,4.8,13,13,41.0,41.0,42.0,32.0,997.6,1000.7,16.7,21.3,1,0
1054,2010-12-21,15.4,27.8,0.0,14,14,26.0,20.0,36.0,26.0,1008.7,1007.9,21.3,27.1,0,0
1055,2010-12-22,17.7,25.7,0.0,9,10,19.0,26.0,71.0,61.0,1018.5,1017.6,22.0,25.2,0,0
1056,2010-12-23,19.1,27.0,0.0,13,0,9.0,19.0,72.0,57.0,1018.1,1016.5,21.4,26.2,0,0
1057,2010-12-24,18.7,24.1,0.0,2,2,19.0,19.0,65.0,47.0,1026.1,1023.7,19.8,23.6,0,0
1058,2010-12-25,16.0,26.3,0.0,2,4,0.0,19.0,69.0,61.0,1017.2,1011.4,21.5,25.5,0,0
1059,2010-12-26,20.8,31.3,0.8,13,14,20.0,15.0,88.0,56.0,1006.3,1001.4,21.1,28.7,0,1
1060,2010-12-27,18.4,19.9,17.0,11,10,15.0,28.0,88.0,78.0,1005.5,1005.8,18.5,18.9,1,1
1061,2010-12-28,15.4,21.2,1.8,10,2,11.0,19.0,59.0,50.0,1018.9,1019.1,19.0,20.7,1,0
1062,2010-12-29,17.3,24.7,0.0,15,4,4.0,28.0,66.0,56.0,1018.5,1014.8,21.1,24.1,0,0
1063,2010-12-30,20.0,26.5,0.0,0,0,7.0,20.0,64.0,63.0,1016.6,1015.3,24.7,24.8,0,0
1064,2010-12-31,21.4,27.2,0.0,2,1,7.0,28.0,78.0,65.0,1016.0,1013.9,24.0,26.4,0,0
1065,2011-01-01,20.5,29.0,0.0,0,1,13.0,20.0,69.0,58.0,1013.2,1010.1,25.5,27.1,0,0
1066,2011-01-02,20.7,28.0,0.0,9,10,9.0,26.0,72.0,62.0,1011.9,1010.8,24.7,26.6,0,1
1067,2011-01-03,18.9,21.3,5.6,8,10,17.0,20.0,81.0,84.0,1014.5,1013.9,19.9,19.2,1,1
1068,2011-01-04,17.3,22.6,3.0,11,9,20.0,19.0,74.0,60.0,1014.1,1011.6,20.1,21.8,1,0
1069,2011-01-05,17.2,23.4,0.0,14,0,6.0,20.0,64.0,57.0,1008.0,1005.8,21.1,23.0,0,0
1070,2011-01-06,19.5,26.8,0.0,8,8,20.0,17.0,72.0,57.0,1010.8,1011.1,22.6,24.9,0,1
1071,2011-01-07,19.9,26.5,7.6,10,0,9.0,17.0,88.0,67.0,1013.6,1013.0,22.1,26.5,1,1
1072,2011-01-08,21.3,26.7,6.6,1,0,11.0,20.0,68.0,62.0,1013.8,1012.1,24.3,26.4,1,1
1073,2011-01-09,22.0,27.0,9.4,1,0,22.0,20.0,82.0,67.0,1014.4,1014.3,24.0,26.6,1,1
1074,2011-01-10,21.5,26.2,5.4,1,0,20.0,26.0,80.0,65.0,1016.4,1014.7,24.1,26.0,1,0
1075,2011-01-11,21.8,25.2,0.4,0,4,20.0,20.0,71.0,79.0,1014.5,1012.1,24.3,24.3,0,1
1076,2011-01-12,22.3,27.9,1.6,1,4,13.0,28.0,79.0,71.0,1012.3,1011.6,25.2,26.4,1,0
1077,2011-01-13,23.3,26.6,0.2,4,1,15.0,28.0,75.0,65.0,1014.8,1013.5,25.0,24.9,0,0
1078,2011-01-14,21.8,27.9,0.2,5,4,19.0,28.0,56.0,53.0,1012.4,1009.3,26.5,27.6,0,0
1079,2011-01-15,22.0,30.4,0.6,3,1,9.0,7.0,87.0,61.0,1009.4,1007.0,22.6,29.6,0,0
1080,2011-01-16,22.1,28.1,0.2,8,2,11.0,15.0,86.0,65.0,1010.2,1007.4,23.1,28.0,0,0
1081,2011-01-17,21.4,29.8,0.0,0,10,13.0,24.0,65.0,68.0,1002.8,1001.5,25.8,26.3,0,0
1082,2011-01-18,20.0,26.1,0.0,8,2,13.0,20.0,68.0,57.0,1007.5,1007.3,22.4,24.8,0,1
1083,2011-01-19,19.3,25.4,7.2,8,1,17.0,20.0,83.0,73.0,1009.8,1009.3,21.6,24.5,1,0
1084,2011-01-20,21.5,27.3,0.2,0,1,20.0,24.0,62.0,55.0,1013.5,1013.4,24.8,26.3,0,1
1085,2011-01-21,20.7,26.9,5.6,2,1,4.0,28.0,66.0,60.0,1015.2,1013.1,25.1,26.3,1,0
1086,2011-01-22,20.5,28.4,0.0,4,0,13.0,26.0,64.0,55.0,1016.3,1015.2,25.0,26.7,0,0
1087,2011-01-23,21.4,28.3,0.0,5,4,20.0,28.0,57.0,57.0,1012.2,1009.1,25.2,26.1,0,0
1088,2011-01-24,21.0,35.4,0.0,5,7,11.0,26.0,56.0,36.0,1004.1,1001.4,26.6,32.4,0,0
1089,2011-01-25,21.7,28.5,0.0,15,1,4.0,20.0,70.0,64.0,1008.0,1006.9,24.3,27.2,0,0
1090,2011-01-26,22.9,31.4,0.0,2,0,11.0,15.0,85.0,73.0,1011.5,1010.2,25.8,27.7,0,0
1091,2011-01-27,22.5,28.4,0.0,8,0,9.0,17.0,79.0,71.0,1013.5,1011.1,25.1,27.3,0,0
1092,2011-01-28,22.5,24.3,0.0,10,10,20.0,24.0,70.0,59.0,1019.0,1019.1,23.1,24.1,0,0
1093,2011-01-29,19.8,25.0,0.0,1,1,11.0,24.0,76.0,48.0,1021.6,1021.3,20.7,24.6,0,0
1094,2011-01-30,17.8,28.2,0.0,6,1,15.0,24.0,64.0,56.0,1020.2,1016.3,23.1,27.5,0,0
1095,2011-01-31,22.2,31.6,0.0,1,1,2.0,17.0,72.0,49.0,1015.0,1011.8,26.1,30.0,0,0
1096,2011-02-01,22.7,33.5,0.0,13,4,7.0,17.0,65.0,49.0,1011.3,1006.9,26.1,31.8,0,0
1097,2011-02-02,26.1,31.2,0.0,10,0,13.0,20.0,59.0,70.0,1015.3,1012.7,28.7,28.4,0,0
1098,2011-02-03,25.1,37.5,0.0,10,11,11.0,24.0,58.0,54.0,1011.0,1009.9,30.6,33.6,0,0
1099,2011-02-04,24.0,33.7,0.0,3,1,7.0,28.0,72.0,73.0,1014.7,1011.1,27.3,27.8,0,0
1100,2011-02-05,24.2,41.5,0.0,7,6,24.0,33.0,46.0,22.0,1010.0,1006.6,33.7,40.9,0,0
1101,2011-02-06,27.6,35.6,0.0,13,8,2.0,41.0,56.0,77.0,1012.7,1016.1,28.7,22.8,0,0
1102,2011-02-07,18.0,23.0,0.2,15,9,13.0,19.0,64.0,58.0,1023.9,1020.6,18.7,22.6,0,0
1103,2011-02-08,18.7,25.3,0.2,14,2,11.0,17.0,67.0,52.0,1019.5,1018.6,21.2,24.2,0,0
1104,2011-02-09,18.1,24.5,0.4,11,1,13.0,11.0,69.0,83.0,1024.5,1023.6,21.8,21.6,0,0
1105,2011-02-10,20.4,25.7,0.0,13,0,7.0,24.0,85.0,70.0,1023.4,1020.3,21.3,24.3,0,0
1106,2011-02-11,21.0,29.2,0.2,5,1,7.0,13.0,63.0,60.0,1016.0,1011.4,25.3,28.3,0,1
1107,2011-02-12,22.7,23.1,1.4,8,8,30.0,26.0,87.0,76.0,1014.7,1016.4,22.7,22.2,1,1
1108,2011-02-13,19.5,22.8,9.6,11,8,11.0,26.0,83.0,88.0,1017.5,1018.4,21.5,21.3,1,0
1109,2011-02-14,20.6,24.2,0.4,9,9,20.0,19.0,59.0,59.0,1023.6,1023.4,21.9,23.6,0,0
1110,2011-02-15,18.3,25.0,0.0,14,2,9.0,20.0,84.0,54.0,1023.7,1022.0,20.7,24.0,0,1
1111,2011-02-16,19.8,26.7,2.2,14,0,15.0,19.0,81.0,64.0,1019.7,1016.3,20.9,25.7,1,0
1112,2011-02-17,20.9,28.7,0.0,6,0,11.0,15.0,80.0,67.0,1013.7,1011.2,24.4,26.8,0,0
1113,2011-02-18,22.6,27.6,0.0,8,9,20.0,13.0,83.0,70.0,1014.7,1014.0,23.5,27.0,0,0
1114,2011-02-19,22.4,30.1,0.0,5,4,15.0,28.0,79.0,67.0,1011.2,1006.3,25.1,28.4,0,0
1115,2011-02-20,25.0,33.2,0.0,0,9,6.0,13.0,61.0,49.0,1006.4,1005.7,30.1,32.0,0,0
1116,2011-02-21,20.0,24.9,0.0,10,9,17.0,20.0,82.0,62.0,1012.7,1012.4,20.9,24.4,0,0
1117,2011-02-22,19.1,21.7,0.4,10,10,22.0,26.0,57.0,78.0,1021.6,1022.6,20.4,19.2,0,1
1118,2011-02-23,17.3,26.6,1.8,13,10,13.0,20.0,77.0,45.0,1023.1,1021.3,19.0,26.1,1,0
1119,2011-02-24,16.6,26.1,0.4,13,0,17.0,22.0,71.0,49.0,1019.9,1016.0,20.3,24.9,0,0
1120,2011-02-25,18.0,28.0,0.0,14,5,7.0,20.0,75.0,41.0,1014.5,1012.2,21.1,27.1,0,0
1121,2011-02-26,20.9,27.2,0.0,14,0,4.0,26.0,80.0,65.0,1012.5,1009.5,23.7,26.8,0,0
1122,2011-02-27,20.3,30.3,0.0,13,14,17.0,6.0,74.0,63.0,1008.3,1007.5,22.3,26.9,0,0
1123,2011-02-28,22.2,28.8,0.8,4,1,13.0,26.0,83.0,65.0,1009.9,1007.8,22.7,26.1,0,0
1124,2011-03-01,22.7,33.6,0.6,13,14,9.0,17.0,53.0,39.0,1002.4,1003.1,28.8,32.5,0,0
1125,2011-03-02,19.4,21.8,0.0,2,0,19.0,11.0,58.0,59.0,1017.1,1015.0,20.5,21.2,0,0
1126,2011-03-03,17.4,31.7,0.0,13,9,20.0,28.0,77.0,35.0,1009.1,1007.1,20.9,29.5,0,0
1127,2011-03-04,19.1,25.8,0.0,13,0,9.0,24.0,72.0,63.0,1011.7,1009.8,22.5,25.4,0,0
1128,2011-03-05,18.1,23.2,0.2,10,2,22.0,28.0,70.0,50.0,1022.5,1023.5,18.7,22.2,0,0
1129,2011-03-06,18.0,23.6,0.2,10,0,17.0,19.0,48.0,44.0,1026.9,1026.3,21.0,22.2,0,0
1130,2011-03-07,17.0,24.4,0.0,2,0,9.0,20.0,67.0,48.0,1024.8,1022.2,20.3,23.8,0,0
1131,2011-03-08,17.6,25.8,0.2,13,4,7.0,30.0,71.0,60.0,1019.7,1015.8,21.2,25.2,0,0
1132,2011-03-09,20.7,30.8,0.0,13,7,6.0,17.0,77.0,38.0,1015.2,1013.1,21.8,30.6,0,0
1133,2011-03-10,21.8,27.4,0.0,13,1,6.0,9.0,70.0,68.0,1013.3,1012.0,23.8,25.2,0,0
1134,2011-03-11,22.0,26.7,0.0,8,2,7.0,19.0,86.0,76.0,1016.0,1015.3,23.2,25.3,0,0
1135,2011-03-12,20.6,28.1,1.0,3,0,4.0,20.0,82.0,69.0,1020.8,1019.2,23.3,26.1,0,0
1136,2011-03-13,21.8,27.7,0.2,3,4,9.0,22.0,76.0,60.0,1021.5,1018.2,24.5,27.2,0,0
1137,2011-03-14,21.3,27.5,0.0,14,8,11.0,31.0,76.0,79.0,1019.4,1020.6,24.3,22.3,0,0
1138,2011-03-15,17.5,24.5,0.8,14,9,13.0,15.0,82.0,62.0,1021.4,1018.2,21.0,24.5,0,0
1139,2011-03-16,19.3,28.3,0.0,13,9,11.0,20.0,77.0,65.0,1017.2,1016.8,22.3,25.3,0,1
1140,2011-03-17,20.6,26.8,5.6,8,9,17.0,17.0,85.0,66.0,1019.4,1017.0,21.1,25.8,1,0
1141,2011-03-18,20.0,25.2,0.0,11,10,19.0,20.0,81.0,67.0,1015.2,1014.0,21.1,24.8,0,1
1142,2011-03-19,19.4,24.0,10.4,2,2,24.0,24.0,86.0,84.0,1014.1,1011.8,21.2,22.9,1,1
1143,2011-03-20,18.8,23.5,99.4,2,2,22.0,39.0,92.0,81.0,1012.4,1010.1,19.4,22.2,1,1
1144,2011-03-21,19.4,24.8,20.8,0,0,26.0,19.0,95.0,82.0,1006.6,1003.3,21.4,24.0,1,1
1145,2011-03-22,21.1,27.4,27.8,14,1,9.0,20.0,95.0,73.0,1001.3,999.4,21.6,26.2,1,0
1146,2011-03-23,19.9,30.8,0.8,13,13,19.0,13.0,75.0,41.0,1002.6,1000.4,22.5,29.6,0,0
1147,2011-03-24,18.2,27.1,0.2,7,14,28.0,35.0,50.0,36.0,1005.0,1003.2,21.5,26.3,0,0
1148,2011-03-25,17.7,26.7,0.0,13,8,28.0,13.0,50.0,42.0,1007.8,1008.7,20.5,24.8,0,0
1149,2011-03-26,17.7,20.6,0.0,11,8,28.0,20.0,71.0,77.0,1019.2,1020.1,18.4,18.6,0,1
1150,2011-03-27,16.1,20.5,5.0,14,11,17.0,19.0,89.0,87.0,1024.6,1024.5,16.6,18.4,1,1
1151,2011-03-28,15.9,24.2,5.8,13,0,15.0,15.0,91.0,59.0,1026.7,1025.5,17.1,23.5,1,1
1152,2011-03-29,17.1,24.8,10.8,14,4,4.0,24.0,94.0,59.0,1025.8,1022.3,19.4,24.3,1,0
1153,2011-03-30,17.8,27.7,0.0,14,0,13.0,17.0,78.0,61.0,1019.9,1016.1,20.5,26.0,0,1
1154,2011-03-31,20.1,21.3,1.8,10,9,22.0,20.0,78.0,68.0,1022.7,1022.9,20.3,20.9,1,1
1155,2011-04-01,14.468792588264565,23.20943923546156,4.083524641843413,13,10,29.74433833608329,27.87505498509991,90.42911665697727,65.24924840560837,1014.0192699106503,1012.7315520311258,17.548929696675348,23.40212771938427,1,0
1156,2011-04-02,16.493878044000613,25.507834877490353,-4.129058820719594,13,0,11.914921330108855,12.457162770380744,77.49243394697777,61.157989241538495,1024.6586674085813,1024.2712860713077,20.0270137178776,24.27119400617526,0,0
1157,2011-04-03,18.507816529067167,23.10416694793907,0.09540977855610587,13,0,16.31525070194467,11.99489441598026,90.50393710418354,70.57623867397821,1029.6793137431632,1026.469298139931,18.0190484161542,23.86434053971713,0,1
1158,2011-04-04,18.16786166234906,23.920699171617926,56.90684960321746,13,11,8.197799320396122,17.950338021386614,76.87729142293011,57.840710401139624,1022.1846879329713,1018.544033280791,19.118627703893736,21.856427350716906,1,1
1159,2011-04-05,16.648869175896973,23.05242895012844,4.665485132200427,13,0,18.341339480236837,16.44554624264755,72.80136253040456,53.010736374431886,1019.6240847031933,1018.0929545477086,19.0729601483598,24.953316771303296,1,1
1160,2011-04-06,17.20181135526188,23.3398745242365,10.415293811487436,13,0,19.964858979124166,18.88394462870594,80.99324182025751,52.94035689159218,1022.9941197827139,1022.044972602484,15.825257156037846,19.288237772895023,1,0
1161,2011-04-07,16.90212966590653,23.802707770586018,-5.70914340945305,13,0,12.101297885494173,16.758155707283073,82.4950455324454,60.62820281448956,1027.708368121913,1025.8813095389958,17.130838249111427,21.163690971053605,0,0
1162,2011-04-08,17.454238985712273,25.822043806755858,-4.404515269571004,13,14,8.10049777687881,13.991995724330025,84.88179517968804,40.29799616011859,1024.1093873683772,1020.5232150119588,18.345716693351317,22.296686640365056,0,0
1163,2011-04-09,15.481773606109554,21.82302923165378,-3.216439029418371,13,0,15.234872731368489,10.962575170180235,89.73069813734766,69.54477425494841,1019.9043815962074,1017.5805443830122,19.24028214128295,24.358680531813512,0,0
1164,2011-04-10,16.12440953169951,21.724762821642546,-0.8503214682768991,13,0,15.192406615717491,25.74158545451386,91.24523474326992,64.89602607165993,1017.7721045208034,1015.2272363084417,17.36234589040374,21.00785338130861,0,1
1165,2011-04-11,16.28792686612711,21.720476307306228,1.5391956034369745,13,0,19.00836447986654,20.628397574409565,78.55655635873397,57.94254055773158,1015.4225090949153,1014.2438226444476,20.76560344827325,23.750101276105408,1,1
1166,2011-04-12,15.942512922840063,21.64038347167034,2.2434872477670167,13,0,15.836213250142555,26.61509153294075,81.33313705349866,48.86625236084688,1016.5870122463382,1014.8986651870903,19.308690768457247,21.868737608786038,1,1
1167,2011-04-13,15.493366903262196,23.31004176725036,5.869604308058222,13,10,18.234340565005397,18.43683047414656,73.0087705101384,64.8298994623775,1018.5710020516657,1018.2510364520151,17.565865828419327,18.22502993198644,1,0
1168,2011-04-14,15.536070975374004,20.16206326549533,-0.7843454147261282,13,0,21.26670788878005,19.872396784236297,88.95902740209154,52.419764828904455,1019.3070001542357,1017.7289461275842,15.656577084857107,20.613477172385927,0,1
1169,2011-04-15,15.62047593698913,22.550277861892685,1.0181843411348843,13,0,14.389670917272262,16.297357249470938,79.9724700002496,54.40840188028283,1015.8820720169143,1014.2637000090317,15.559781246685851,20.276124997819593,1,1
1170,2011-04-16,15.619986073659966,21.969860093014027,3.844127727827416,13,0,16.983870977873508,10.778440233948901,79.59763006857558,59.465568523322155,1016.1532585976248,1015.4217255934492,17.299580197401376,21.82091249024545,1,0
1171,2011-04-17,15.045419802024696,21.483958807692566,-2.0221477617337693,13,0,14.542952562431473,16.59285114499809,76.79290213978261,63.917022656214726,1018.5580206767836,1018.2364465657151,16.223831973218132,22.261312454727715,0,0
1172,2011-04-18,15.354171779316511,21.185335655058203,0.4294369416291977,13,0,15.519059257665875,20.851274463783273,80.86440077929952,70.3843707722407,1022.2560891862813,1021.823308468934,17.16090725949497,20.632856480452386,0,1
1173,2011-04-19,15.735882227398136,20.590224939816267,28.693977890333237,13,8,22.542164900060076,18.628789831831746,72.94390615237882,73.74506770433248,1023.7653594003073,1022.2757896542893,16.35957473560457,21.891957454869665,1,1
1174,2011-04-20,14.107396035849336,21.278030436852273,1.8829117786529057,13,10,19.233225018647726,19.84194959854112,61.684699708270635,73.09201218265483,1023.7862325985769,1021.5022244678893,16.457303954257323,21.029350459798007,1,1
1175,2011-04-21,13.27347523625474,23.183061437640394,3.9721148549616303,13,0,19.57106616625942,14.545971272768636,65.49131333792499,61.88385726246043,1021.8958352175193,1018.8030857948364,15.929359616833727,19.897609009268717,1,0
1176,2011-04-22,13.285464180252472,23.544201882942023,-4.801850812493038,13,0,15.49840466793552,16.66943707675334,88.06404215043722,47.44454384614873,1019.9711825946284,1018.2398405839191,16.951253391152658,21.85565112020359,0,0
1177,2011-04-23,13.894350277317598,22.398744346660575,-4.677582305825414,13,14,17.040126103569367,23.149679458880037,86.38879805519163,33.83158879039447,1021.8038199944223,1019.5566965970868,17.45930793752573,19.915906852015897,0,0
1178,2011-04-24,15.36265991280134,21.032371837656054,-4.382530509388375,13,0,21.748004884192706,17.638307173938472,86.53083110718426,55.25082429796072,1021.2591726984517,1018.67922431258,17.775980039376513,22.0350760618982,0,0
1179,2011-04-25,16.061623520987315,16.50453446966473,-1.0352660865750698,13,10,14.630988901035655,12.508950965674149,70.10280381571516,69.24243403458331,1020.3200388282428,1018.3962803951516,16.107709399679408,23.25093847019588,0,0
1180,2011-04-26,13.380099742223267,19.39650740570985,-1.7997341958645587,13,0,17.502026964552908,17.17065767129246,81.61607538756466,65.05717196257082,1022.800180055501,1020.2313873063907,16.085795171986717,22.34541430447073,0,0
1181,2011-04-27,14.280930267379224,20.481620800512072,-1.2934083608288791,13,0,14.781006440778482,22.795587624995342,76.65627999678301,56.63911062997457,1018.9236580170784,1016.5576243973386,17.221929412783755,22.522499154789372,0,1
1182,2011-04-28,15.831577927051166,20.125837385544195,1.016834255141668,13,0,12.33561748045476,15.992944044046723,85.32269218564167,59.28441157550044,1019.4127333867093,1017.1452565845067,16.34835016467206,20.715965513889348,1,0
1183,2011-04-29,14.752593655864173,21.031635655965196,-1.6173426138859126,13,10,19.046847216065828,18.63382776182889,66.70820765462831,65.43667071898747,1018.6217072400276,1016.1842432393756,15.291575361067304,18.30497032718649,0,0
1184,2011-04-30,11.995201167274857,17.339555624015524,0.2163998290368081,13,10,23.98334766340079,26.510087150513282,62.6850586493797,69.75972686962507,1013.5568980279687,1011.8556086289605,14.15403391794393,18.023511328712637,0,1
1185,2011-05-01,14.8,22.9,3.6,14,8,19.0,13.0,84.0,57.0,1018.9,1015.9,16.6,21.6,1,0
1186,2011-05-02,12.9,18.4,0.0,13,14,20.0,13.0,87.0,75.0,1016.6,1014.7,14.3,18.1,0,0
1187,2011-05-03,14.0,18.5,0.6,13,11,15.0,20.0,90.0,66.0,1015.0,1013.7,15.0,18.5,0,0
1188,2011-05-04,13.0,21.8,0.4,13,8,24.0,20.0,72.0,54.0,1016.4,1015.6,15.2,20.7,0,0
1189,2011-05-05,11.7,19.5,0.2,12,11,24.0,26.0,63.0,51.0,1021.1,1021.3,16.2,18.8,0,0
1190,2011-05-06,10.1,19.6,0.0,13,8,19.0,17.0,69.0,48.0,1023.9,1020.4,13.1,18.4,0,0
1191,2011-05-07,9.8,20.8,0.0,13,2,22.0,9.0,75.0,52.0,1019.5,1015.2,12.0,19.6,0,0
1192,2011-05-08,9.6,22.0,0.0,13,15,20.0,11.0,76.0,34.0,1014.0,1010.4,12.2,21.6,0,0
1193,2011-05-09,10.5,17.7,0.0,11,11,22.0,31.0,63.0,63.0,1014.5,1013.7,14.5,16.9,0,1
1194,2011-05-10,10.1,18.0,4.4,13,8,26.0,22.0,62.0,45.0,1015.6,1013.1,11.8,17.6,1,0
1195,2011-05-11,8.2,16.4,0.2,14,13,9.0,28.0,64.0,37.0,1009.2,1006.4,11.3,14.8,0,0
