,Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
545,2010-05-30,8.2,13.7,17.8,10,65.0,14,7.0,6.0,99.0,100.0,1003.2,1001.1,9.0,10.2,1,1
546,2010-05-31,9.0,14.8,8.9,10,48.0,8,28.0,19.0,76.0,53.0,1014.3,1015.2,10.4,14.4,1,0
547,2010-06-01,0.1,15.3,0.0,7,17.0,5,0.0,9.0,99.0,46.0,1021.9,1019.2,6.0,14.6,0,0
548,2010-06-02,0.9,15.0,0.2,10,22.0,10,0.0,13.0,93.0,50.0,1023.2,1021.3,6.4,14.6,0,0
549,2010-06-03,3.9,14.7,0.0,8,30.0,8,11.0,15.0,72.0,62.0,1027.6,1025.1,10.1,14.1,0,0
550,2010-06-04,10.1,16.8,0.0,10,31.0,0,15.0,11.0,71.0,66.0,1023.8,1020.4,12.4,14.0,0,0
551,2010-06-05,-0.2,15.0,0.0,9,19.0,13,0.0,4.0,100.0,55.0,1018.1,1014.5,4.9,14.0,0,0
552,2010-06-06,-0.3,13.3,0.0,10,28.0,8,7.0,13.0,92.0,56.0,1018.6,1019.1,4.8,12.9,0,0
553,2010-06-07,-0.8,14.0,0.0,8,31.0,14,11.0,6.0,67.0,43.0,1026.6,1023.9,6.9,14.0,0,0
554,2010-06-08,2.5,12.7,0.0,7,28.0,7,0.0,20.0,86.0,52.0,1023.6,1018.6,6.0,10.8,0,0
555,2010-06-09,4.7,7.9,0.0,6,35.0,7,11.0,14.5,62.0,45.0,1012.4,1018.35,6.4,11.5,0,0
556,2010-06-10,1.3,12.8,0.0,7,35.0,6,4.0,9.0,59.0,38.0,1018.2,1018.1,7.1,12.2,0,0
557,2010-06-11,-4.0,13.5,0.0,15,30.0,14,2.0,19.0,97.0,40.0,1021.3,1017.1,0.0,12.7,0,0
558,2010-06-12,-2.2,11.5,0.0,10,24.0,10,2.0,11.0,88.0,44.0,1024.0,1022.9,3.2,11.0,0,0
559,2010-06-13,-2.1,12.1,0.2,8,24.0,6,15.0,4.0,68.0,45.0,1031.6,1030.0,4.4,12.0,0,0
560,2010-06-14,-4.9,12.9,0.1,14,13.0,14,0.0,7.0,87.0,45.0,1036.0,1032.6,2.1,12.7,0,0
561,2010-06-15,-2.5,14.3,0.0,3,20.0,6,4.0,11.0,92.0,55.0,1033.6,1029.2,2.5,12.5,0,0
562,2010-06-16,-1.4,14.7,0.0,3,30.0,6,2.0,15.0,92.0,61.0,1029.5,1024.1,2.8,13.4,0,1
563,2010-06-17,2.8,13.3,11.0,13,69.0,14,19.0,22.0,95.0,63.0,1013.4,1009.1,9.1,12.2,1,1
564,2010-06-18,2.9,13.3,5.5,13,55.0,7,17.0,15.0,71.0,53.0,1017.5,1015.9,7.3,12.0,1,1
565,2010-06-19,0.6499999999999999,14.3,2.75,13,41.0,7,8.5,10.5,81.5,52.0,1022.4,1024.75,5.3,13.25,1,0
566,2010-06-20,-1.6,15.6,0.0,12,19.0,7,0.0,8.25,92.0,51.5,1027.3,1029.175,3.3,13.875,0,0
567,2010-06-21,3.0,14.9,0.0,4,19.0,3,0.0,6.0,87.0,51.0,1035.0,1033.6,7.7,14.5,0,0
568,2010-06-22,1.4,13.8,0.0,0,22.0,0,0.0,13.0,85.0,68.0,1038.8,1037.0,7.2,11.8,0,0
569,2010-06-23,3.6,13.0,0.0,0,26.0,1,0.0,9.0,84.0,59.0,1039.4,1035.6,8.8,12.3,0,1
570,2010-06-24,7.2,14.6,1.4,3,20.0,3,0.0,9.0,99.0,61.0,1031.8,1027.1,9.1,13.1,1,0
571,2010-06-25,3.8,15.0,0.0,7,30.0,3,0.0,13.0,99.0,80.0,1024.9,1020.5,6.5,13.1,0,1
572,2010-06-26,6.5,14.0,22.4,10,31.0,6,15.0,15.0,73.0,65.0,1017.7,1018.0,11.1,10.7,1,0
573,2010-06-27,-0.8,10.9,0.6,8,28.0,12,13.0,9.0,68.0,45.0,1022.7,1019.9,4.8,10.1,0,0
574,2010-06-28,-5.0,9.2,0.3,6,28.0,3,0.0,17.0,91.0,57.0,1021.4,1017.5,-0.7,8.6,0,0
575,2010-06-29,-6.7,9.6,0.0,3,30.0,3,6.0,17.0,88.0,50.0,1020.5,1017.0,-1.1,9.1,0,0
576,2010-06-30,-5.8,10.7,0.2,3,36.5,6,0.0,11.0,92.0,56.0,1020.5,1018.6,0.0,8.7,0,0
577,2010-07-01,-2.7,11.8,0.0,10,43.0,7,0.0,15.0,99.0,48.0,1025.2,1023.1,2.8,11.2,0,0
578,2010-07-02,-3.6,8.1,0.0,10,32.5,3,0.0,9.0,96.0,78.0,1027.8,1024.2,-0.6,6.7,0,0
579,2010-07-03,-0.6,12.3,0.0,9,22.0,14,0.0,7.0,99.0,50.0,1028.4,1027.7,0.8,11.9,0,0
580,2010-07-04,-4.1,12.8,0.0,3,19.0,3,0.0,11.0,96.0,53.0,1032.6,1028.3,1.5,12.2,0,0
581,2010-07-05,-3.7,12.5,0.0,7,22.0,6,2.0,7.0,99.0,52.0,1028.6,1024.2,2.0,11.9,0,1
582,2010-07-06,2.0,10.6,4.2,10,33.0,9,6.0,11.0,99.0,69.0,1019.3,1018.6,6.4,9.9,1,0
583,2010-07-07,-2.0,12.5,0.6,8,30.0,9,0.0,9.0,99.0,58.0,1027.1,1024.9,2.5,11.2,0,0
584,2010-07-08,-3.3,13.1,0.0,11,30.0,15,6.0,7.0,88.0,47.0,1029.9,1027.2,4.5,12.5,0,0
585,2010-07-09,-0.2,12.9,0.0,11,26.0,2,0.0,9.0,93.0,59.0,1032.1,1029.3,4.9,12.2,0,0
586,2010-07-10,3.9,12.6,0.0,3,22.0,3,7.5,13.0,97.0,64.0,1028.9,1024.3,7.3,12.5,0,0
587,2010-07-11,7.2,15.2,0.2,7,41.0,7,15.0,17.0,95.0,52.0,1020.9,1019.9,10.7,13.7,0,0
588,2010-07-12,-2.5,14.15,0.2,7,42.0,7,0.0,12.0,94.0,45.0,1025.5,1022.0,3.0,14.2,0,1
589,2010-07-13,2.2,13.1,15.7,3,43.0,3,10.0,7.0,83.5,99.0,1016.7,1013.2,5.35,9.7,1,1
590,2010-07-14,6.6,10.1,31.2,7,54.0,6,20.0,22.0,73.0,66.0,1007.9,1009.7,7.7,8.4,1,1
591,2010-07-15,0.8,11.7,6.8,7,41.0,13,9.0,17.0,69.0,45.0,1017.7,1019.5,6.6,11.0,1,0
592,2010-07-16,-3.9,12.5,0.0,11,20.0,13,0.0,18.0,93.0,48.0,1027.9,1025.3,1.1,12.4,0,0
593,2010-07-17,-3.2,12.4,0.0,6,24.0,13,0.0,18.5,92.0,49.5,1029.0,1021.95,2.4,12.05,0,0
594,2010-07-18,-4.1,13.0,0.0,3,33.0,7,0.0,19.0,99.0,51.0,1023.1,1018.6,-0.1,11.7,0,0
595,2010-07-19,-0.1,10.5,0.2,10,31.0,6,7.0,11.0,95.0,68.0,1019.0,1017.2,5.0,9.7,0,0
596,2010-07-20,-2.2,11.9,0.2,8,28.0,6,4.0,9.0,84.0,39.0,1024.2,1022.6,2.8,11.4,0,0
597,2010-07-21,-4.8,11.4,0.0,8,28.0,12,0.0,11.0,87.0,47.0,1028.8,1026.3,0.6,11.3,0,0
598,2010-07-22,-3.2,12.6,0.0,9,30.0,9,6.0,19.0,67.0,43.0,1031.6,1030.0,6.8,12.2,0,0
599,2010-07-23,0.3,15.4,0.0,9,25.0,9,6.0,15.0,85.0,45.0,1034.5,1031.7,8.0,15.1,0,0
600,2010-07-24,-3.0,14.8,0.0,14,20.0,6,0.0,11.0,93.0,54.0,1032.4,1028.2,2.9,14.5,0,0
601,2010-07-25,2.5,14.1,0.0,14,22.0,11,2.0,11.0,82.0,61.0,1031.5,1028.8,7.3,11.4,0,0
602,2010-07-26,-3.1,14.2,0.0,7,19.0,5,0.0,6.0,93.0,42.0,1036.1,1033.7,2.6,13.5,0,0
603,2010-07-27,-2.6,13.8,0.0,1,15.0,1,2.0,9.0,90.0,52.0,1037.6,1032.7,1.5,13.3,0,0
604,2010-07-28,-0.9,13.7,0.0,0,24.0,1,0.0,17.0,99.0,73.0,1030.4,1025.2,5.1,12.0,0,1
605,2010-07-29,5.1,14.7,10.0,7,26.0,7,7.0,13.0,99.0,61.0,1020.0,1015.7,9.7,13.5,1,0
606,2010-07-30,5.4,13.2,0.2,6,24.0,6,7.0,11.0,100.0,78.0,1017.9,1014.8,8.4,13.0,0,0
607,2010-07-31,8.3,15.5,0.0,7,44.0,14,4.0,26.0,79.0,54.0,1012.8,1014.2,11.0,12.7,0,0
608,2010-08-01,8.0,12.2,0.0,3,46.0,6,15.0,17.0,64.0,84.0,1018.3,1012.4,10.5,8.0,0,1
609,2010-08-02,3.6,10.9,4.4,10,63.0,7,15.0,7.0,73.0,73.0,1016.1,1014.6,5.8,9.0,1,0
610,2010-08-03,5.8,13.6,0.8,8,56.0,8,15.0,17.0,65.0,49.0,1021.4,1019.2,10.6,13.1,0,0
611,2010-08-04,0.3,9.7,0.0,3,31.0,6,7.0,19.0,99.0,53.0,1018.3,1015.3,3.9,9.1,0,0
612,2010-08-05,1.9,11.7,0.0,12,37.0,14,15.0,15.0,51.0,45.0,1017.4,1015.7,7.5,10.5,0,0
613,2010-08-06,-3.2,12.4,0.0,11,19.0,13,2.0,9.0,82.0,43.0,1022.1,1020.5,3.0,12.0,0,0
614,2010-08-07,-3.8,11.9,0.0,8,22.0,3,6.0,6.0,76.0,38.0,1026.4,1022.3,3.9,11.8,0,0
615,2010-08-08,-3.5,12.4,0.0,6,22.0,3,0.0,15.0,83.0,41.0,1022.0,1018.7,2.0,11.5,0,0
616,2010-08-09,-3.9,14.4,0.0,3,30.0,4,2.0,15.0,81.0,36.0,1023.8,1020.6,3.0,14.0,0,0
617,2010-08-10,2.0,13.2,0.2,6,37.0,13,7.0,6.0,99.0,95.0,1017.7,1012.4,9.2,11.1,0,0
618,2010-08-11,5.1,8.9,0.1,6,38.0,6,17.0,19.0,86.0,84.0,1007.9,1002.4,7.1,6.8,0,0
619,2010-08-12,0.8,13.1,0.05,15,39.0,6,13.0,16.0,78.5,55.0,1010.9,1004.6,7.4,11.2,0,0
620,2010-08-13,-2.2,15.3,0.0,8,39.0,6,9.0,13.0,71.0,50.0,1013.9,1012.5,7.7,14.2,0,0
621,2010-08-14,3.3,12.5,0.0,8,42.5,7,13.0,15.0,77.0,55.0,1015.0,1010.1,7.0,11.8,0,0
622,2010-08-15,6.8,13.8,0.6,13,46.0,7,17.5,26.0,71.5,59.0,1013.55,1004.6,7.4,11.3,0,1
623,2010-08-16,6.0,11.3,1.2,14,56.0,7,22.0,20.0,66.0,78.0,1012.1,1011.1,7.8,9.2,1,0
624,2010-08-17,-2.8,12.6,0.0,4,22.0,6,7.0,11.0,67.0,49.0,1022.5,1019.5,4.9,12.0,0,0
625,2010-08-18,-2.6,12.1,0.2,3,30.0,6,0.0,0.0,86.0,85.0,1019.3,1010.9,3.8,7.2,0,1
626,2010-08-19,3.8,14.6,15.8,7,57.0,7,17.0,28.0,85.0,67.0,1008.1,1007.1,10.7,11.5,1,0
627,2010-08-20,5.6,10.6,0.6,7,50.0,14,19.0,22.0,50.0,53.0,1012.5,1012.4,7.3,8.2,0,0
628,2010-08-21,5.1,11.8,0.0,7,43.0,13,17.0,19.0,63.0,52.0,1016.2,1016.0,7.3,10.2,0,0
629,2010-08-22,-3.0,13.6,0.0,3,26.0,3,0.0,15.0,93.0,53.0,1024.1,1020.1,3.0,12.8,0,0
630,2010-08-23,2.7,13.6,0.0,6,20.0,3,0.0,11.0,75.0,53.0,1017.0,1011.4,7.0,11.6,0,0
631,2010-08-24,6.2,12.4,0.0,14,50.0,7,17.0,24.0,66.0,50.0,1012.6,1009.1,9.5,9.6,0,0
632,2010-08-25,2.9,9.4,0.2,14,46.0,7,20.0,26.0,58.0,54.0,1009.1,1005.2,5.8,7.1,0,1
633,2010-08-26,3.4,9.7,2.6,7,41.0,7,22.0,20.0,71.0,65.0,1002.0,1000.6,5.5,8.2,1,0
634,2010-08-27,5.1,12.5,0.4,13,44.0,14,22.0,22.0,73.0,46.0,1006.8,1009.2,8.3,11.2,0,0
635,2010-08-28,-2.5,13.2,0.0,14,22.0,14,4.0,11.0,75.0,49.0,1023.0,1022.6,5.1,12.8,0,0
636,2010-08-29,0.6,14.1,0.0,3,26.0,7,2.0,13.0,70.0,51.0,1029.7,1026.3,6.7,13.6,0,0
637,2010-08-30,2.6,15.0,0.0,3,29.5,1,4.0,9.0,77.0,45.0,1027.8,1024.7,7.8,14.1,0,0
638,2010-08-31,0.7,14.9,0.0,3,33.0,3,11.5,20.0,68.0,54.0,1021.55,1019.8,10.45,13.6,0,0
639,2010-09-01,3.5,18.8,0.0,14,61.0,13,19.0,35.0,59.0,41.0,1015.3,1012.9,13.1,16.9,0,0
640,2010-09-02,9.5,17.1,0.0,14,43.5,7,2.0,9.0,75.0,57.0,1016.3,1014.4,11.7,16.7,0,1
641,2010-09-03,7.4,11.4,14.5,0,26.0,0,1.0,11.0,62.0,70.0,1025.9,1022.3,9.0,11.3,1,1
642,2010-09-04,9.0,14.9,29.0,7,57.0,3,0.0,19.0,99.0,98.0,1011.2,1001.8,10.4,13.9,1,1
643,2010-09-05,8.1,13.4,48.4,14,59.0,7,28.0,28.0,74.0,65.0,1009.7,1011.9,10.0,11.6,1,0
644,2010-09-06,2.4,13.9,0.0,7,43.0,7,15.0,15.0,60.0,53.0,1018.4,1017.2,10.3,12.6,0,0
645,2010-09-07,0.0,14.0,0.0,8,28.0,12,17.0,9.0,65.0,47.0,1024.2,1022.5,7.9,12.9,0,0
646,2010-09-08,-0.7,14.2,0.0,3,33.0,6,4.0,11.0,65.0,40.0,1027.4,1022.6,7.6,13.5,0,0
647,2010-09-09,3.9,16.0,0.0,6,35.0,3,11.0,22.0,79.0,57.0,1016.5,1009.9,8.8,14.7,0,1
648,2010-09-10,8.6,15.6,4.0,6,33.0,14,13.0,24.0,64.0,51.0,1003.8,1003.0,13.6,11.7,1,0
649,2010-09-11,0.8,17.4,1.0,3,31.0,7,9.5,17.0,65.0,37.0,1017.7,1015.8,8.9,17.2,0,0
650,2010-09-12,-1.5,15.9,0.0,7,31.0,3,6.0,17.0,72.0,45.0,1022.0,1016.8,7.2,15.5,0,0
651,2010-09-13,7.2,18.2,0.0,13,50.0,13,22.0,17.0,49.0,38.0,1015.2,1013.5,14.3,17.5,0,0
652,2010-09-14,1.8,14.2,0.0,4,28.0,0,6.0,13.0,84.0,73.0,1017.0,1011.7,8.0,11.8,0,1
653,2010-09-15,7.3,16.5,16.6,7,48.0,7,4.0,30.0,87.0,37.0,1011.8,1010.1,10.8,14.6,1,0
654,2010-09-16,7.1,14.2,0.0,13,46.0,14,20.0,22.0,48.0,42.0,1014.1,1012.2,10.9,13.3,0,0
655,2010-09-17,-0.5,15.2,0.0,3,33.0,3,7.0,20.0,53.0,49.0,1020.8,1017.2,8.4,14.4,0,0
656,2010-09-18,0.7,15.2,0.0,3,33.0,3,6.0,20.0,76.0,52.0,1018.8,1014.4,7.5,14.5,0,0
657,2010-09-19,-0.3,16.9,0.0,6,33.0,6,2.0,15.0,87.0,53.0,1022.4,1018.5,6.2,16.2,0,0
658,2010-09-20,1.3,19.0,0.0,6,20.0,3,13.0,13.0,65.0,40.0,1025.3,1021.9,10.9,17.8,0,0
659,2010-09-21,2.1,21.2,0.0,1,33.0,14,7.0,9.0,76.0,50.0,1024.2,1021.7,10.9,20.6,0,0
660,2010-09-22,8.8,19.2,0.0,3,37.0,5,4.0,22.0,72.0,53.0,1026.3,1020.4,11.4,18.0,0,0
661,2010-09-23,9.4,18.4,0.0,7,22.0,7,7.0,13.0,72.0,47.0,1024.1,1020.7,11.9,18.1,0,0
662,2010-09-24,3.6,20.2,0.0,3,31.0,5,7.0,19.0,89.0,47.0,1022.7,1018.4,8.9,19.6,0,0
663,2010-09-25,4.2,18.8,0.0,7,39.0,7,13.0,22.0,72.0,41.0,1017.8,1014.7,11.6,18.2,0,0
664,2010-09-26,3.3,21.6,0.0,7,37.0,7,6.0,24.0,67.0,28.0,1020.2,1017.1,13.8,20.3,0,0
665,2010-09-27,6.9,20.2,0.0,7,63.0,13,15.0,28.0,51.0,37.0,1013.3,1010.2,16.5,18.2,0,0
666,2010-09-28,8.2,17.7,0.0,7,43.0,7,24.0,20.0,32.0,37.0,1012.0,1011.4,14.1,15.5,0,0
667,2010-09-29,1.7,14.9,0.0,10,41.0,2,15.0,11.0,38.0,28.0,1017.7,1016.6,9.7,12.8,0,0
668,2010-09-30,-2.0,15.5,0.0,3,31.0,5,4.0,19.0,55.0,40.0,1024.7,1021.5,7.7,14.4,0,0
669,2010-10-01,0.7,16.2,0.0,3,24.0,6,4.0,15.0,68.0,29.0,1027.4,1024.6,8.7,15.4,0,0
670,2010-10-02,4.9,17.3,0.0,1,30.0,12,6.0,9.0,70.0,83.0,1029.8,1026.9,13.5,14.0,0,1
671,2010-10-03,10.8,17.4,3.6,1,37.0,4,9.0,22.0,72.0,63.0,1030.4,1028.1,13.7,16.3,1,1
672,2010-10-04,8.7,18.5,1.8,4,30.0,4,4.0,15.0,80.0,60.0,1026.9,1021.8,14.2,18.0,1,0
673,2010-10-05,7.9,23.9,0.0,14,19.0,7,7.0,9.0,89.0,41.0,1023.0,1020.1,13.7,23.0,0,1
674,2010-10-06,12.2,23.3,2.2,7,24.0,5,0.0,9.0,76.0,48.0,1022.7,1017.2,15.3,21.9,1,1
675,2010-10-07,12.8,20.8,3.2,5,43.0,5,15.0,24.0,66.0,43.0,1015.4,1015.4,14.7,18.9,1,0
676,2010-10-08,2.2,19.9,0.0,0,30.0,10,0.0,7.0,78.0,40.0,1024.3,1020.9,8.7,18.0,0,0
677,2010-10-09,8.7,20.3,0.0,14,31.0,7,9.0,19.0,74.0,40.0,1025.9,1023.2,12.0,18.9,0,0
678,2010-10-10,8.6,18.4,0.0,0,35.0,1,13.0,19.0,71.0,52.0,1031.9,1031.2,13.6,17.0,0,0
679,2010-10-11,8.4,18.5,0.0,11,46.0,4,9.0,15.0,79.0,64.0,1034.2,1030.4,12.0,17.2,0,0
680,2010-10-12,7.8,22.4,0.8,3,28.0,6,9.0,15.0,76.0,53.0,1029.3,1024.4,13.3,21.1,0,1
681,2010-10-13,12.5,16.9,14.6,3,37.0,3,2.0,11.0,100.0,92.0,1019.7,1015.5,13.7,16.1,1,1
682,2010-10-14,11.6,20.6,36.6,3,48.0,3,20.0,24.0,78.0,61.0,1012.4,1009.5,15.0,19.6,1,1
683,2010-10-15,11.4,17.6,19.4,6,52.0,6,11.0,24.0,100.0,100.0,994.8,985.0,15.9,16.6,1,1
684,2010-10-16,3.3,11.9,48.8,15,48.0,13,17.0,26.0,66.0,50.0,997.8,1003.3,6.4,9.5,1,0
685,2010-10-17,6.1,17.4,0.0,7,43.0,14,13.0,26.0,57.0,49.0,1012.3,1011.6,10.3,16.6,0,0
686,2010-10-18,2.8,18.0,0.0,7,41.0,7,13.0,22.0,66.0,42.0,1018.1,1016.4,11.4,17.2,0,0
687,2010-10-19,2.1,19.2,0.0,1,33.0,6,7.0,9.0,72.0,42.0,1024.8,1023.5,10.3,17.8,0,0
688,2010-10-20,9.6,20.7,0.0,5,24.0,3,9.0,15.0,71.0,53.0,1028.2,1024.0,11.3,19.5,0,0
689,2010-10-21,6.2,22.1,0.0,3,33.0,3,4.0,19.0,81.0,49.0,1025.1,1021.0,13.7,20.8,0,0
690,2010-10-22,6.4,24.7,0.0,6,33.0,3,0.0,19.0,66.0,37.0,1021.6,1017.4,15.2,23.3,0,0
691,2010-10-23,9.6,21.3,0.2,13,33.0,7,7.0,17.0,77.0,57.0,1017.8,1014.8,16.4,19.4,0,1
692,2010-10-24,8.7,16.0,2.4,1,28.0,2,9.0,13.0,82.0,56.0,1022.1,1020.3,9.6,15.4,1,0
693,2010-10-25,2.9,19.7,0.0,1,22.0,7,6.0,7.0,67.0,46.0,1022.9,1018.2,12.8,18.7,0,0
694,2010-10-26,4.8,22.0,0.0,14,35.0,14,2.0,20.0,79.0,38.0,1018.3,1015.2,13.0,21.1,0,0
695,2010-10-27,9.1,22.0,0.4,1,33.0,3,0.0,15.0,69.0,36.0,1015.9,1014.3,13.5,21.9,0,0
696,2010-10-28,10.6,19.4,0.0,0,30.0,5,9.0,15.0,67.0,48.0,1021.3,1018.8,13.3,18.5,0,0
697,2010-10-29,9.7,22.5,0.0,7,24.0,6,4.0,13.0,70.0,40.0,1020.3,1015.2,13.4,21.4,0,0
698,2010-10-30,11.6,23.0,0.0,6,35.0,6,7.0,13.0,81.0,61.0,1014.6,1012.1,16.2,21.8,0,1
699,2010-10-31,14.4,20.1,17.6,14,44.0,6,17.0,19.0,89.0,54.0,1012.2,1012.3,14.9,18.6,1,0
700,2010-11-01,7.3,19.9,0.0,1,39.0,4,6.0,19.0,75.0,59.0,1014.8,1010.9,12.8,17.5,0,1
701,2010-11-02,7.5,18.0,20.2,8,31.0,14,7.0,9.0,84.0,69.0,1013.3,1012.0,9.3,14.5,1,1
702,2010-11-03,4.6,18.7,1.4,3,39.0,7,13.0,19.0,77.0,46.0,1016.9,1015.0,12.6,18.2,1,0
703,2010-11-04,7.2,13.4,0.2,9,30.0,2,15.0,15.0,78.0,67.0,1021.6,1020.1,8.1,12.1,0,1
704,2010-11-05,8.0,14.4,2.0,0,35.0,0,13.0,20.0,66.0,60.0,1024.1,1021.6,10.1,12.5,1,0
705,2010-11-06,5.8,16.0,0.0,4,28.0,0,13.0,7.0,65.0,68.0,1023.3,1020.1,12.1,14.0,0,1
706,2010-11-07,7.2,21.8,4.6,5,35.0,7,0.0,17.0,75.0,51.0,1019.6,1015.5,12.2,21.6,1,1
707,2010-11-08,9.4,24.8,2.4,3,37.0,7,15.0,17.0,69.0,70.0,1016.5,1015.4,18.8,19.9,1,1
708,2010-11-09,9.8,23.6,7.4,3,28.0,3,0.0,17.0,91.0,62.0,1025.1,1022.5,16.1,22.2,1,0
709,2010-11-10,10.6,24.5,0.0,7,37.0,14,9.0,15.0,71.0,54.0,1021.8,1017.5,20.0,23.6,0,1
710,2010-11-11,13.7,26.9,16.4,14,35.0,14,0.0,19.0,81.0,38.0,1015.7,1011.9,18.1,25.4,1,0
711,2010-11-12,12.2,28.2,0.0,3,30.0,3,9.0,19.0,68.0,39.0,1014.8,1011.7,21.1,27.8,0,0
712,2010-11-13,12.8,27.7,0.0,6,35.0,7,6.0,17.0,69.0,55.0,1015.8,1014.1,21.6,25.8,0,1
713,2010-11-14,18.4,22.4,3.0,7,37.0,6,13.0,19.0,86.0,80.0,1015.8,1013.8,20.3,21.9,1,1
714,2010-11-15,16.6,21.9,33.2,3,28.0,3,11.0,15.0,97.0,73.0,1013.2,1010.6,17.5,20.6,1,0
715,2010-11-16,8.8,20.8,0.0,7,43.0,7,9.0,13.0,54.0,39.0,1013.2,1011.5,16.2,20.4,0,0
716,2010-11-17,8.8,22.8,0.0,5,31.0,3,9.0,17.0,68.0,41.0,1016.4,1012.3,14.6,22.3,0,0
717,2010-11-18,5.6,24.8,0.0,13,30.0,7,7.0,19.0,67.0,32.0,1014.7,1010.9,15.1,24.2,0,0
718,2010-11-19,12.1,19.6,0.0,0,35.0,4,7.0,17.0,71.0,60.0,1021.7,1021.2,13.1,18.3,0,0
719,2010-11-20,6.5,25.0,0.0,0,26.0,5,6.0,15.0,59.0,36.0,1026.6,1022.2,14.1,23.8,0,0
720,2010-11-21,7.6,27.0,0.0,1,37.0,1,2.0,13.0,64.0,21.0,1023.6,1020.1,17.8,26.2,0,0
721,2010-11-22,7.7,26.3,0.0,1,28.0,0,7.0,13.0,59.0,30.0,1024.9,1021.6,17.6,25.3,0,0
722,2010-11-23,8.3,26.0,0.0,7,31.0,6,7.0,15.0,65.0,42.0,1025.5,1022.4,17.9,25.1,0,0
723,2010-11-24,10.5,27.2,0.0,3,30.0,6,2.0,17.0,65.0,38.0,1023.7,1020.4,19.7,26.3,0,0
724,2010-11-25,10.8,27.9,0.0,14,33.0,6,2.0,15.0,61.0,35.0,1020.3,1017.5,21.1,27.2,0,0
725,2010-11-26,12.6,26.4,0.0,3,30.0,7,0.0,13.0,59.0,46.0,1018.0,1015.8,21.3,24.4,0,0
726,2010-11-27,10.6,27.6,0.0,3,37.0,7,6.0,19.0,68.0,35.0,1015.3,1010.1,19.6,26.4,0,1
727,2010-11-28,16.3,18.6,7.2,12,41.0,6,17.0,15.0,97.0,95.0,1009.2,1008.9,16.8,17.0,1,1
728,2010-11-29,11.3,15.3,35.6,8,44.0,6,28.0,16.0,81.0,91.0,1015.1,1012.1,13.3,16.55,1,1
729,2010-11-30,11.3,16.5,14.4,8,44.0,8,20.0,17.0,79.0,87.0,1016.7,1015.3,13.5,16.1,1,1
730,2010-12-01,13.5,18.7,20.4,0,31.0,0,0.0,15.0,89.0,74.0,1016.4,1014.7,15.8,18.2,1,1
731,2010-12-02,14.4,24.3,18.8,1,30.0,15,2.0,11.0,92.0,88.0,1016.7,1014.9,17.0,16.4,1,1
732,2010-12-03,13.5,22.6,80.4,13,39.0,4,2.0,9.0,92.0,66.0,1016.9,1014.1,16.0,20.5,1,1
733,2010-12-04,16.0,25.7,1.4,10,33.0,2,0.0,13.0,83.0,80.0,1012.4,1008.8,18.7,19.7,1,1
734,2010-12-05,11.8,26.9,8.4,2,37.0,2,15.0,17.0,65.0,48.0,1012.0,1009.9,20.6,25.4,1,0
735,2010-12-06,14.9,25.4,0.0,1,37.0,1,9.0,26.0,84.0,62.0,1014.2,1012.1,18.2,22.4,0,0
736,2010-12-07,14.7,26.8,0.2,0,39.0,4,9.0,17.0,71.0,49.0,1015.5,1012.5,19.7,25.2,0,0
737,2010-12-08,17.7,27.0,0.8,3,48.0,7,2.0,20.0,82.0,64.0,1013.9,1009.8,18.9,25.0,0,1
738,2010-12-09,18.5,26.9,93.0,3,31.0,6,15.0,17.0,89.0,65.0,1009.0,1007.1,20.9,25.4,1,1
739,2010-12-10,13.2,23.1,5.4,7,50.0,14,11.0,24.0,79.0,44.0,1009.0,1005.9,17.7,21.9,1,0
740,2010-12-11,10.7,21.7,0.0,7,41.0,7,13.0,22.0,51.0,39.0,1006.6,1003.1,16.7,20.9,0,0
741,2010-12-12,12.0,22.6,0.0,14,50.0,14,15.0,26.0,53.0,37.0,1002.2,1003.3,17.9,21.9,0,0
742,2010-12-13,6.7,24.5,0.0,4,31.0,14,6.0,11.0,67.0,41.0,1013.2,1011.1,15.6,23.9,0,0
743,2010-12-14,15.0,25.0,0.0,1,35.0,5,11.0,13.0,68.0,48.0,1016.0,1012.1,18.0,24.0,0,0
744,2010-12-15,13.1,29.1,0.0,14,46.0,7,7.0,20.0,67.0,35.0,1009.9,1004.9,19.8,27.9,0,1
745,2010-12-16,13.6,25.4,13.8,12,41.0,14,2.0,24.0,95.0,42.0,1004.8,1001.0,14.6,24.7,1,0
746,2010-12-17,11.7,23.2,0.6,14,44.0,7,9.0,24.0,80.0,34.0,1004.1,1001.8,14.7,21.8,0,0
747,2010-12-18,14.4,19.4,0.0,14,59.0,13,20.0,31.0,52.0,46.0,1000.3,998.8,17.4,18.6,0,1
748,2010-12-19,5.4,20.4,3.6,14,56.0,14,7.0,17.0,61.0,73.0,1000.2,994.6,14.1,13.8,1,1
749,2010-12-20,7.0,17.6,5.8,14,54.0,14,17.0,24.0,70.0,61.0,996.4,999.9,10.3,13.6,1,0
750,2010-12-21,9.3,20.1,0.2,13,43.0,14,17.0,20.0,53.0,38.0,1006.3,1008.3,14.4,18.8,0,0
