,index,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
626,769,2011-01-09,MountGinini,11.2,16.7,0.2,E,59.0,E,ENE,19.0,19.0,86.0,100.0,15.5,14.6,No,Yes
627,770,2011-01-10,MountGinini,11.0,16.2,25.2,E,67.0,ENE,ENE,41.0,19.0,100.0,100.0,12.4,14.8,Yes,Yes
628,771,2011-01-11,MountGinini,9.5,13.4,15.6,ENE,59.0,ENE,ENE,28.0,24.0,99.0,99.0,11.8,12.9,Yes,Yes
629,772,2011-01-12,MountGinini,11.7,16.4,35.2,NE,56.0,NE,NNE,17.0,17.0,99.0,99.0,13.2,15.6,Yes,Yes
630,773,2011-01-13,MountGinini,13.0,15.0,18.0,ENE,61.0,ENE,NNE,13.0,20.5,85.0,91.5,13.7,14.55,Yes,Yes
631,774,2011-01-14,MountGinini,11.1,14.8,6.8,NNW,54.0,N,N,24.0,24.0,83.0,84.0,11.6,13.5,Yes,Yes
632,775,2011-01-15,MountGinini,11.6,23.2,14.8,W,43.0,W,S,17.0,6.0,91.0,13.0,14.6,22.0,Yes,No
633,776,2011-01-16,MountGinini,12.5,24.1,0.0,W,28.0,SW,NW,11.0,11.0,42.0,30.0,17.1,23.5,No,No
634,777,2011-01-17,MountGinini,14.2,20.6,0.2,WNW,54.0,W,W,22.0,28.0,49.0,20.0,15.8,19.7,No,No
635,778,2011-01-18,MountGinini,6.3,18.3,0.0,NW,30.0,NNE,NW,4.0,17.0,61.0,49.0,10.2,16.7,No,No
636,779,2011-01-19,MountGinini,7.9,19.9,0.2,NNE,28.0,NNW,NW,9.0,11.0,98.0,37.0,10.1,17.4,No,No
637,780,2011-01-20,MountGinini,9.0,18.0,0.2,NE,31.0,NE,NNE,17.0,11.0,98.0,55.0,9.9,15.6,No,No
638,781,2011-01-21,MountGinini,9.5,21.5,0.0,SW,33.0,NNW,W,11.0,15.0,45.0,45.0,15.7,21.0,No,No
639,782,2011-01-22,MountGinini,10.8,21.5,1.0,NE,48.0,NNW,ESE,0.0,15.0,41.0,65.0,18.5,13.5,No,Yes
640,783,2011-01-23,MountGinini,9.1,21.0,28.0,NW,41.0,W,WNW,19.0,19.0,66.0,57.0,14.3,20.4,Yes,No
641,784,2011-01-24,MountGinini,12.0,19.9,0.0,W,50.0,NW,WNW,28.0,20.0,99.0,61.0,12.9,19.2,No,No
642,785,2011-01-25,MountGinini,9.5,22.4,0.0,NW,37.0,W,W,20.0,17.0,88.0,55.0,11.3,21.6,No,No
643,786,2011-01-26,MountGinini,11.3,26.2,0.0,NW,54.0,NW,WNW,28.0,24.0,53.0,45.0,19.6,25.3,No,No
644,787,2011-01-27,MountGinini,13.0,24.1,0.0,W,41.0,W,WSW,17.0,22.0,34.0,24.0,16.7,23.4,No,No
645,788,2011-01-28,MountGinini,10.6,22.3,0.0,S,28.0,ESE,WNW,6.0,9.0,74.0,52.0,14.1,21.1,No,No
646,789,2011-01-29,MountGinini,7.1,21.3,0.0,WNW,28.0,N,NW,9.0,13.0,99.0,49.0,10.3,20.3,No,No
647,790,2011-01-30,MountGinini,9.5,24.1,0.0,NW,41.0,W,W,24.0,17.0,62.0,51.0,15.1,23.2,No,No
648,791,2011-01-31,MountGinini,15.1,28.0,0.0,SW,28.0,WSW,NW,15.0,13.0,46.0,40.0,21.0,27.0,No,No
649,792,2011-02-01,MountGinini,17.1,26.1,0.0,NW,61.0,WNW,WNW,19.0,30.0,51.0,38.0,19.5,25.2,No,No
650,793,2011-02-02,MountGinini,15.5,23.2,0.2,NW,52.0,WNW,WNW,22.0,17.0,98.0,90.0,16.2,21.6,No,Yes
651,794,2011-02-03,MountGinini,14.7,24.1,102.2,NW,52.0,SW,W,24.0,13.0,100.0,78.0,16.5,21.0,Yes,No
652,795,2011-02-04,MountGinini,16.4,23.1,0.0,WSW,52.0,NW,NW,15.0,17.0,100.0,78.0,18.7,20.9,No,Yes
653,796,2011-02-05,MountGinini,14.9,20.2,8.6,NW,74.0,WNW,NW,24.0,28.0,100.0,99.0,15.8,18.3,Yes,Yes
654,797,2011-02-06,MountGinini,11.2,11.9,11.2,WSW,72.0,WNW,WSW,33.0,26.0,99.0,49.0,11.9,8.6,Yes,No
655,798,2011-02-07,MountGinini,0.9,18.5,0.6,ESE,31.0,N,W,4.0,7.0,76.0,71.0,7.6,17.0,No,No
656,799,2011-02-08,MountGinini,7.0,16.0,0.0,SW,26.0,SW,N,17.0,4.0,95.0,83.0,11.3,14.3,No,No
657,800,2011-02-09,MountGinini,5.1,15.8,0.0,E,35.0,E,ENE,20.0,13.0,99.0,71.0,8.0,14.7,No,No
658,801,2011-02-10,MountGinini,7.9,19.6,0.0,NW,37.0,NW,NW,15.0,15.0,74.0,69.0,13.5,17.7,No,No
659,802,2011-02-11,MountGinini,12.7,14.6,0.0,N,63.0,NW,WNW,31.0,30.0,97.0,99.0,13.4,13.3,No,Yes
660,803,2011-02-12,MountGinini,11.3,17.8,43.0,W,33.0,NW,NNE,0.0,13.0,99.0,98.0,13.2,15.1,Yes,No
661,804,2011-02-13,MountGinini,10.2,19.6,0.0,E,26.0,NW,NNE,0.0,6.0,97.0,66.0,12.3,17.6,No,No
662,805,2011-02-14,MountGinini,4.0,15.3,0.0,E,35.0,ESE,ENE,13.0,19.0,61.0,57.0,8.7,14.2,No,No
663,806,2011-02-15,MountGinini,5.6,14.1,0.0,ENE,44.0,ENE,NE,24.0,13.0,98.0,79.0,7.6,12.2,No,No
664,807,2011-02-16,MountGinini,6.8,13.1,0.6,NE,43.0,ENE,NE,28.0,16.0,98.0,75.0,10.4,14.7,No,Yes
665,808,2011-02-17,MountGinini,10.0,19.0,33.2,NE,39.0,NW,WNW,19.0,19.0,98.0,71.0,13.0,17.2,Yes,Yes
666,809,2011-02-18,MountGinini,11.1,18.7,18.3,NNE,35.0,NW,N,31.5,2.0,98.0,56.0,13.6,18.0,Yes,Yes
667,810,2011-02-19,MountGinini,11.9,15.7,3.4,NW,91.0,NNW,WNW,44.0,37.0,98.0,98.0,14.2,15.0,Yes,Yes
668,811,2011-02-20,MountGinini,9.0,16.4,33.2,W,57.0,W,W,30.0,24.0,78.0,52.0,10.4,15.6,Yes,No
669,812,2011-02-21,MountGinini,4.6,16.5,0.0,W,37.0,SW,WSW,17.0,11.0,11.0,6.0,8.4,16.0,No,No
670,813,2011-02-22,MountGinini,1.7,15.5,0.0,E,35.0,ESE,ESE,2.0,7.0,33.0,32.5,6.8,14.0,No,No
671,814,2011-02-23,MountGinini,5.7,18.4,0.0,NE,48.0,E,SE,9.0,2.0,62.5,59.0,11.7,16.8,No,No
672,815,2011-02-24,MountGinini,9.1,19.0,0.6,WSW,41.0,WSW,SSW,17.0,17.0,92.0,58.0,10.8,18.2,No,No
673,816,2011-02-25,MountGinini,9.2,19.4,0.0,SW,26.0,S,WSW,11.0,7.0,73.0,49.0,10.8,18.9,No,No
674,817,2011-02-26,MountGinini,9.1,19.0,0.0,WNW,28.0,W,WNW,6.0,7.0,63.0,61.0,13.4,16.7,No,No
675,818,2011-02-27,MountGinini,10.5,13.6,0.0,SW,67.0,WSW,SW,17.0,28.0,100.0,77.0,11.2,15.95,No,Yes
676,819,2011-02-28,MountGinini,10.1,18.4,4.4,W,41.0,WNW,WNW,11.0,17.0,90.0,93.0,12.8,15.2,Yes,No
677,820,2011-03-01,MountGinini,10.8,14.7,0.6,WSW,76.0,WSW,WSW,28.0,22.0,92.0,38.0,11.2,13.8,No,No
678,821,2011-03-02,MountGinini,4.2,15.1,0.0,NNE,41.0,NNE,NW,19.0,15.0,74.0,71.0,9.35,13.3,No,No
679,822,2011-03-03,MountGinini,4.9,15.5,0.0,SW,46.0,WSW,WSW,17.0,15.0,56.0,49.0,7.5,15.2,No,No
680,823,2011-03-04,MountGinini,3.6,15.9,0.0,WSW,43.0,SW,WSW,19.0,17.0,39.0,37.0,7.0,14.6,No,No
681,824,2011-03-05,MountGinini,3.9,11.0,0.0,WSW,44.5,ENE,E,15.0,13.0,100.0,74.0,4.5,9.9,No,No
682,825,2011-03-06,MountGinini,2.5,12.1,0.0,E,46.0,ENE,E,13.0,11.0,71.5,68.0,6.75,11.2,No,No
683,826,2011-03-07,MountGinini,1.6,17.6,0.0,ENE,26.0,WNW,WNW,11.0,9.0,43.0,57.0,9.0,16.9,No,No
684,827,2011-03-08,MountGinini,7.4,17.1,0.0,W,43.0,W,W,20.0,11.0,86.0,68.0,9.5,14.5,No,No
685,828,2011-03-09,MountGinini,9.4,13.9,0.0,W,44.0,W,NW,17.0,7.0,88.0,100.0,11.1,11.0,No,Yes
686,829,2011-03-10,MountGinini,10.0,12.2,12.2,NNW,31.0,WNW,NW,9.0,9.0,59.0,97.5,11.899999999999999,13.4,Yes,Yes
687,830,2011-03-11,MountGinini,9.9,14.0,6.6,ENE,33.0,ESE,NE,13.0,7.0,44.5,96.25,12.299999999999999,14.600000000000001,Yes,Yes
688,831,2011-03-12,MountGinini,9.9,17.3,2.0,ENE,31.0,NNW,WNW,9.0,13.0,37.25,95.0,12.5,15.8,Yes,No
689,832,2011-03-13,MountGinini,11.8,19.7,0.4,WNW,35.0,WNW,WNW,9.0,15.0,33.625,77.0,12.6,19.4,No,Yes
690,833,2011-03-14,MountGinini,11.7,17.7,3.6,SW,28.0,WSW,SSW,17.0,4.0,31.8125,69.0,12.649999999999999,16.6,Yes,No
691,834,2011-03-15,MountGinini,8.2,17.7,0.2,ENE,33.0,NNW,W,13.0,11.0,30.90625,85.0,12.674999999999999,16.5,No,No
692,835,2011-03-16,MountGinini,10.2,17.1,0.0,W,31.0,W,SW,11.0,17.0,30.453125,92.0,12.6875,12.8,No,No
693,836,2011-03-17,MountGinini,8.8,17.0,0.6,NW,26.0,NW,NW,13.0,11.0,30.2265625,59.0,12.69375,16.6,No,No
694,837,2011-03-18,MountGinini,8.1,14.6,0.0,ENE,37.0,NE,NNE,9.0,9.0,30.11328125,78.0,12.696874999999999,13.5,No,No
695,838,2011-03-19,MountGinini,7.4,14.8,0.4,ENE,46.0,ENE,ENE,20.0,17.0,30.056640625,82.0,12.698437499999999,12.6,No,No
696,839,2011-03-20,MountGinini,7.9,11.9,0.0,ENE,57.0,ENE,ENE,28.0,28.0,30.0283203125,79.5,12.69921875,11.55,No,Yes
697,840,2011-03-21,MountGinini,8.0,12.3,12.2,ENE,56.0,ENE,ENE,24.0,22.0,30.01416015625,78.25,12.699609375,11.025,Yes,Yes
698,841,2011-03-22,MountGinini,10.6,14.7,35.8,W,33.0,WNW,W,6.0,11.0,30.007080078125,77.625,12.699804687499999,10.7625,Yes,Yes
699,842,2011-03-23,MountGinini,8.4,10.4,8.4,W,48.0,W,W,11.0,17.0,30.0035400390625,77.3125,12.699902343749999,10.63125,Yes,Yes
700,843,2011-03-24,MountGinini,4.2,7.8,2.8,WSW,57.0,W,W,22.0,20.0,30.00177001953125,77.15625,12.699951171875,10.565625,Yes,Yes
701,844,2011-03-25,MountGinini,4.6,11.9,6.8,WSW,48.0,SW,SW,17.0,6.0,30.000885009765625,77.0,12.6999755859375,10.5,Yes,No
702,845,2011-03-26,MountGinini,3.1,12.7,0.4,SSE,35.0,SE,NE,9.0,2.0,30.000442504882812,86.0,12.699987792968749,9.5,No,No
703,846,2011-03-27,MountGinini,2.2,12.7,0.0,ESE,31.0,ESE,ESE,11.0,4.0,30.000221252441406,73.0,12.699993896484374,11.7,No,No
704,847,2011-03-28,MountGinini,2.6,13.7,0.0,NE,31.0,NE,ENE,4.0,9.0,30.0,74.0,12.7,13.5,No,No
705,848,2011-03-29,MountGinini,6.1,14.8,0.0,NNE,33.0,NNW,NW,13.0,11.0,94.0,71.0,8.7,12.3,No,No
706,849,2011-03-30,MountGinini,7.6,14.7,0.4,WSW,67.0,W,WNW,13.0,19.0,100.0,77.0,8.8,14.0,No,Yes
707,850,2011-03-31,MountGinini,5.8,13.2,2.2,WNW,24.0,NNE,N,6.0,6.0,89.0,78.0,8.3,10.6,Yes,No
708,851,2011-05-01,MountGinini,3.8,11.5,0.0,SW,22.0,WSW,WSW,6.0,7.0,78.0,70.0,7.8,10.7,No,No
709,852,2011-05-02,MountGinini,5.4,7.7,0.0,S,31.0,WSW,W,4.0,6.0,49.0,88.0,7.5,6.5,No,Yes
710,853,2011-05-03,MountGinini,3.4,7.6,4.2,SSW,28.0,SE,ESE,7.0,6.0,34.5,96.0,7.35,4.9,Yes,Yes
711,854,2011-05-04,MountGinini,1.8,8.4,2.6,WSW,33.0,WSW,WSW,15.0,13.0,27.25,72.0,7.275,7.5,Yes,No
712,855,2011-05-05,MountGinini,0.3,9.8,0.0,S,50.0,S,SW,24.0,11.0,20.0,47.0,7.2,7.4,No,No
713,856,2011-05-06,MountGinini,1.3,9.6,0.0,SSW,35.0,SW,W,20.0,9.0,49.0,73.0,4.6,7.5,No,No
714,857,2011-05-07,MountGinini,2.2,11.0,0.0,WSW,30.0,SW,W,13.0,13.0,16.0,62.0,7.6,10.1,No,No
715,858,2011-05-08,MountGinini,-0.5,6.5,0.0,SW,37.0,W,WSW,13.0,17.0,76.0,79.0,2.3,1.5,No,No
716,859,2011-05-09,MountGinini,-3.5,3.4,0.0,SSE,41.0,ESE,SE,9.0,11.0,97.0,70.0,-1.1,2.3,No,No
717,860,2011-05-10,MountGinini,-3.0,6.1,0.0,WSW,39.0,SW,WSW,6.0,11.0,24.0,48.0,2.3,5.4,No,Yes
718,861,2011-05-11,MountGinini,-3.9,-3.1,2.8,W,69.0,WSW,W,22.0,24.0,97.0,97.0,-3.6,-3.9,Yes,Yes
719,862,2011-05-12,MountGinini,-6.4,0.9,3.6,SW,50.0,SSW,SW,19.0,17.0,95.0,92.0,-5.5,-1.3,Yes,No
720,863,2011-05-13,MountGinini,-5.5,1.7,1.0,WSW,80.0,WSW,WSW,24.0,24.0,96.0,97.0,-4.6,0.7,No,Yes
721,864,2011-05-14,MountGinini,-4.6,4.2,2.8,SW,59.0,SW,SSW,24.0,20.0,97.0,71.0,-3.7,-0.5,Yes,No
722,865,2011-05-15,MountGinini,-4.2,7.3,0.0,S,37.0,SW,W,9.0,17.0,40.0,52.0,3.6,6.2,No,No
723,866,2011-05-16,MountGinini,-0.2,9.8,0.0,SW,33.0,SW,SW,11.0,11.0,24.0,52.0,6.5,8.3,No,No
724,867,2011-05-17,MountGinini,2.8,9.9,0.0,SW,28.0,SSW,E,6.0,2.0,8.0,54.0,7.9,7.6,No,No
725,868,2011-05-18,MountGinini,0.1,9.2,0.0,NE,20.0,WNW,W,11.0,13.0,41.0,56.0,5.5,7.8,No,No
726,869,2011-05-19,MountGinini,2.0,10.3,0.0,WSW,30.0,W,SW,9.0,13.0,51.0,43.0,5.9,7.4,No,No
727,870,2011-05-20,MountGinini,3.1,8.8,0.0,W,26.0,WSW,WSW,13.0,9.0,22.0,41.0,5.3,5.9,No,No
728,871,2011-05-21,MountGinini,1.9,9.9,0.0,W,37.0,W,WNW,17.0,13.0,68.0,79.0,4.2,7.1,No,No
729,872,2011-05-22,MountGinini,4.2,9.3,0.0,N,65.0,NW,NNW,19.0,17.0,80.0,98.0,1.1,6.9,No,Yes
730,873,2011-05-23,MountGinini,3.6,4.2,23.6,WNW,67.0,NW,WNW,33.0,22.0,86.0,95.5,-0.44999999999999996,4.65,Yes,Yes
731,874,2011-05-24,MountGinini,0.8,4.7,31.4,SSE,52.0,SSW,SSE,13.0,11.0,89.0,93.0,-1.225,2.4,Yes,No
732,875,2011-05-25,MountGinini,-3.5,2.7,0.2,SE,48.0,SSE,SSE,22.0,19.0,92.0,80.0,-2.0,1.2,No,No
733,876,2011-05-26,MountGinini,-2.1,6.1,0.0,SSE,33.0,SW,WNW,7.0,11.0,82.0,88.0,1.0,3.4,No,No
734,877,2011-05-27,MountGinini,-1.9,6.4,0.0,SSW,22.0,NNW,WSW,2.0,6.0,96.0,77.0,0.8,5.0,No,No
735,878,2011-05-28,MountGinini,-0.4,6.2,0.0,NE,22.0,NNE,N,7.0,4.0,83.0,85.0,2.9,4.8,No,No
736,879,2011-05-29,MountGinini,0.2,5.8,0.0,WNW,28.0,NW,WNW,11.0,2.0,96.0,80.0,3.1,4.9,No,No
737,880,2011-05-30,MountGinini,-0.4,4.1,0.0,ESE,54.0,ESE,ESE,6.0,13.0,97.0,93.0,1.1,2.7,No,No
738,881,2011-05-31,MountGinini,1.0,5.9,0.0,ESE,67.0,E,E,31.0,22.0,97.5,100.0,-0.8,4.4,No,No
739,882,2011-06-01,MountGinini,1.9,6.1,0.0,E,50.0,ESE,E,22.0,17.0,97.75,93.0,-1.75,4.6,No,No
740,883,2011-06-02,MountGinini,1.0,7.4,0.0,E,43.0,E,NE,19.0,4.0,97.875,77.0,-2.225,5.9,No,No
741,884,2011-06-03,MountGinini,0.8,6.2,0.0,W,41.0,WSW,WSW,17.0,22.0,97.9375,80.0,-2.4625000000000004,4.7,No,Yes
742,885,2011-06-04,MountGinini,1.6,2.4,1.2,W,72.0,W,SW,30.0,22.0,97.96875,80.5,-2.5812500000000003,2.0,Yes,No
743,886,2011-06-05,MountGinini,-4.1,0.1,0.4,WSW,63.0,SW,W,19.0,24.0,98.0,81.0,-2.7,-0.7,No,Yes
744,887,2011-06-06,MountGinini,-2.9,0.0,4.0,WSW,54.0,WSW,WSW,6.0,6.0,95.0,100.0,-3.8000000000000003,-0.4,Yes,Yes
745,888,2011-06-07,MountGinini,-5.9,-0.4,1.6,WSW,46.5,WSW,W,26.0,30.0,92.0,98.0,-4.9,-3.3,Yes,Yes
746,889,2011-06-08,MountGinini,-5.75,-0.6000000000000001,1.2000000000000002,WSW,42.75,WSW,W,24.0,23.5,96.0,99.0,-2.95,-2.2,Yes,No
747,890,2011-06-09,MountGinini,-5.6,-0.8,1.0,SW,39.0,WSW,SW,23.0,17.0,98.0,100.0,-1.975,-1.1,No,No
748,891,2011-06-10,MountGinini,-2.9,0.3,0.8,S,50.0,S,S,22.0,19.0,100.0,93.5,-1.0,-0.050000000000000044,No,No
749,892,2011-06-11,MountGinini,-2.9,1.0,0.2,ESE,41.0,ESE,S,7.0,14.0,99.0,90.25,-2.2,0.475,No,No
750,893,2011-06-12,MountGinini,-2.3,2.0,0.0,ESE,56.0,ESE,ESE,9.0,9.0,98.5,87.0,-1.9000000000000001,1.0,No,No
751,894,2011-06-13,MountGinini,-2.2,3.0,0.0,ESE,50.0,ESE,E,11.0,19.0,98.0,87.0,-1.6,2.3,No,No
752,895,2011-06-14,MountGinini,-1.6,2.1,0.0,ESE,65.0,ESE,ESE,17.0,13.0,98.5,88.0,-1.6,0.9,No,No
753,896,2011-06-15,MountGinini,-1.4,3.6,0.0,E,78.0,ESE,E,35.0,24.0,98.75,99.0,-1.6,2.8,No,No
754,897,2011-06-16,MountGinini,-0.1,4.9,0.2,ESE,41.0,ESE,WNW,13.0,11.0,98.875,87.0,-1.6,4.3,No,No
755,898,2011-06-17,MountGinini,-1.7,-0.6,0.0,WSW,65.0,WSW,WSW,26.0,20.0,99.0,88.0,-1.6,3.45,No,Yes
756,899,2011-06-18,MountGinini,-3.2,0.1,3.2,WSW,59.5,SW,SW,19.0,28.0,100.0,88.5,-1.8,3.0250000000000004,Yes,Yes
757,900,2011-06-19,MountGinini,-2.0,1.0,1.7000000000000002,W,54.0,SW,WSW,21.5,20.0,80.5,88.75,-0.30000000000000004,2.8125,Yes,No
758,901,2011-06-20,MountGinini,-1.2,1.7,0.2,WSW,65.0,WSW,W,24.0,20.0,70.75,88.875,0.44999999999999996,2.70625,No,Yes
759,902,2011-06-21,MountGinini,0.0,0.9,9.0,WSW,59.5,NW,W,35.0,16.5,65.875,88.9375,0.825,2.653125,Yes,Yes
760,903,2011-06-22,MountGinini,-1.95,0.1,6.4,W,54.0,NW,W,18.5,14.75,63.4375,88.96875,1.0125,2.6265625000000004,Yes,Yes
761,904,2011-06-23,MountGinini,-3.9,2.5,3.8,SW,50.0,SW,WSW,2.0,13.0,62.21875,88.984375,1.10625,2.61328125,Yes,No
762,905,2011-06-24,MountGinini,-1.7,3.7,0.2,SSW,44.0,SSW,SW,26.0,15.0,61.0,89.0,1.2,2.6,No,No
763,906,2011-06-25,MountGinini,0.1,6.6,0.0,WNW,35.0,NE,WNW,9.0,11.0,79.0,78.0,2.9,4.6,No,No
764,907,2011-06-26,MountGinini,-1.6,3.4,0.0,W,43.0,WNW,W,17.0,13.0,88.0,73.0,-0.1,2.9,No,No
765,908,2011-06-27,MountGinini,-2.2,4.9,0.0,SW,44.0,SSW,SSE,30.0,2.0,83.0,62.0,0.9,4.7,No,No
766,909,2011-06-28,MountGinini,-1.6,4.9,0.0,E,41.0,E,E,7.0,11.0,62.0,75.0,1.2,2.8,No,No
767,910,2011-06-29,MountGinini,-1.6,3.6,0.0,E,37.0,E,ENE,20.0,11.0,34.0,83.0,4.6,2.2,No,No
768,911,2011-06-30,MountGinini,-1.7,8.7,0.0,ENE,37.0,NNE,ESE,11.0,2.0,20.0,81.0,6.3,4.6,No,No
769,912,2011-07-01,MountGinini,-0.5,10.2,0.0,ENE,26.0,NNE,E,4.0,7.0,6.0,27.0,8.0,6.3,No,No
770,913,2011-07-02,MountGinini,-0.6,5.2,0.0,NW,44.0,NW,NW,17.0,15.0,50.0,77.0,4.55,4.3,No,No
771,914,2011-07-03,MountGinini,0.2,2.8,0.0,NW,67.0,WNW,NW,17.0,22.0,94.0,100.0,1.1,2.6,No,Yes
772,915,2011-07-04,MountGinini,0.8,1.1,22.0,W,80.0,W,W,24.0,19.0,96.5,98.0,-0.8999999999999999,-0.5,Yes,Yes
773,916,2011-07-05,MountGinini,-3.4,-2.1,14.6,WSW,106.0,W,WSW,26.0,39.0,99.0,99.0,-2.9,-2.7,Yes,Yes
774,917,2011-07-06,MountGinini,-4.4,-1.2,11.0,WNW,65.0,W,WSW,26.0,19.5,99.0,98.5,-2.3,-3.1,Yes,Yes
775,918,2011-07-07,MountGinini,-3.6,-1.3,31.8,WNW,41.0,W,WSW,0.0,0.0,99.0,98.0,-3.1,-3.5,Yes,Yes
776,919,2011-07-08,MountGinini,-5.5,1.4,1.6,WSW,43.0,W,WSW,0.0,17.0,88.0,84.0,-1.8,0.2,Yes,No
777,920,2011-07-09,MountGinini,-6.0,-1.5,0.2,SW,48.0,SW,WSW,28.0,19.0,92.0,97.0,-3.5,-2.1,No,No
778,921,2011-07-10,MountGinini,-5.2,-1.2,0.2,WSW,96.0,W,WSW,33.0,52.0,96.0,98.0,-5.2,-3.5,No,Yes
779,922,2011-07-11,MountGinini,-6.5,-2.0,4.6,WSW,57.0,SSW,WSW,26.0,41.0,95.0,95.0,-5.3,-2.7,Yes,No
780,923,2011-07-12,MountGinini,-5.3,-0.1,0.0,SW,63.0,SW,WSW,35.0,30.0,82.0,92.0,-3.2,-1.9,No,No
781,924,2011-07-13,MountGinini,-4.2,-1.1,0.0,WSW,54.0,WSW,WSW,15.0,20.5,99.0,87.5,-2.5,-2.0999999999999996,No,Yes
782,925,2011-07-14,MountGinini,-6.5,-1.5,1.6,S,39.0,S,SSE,15.0,11.0,88.0,83.0,-5.2,-2.3,Yes,No
783,926,2011-07-15,MountGinini,-6.6,1.1,0.0,ESE,41.0,E,E,20.0,7.0,71.0,65.0,-4.3,0.0,No,No
784,927,2011-07-16,MountGinini,-4.6,0.2,0.0,E,39.0,ENE,ENE,19.0,17.0,65.0,82.5,-2.1,0.45,No,No
785,928,2011-07-17,MountGinini,-1.6,1.7,0.0,NE,35.0,NNW,N,11.0,9.0,62.0,100.0,-1.0,0.9,No,Yes
786,929,2011-07-18,MountGinini,-0.4,0.2,2.2,NW,39.0,WNW,W,17.0,17.0,60.5,98.5,-0.45,1.1,Yes,Yes
787,930,2011-07-19,MountGinini,-5.2,1.4,1.8,S,74.0,S,S,35.0,39.0,59.75,97.0,-0.175,1.3,Yes,No
788,931,2011-07-20,MountGinini,-0.3,2.9,0.2,SSE,70.0,SE,SSE,24.0,22.0,59.375,78.0,-0.03749999999999999,2.6,No,No
789,932,2011-07-21,MountGinini,-1.4,1.6,0.0,SSE,58.0,SE,SE,17.0,9.0,59.1875,99.0,0.03125000000000001,0.4,No,No
790,933,2011-07-22,MountGinini,-2.8499999999999996,0.1,0.0,ESE,46.0,SE,SSE,9.5,13.0,59.09375,93.0,0.065625,-0.1,No,No
791,934,2011-07-23,MountGinini,-4.3,4.4,0.0,ESE,30.0,ESE,WNW,2.0,6.0,59.0,62.0,0.1,3.8,No,No
792,935,2011-07-24,MountGinini,-2.8,-0.3,0.0,SSW,33.0,S,W,17.0,13.0,86.0,100.0,-2.0,-1.2,No,Yes
793,936,2011-07-25,MountGinini,-2.0,0.2,3.0,W,41.0,W,W,17.0,19.0,72.0,93.0,-0.25,-0.35,Yes,No
794,937,2011-07-26,MountGinini,-1.6,1.5,1.0,WSW,41.0,WSW,W,15.0,13.0,65.0,86.0,0.625,0.5,No,No
795,938,2011-07-27,MountGinini,-3.4,3.7,0.0,WSW,30.0,WNW,W,2.0,7.0,58.0,69.0,1.5,3.5,No,No
796,939,2011-07-28,MountGinini,-1.7,4.4,0.0,W,37.0,WSW,W,22.0,19.0,43.0,56.0,0.1,4.3,No,No
797,940,2011-07-29,MountGinini,0.1,7.5,0.0,WSW,26.0,WSW,W,11.0,9.0,5.0,44.0,4.4,6.7,No,No
798,941,2011-07-30,MountGinini,-0.9,4.3,0.0,W,41.0,W,W,24.0,17.0,69.0,75.0,0.8,3.3,No,No
799,942,2011-07-31,MountGinini,-0.4,3.8,0.0,W,41.0,W,W,17.0,20.0,93.0,72.5,1.7,4.75,No,No
800,943,2011-08-01,MountGinini,1.2,7.3,0.2,WNW,37.0,WNW,WNW,13.0,17.0,96.0,70.0,3.7,6.2,No,No
801,944,2011-08-02,MountGinini,2.3,9.4,0.0,NW,44.0,W,NW,11.0,19.0,55.0,55.0,5.6,7.8,No,No
802,945,2011-08-03,MountGinini,3.6,11.5,0.0,WSW,54.0,WSW,WNW,22.0,17.0,65.0,58.0,6.9,10.6,No,No
803,946,2011-08-04,MountGinini,4.9,11.0,0.0,NW,54.0,NW,WNW,22.0,20.5,61.0,63.5,6.9,9.1,No,No
804,947,2011-08-05,MountGinini,3.4,7.8,0.0,NW,63.0,NW,NW,30.0,24.0,76.0,69.0,5.0,7.6,No,Yes
805,948,2011-08-06,MountGinini,2.3,3.3,2.2,NW,61.0,NW,NW,28.0,28.0,88.0,76.5,1.8,4.35,Yes,Yes
806,949,2011-08-07,MountGinini,-1.9,3.0,16.4,WNW,41.0,WNW,WNW,9.0,11.0,94.0,84.0,0.20000000000000007,1.1,Yes,Yes
807,950,2011-08-08,MountGinini,-2.4,0.0,8.6,W,26.0,W,W,4.0,13.0,100.0,98.0,-1.4,-1.2,Yes,Yes
808,951,2011-08-09,MountGinini,-5.0,-0.3,2.4,SW,41.0,SSW,WSW,11.0,20.0,98.0,96.0,-3.4,-0.9,Yes,No
809,952,2011-08-10,MountGinini,-3.8,0.9,0.0,WSW,39.0,SW,W,15.0,17.0,100.0,100.0,-1.7,-1.3,No,Yes
810,953,2011-08-11,MountGinini,-1.8,2.2,5.2,SSE,57.0,SE,SSE,13.0,26.0,68.0,100.0,0.20000000000000007,0.7,Yes,Yes
811,954,2011-08-12,MountGinini,-2.8,6.7,1.8,SE,43.0,S,W,11.0,7.0,36.0,75.0,2.1,6.0,Yes,No
812,955,2011-08-13,MountGinini,-1.5,5.9,0.0,WSW,26.0,SSW,W,11.0,6.0,10.0,65.0,3.1,4.2,No,No
