,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Pressure9am,Pressure3pm,Temp9am,RainToday,RainTomorrow
197,2013-09-14,Katherine,22.5,38.2,0.0,NW,30.0,NNW,WNW,9.0,15.0,70.0,1013.1,1007.2,28.5,No,No
198,2013-09-15,Katherine,25.4,37.7,0.0,WNW,28.0,NNW,NE,17.0,9.0,66.0,1013.1,1007.7,28.7,No,No
199,2013-09-16,Katherine,23.9,38.0,0.0,NW,33.0,WNW,NW,17.0,7.0,66.0,1011.8,1006.4,28.7,No,No
200,2013-09-17,Katherine,26.6,38.0,0.0,NE,41.0,NNW,SE,13.0,13.0,65.0,1011.3,1005.9,28.8,No,No
201,2013-09-18,Katherine,26.1,36.3,0.0,NNW,50.0,N,WNW,11.0,9.0,59.0,1010.0,1006.6,30.0,No,No
202,2013-09-19,Katherine,23.9,38.0,0.0,NW,28.0,NW,SW,7.0,7.0,68.0,1010.9,1006.3,29.0,No,No
203,2013-09-20,Katherine,25.1,39.4,0.0,NW,33.0,NW,NE,15.0,11.0,39.0,1011.1,1006.5,31.9,No,No
204,2013-09-21,Katherine,26.9,38.9,0.0,NW,39.0,NNW,NNW,7.0,9.0,52.0,1011.8,1007.6,29.0,No,No
205,2013-09-22,Katherine,25.4,33.6,0.0,W,33.0,SW,W,17.0,7.0,65.0,1013.4,1009.1,27.0,No,No
206,2013-09-23,Katherine,21.7,39.0,0.0,ENE,39.0,NW,WSW,9.0,11.0,54.0,1012.6,1006.8,30.1,No,No
207,2013-09-24,Katherine,24.0,38.9,0.0,N,33.0,N,NNW,7.0,17.0,50.0,1013.4,1008.3,28.5,No,No
208,2013-09-25,Katherine,23.2,38.9,0.0,E,30.0,NNE,NNE,13.0,13.0,54.0,1014.1,1009.2,29.0,No,No
209,2013-09-26,Katherine,21.0,38.6,0.0,E,31.0,NW,ESE,15.0,17.0,64.0,1013.5,1008.6,28.3,No,No
210,2013-09-27,Katherine,21.2,37.9,0.0,WNW,28.0,N,NW,13.0,7.0,56.0,1012.7,1007.3,29.0,No,No
211,2013-09-28,Katherine,21.7,37.2,0.0,NE,37.0,N,ENE,13.0,15.0,62.0,1011.8,1006.9,28.5,No,No
212,2013-09-29,Katherine,22.5,38.1,0.0,E,39.0,NE,ENE,13.0,22.0,61.0,1013.1,1006.8,29.3,No,No
213,2013-09-30,Katherine,19.3,39.0,0.0,ENE,44.0,NNW,ESE,11.0,20.0,62.0,1013.0,1007.2,29.0,No,No
214,2013-10-01,Katherine,21.0,39.5,0.0,ENE,39.0,NNW,ENE,9.0,24.0,61.0,1014.5,1008.6,29.0,No,No
215,2013-10-02,Katherine,21.6,40.1,0.0,SE,35.0,W,SE,7.0,17.0,55.0,1013.9,1008.8,30.2,No,No
216,2013-10-03,Katherine,26.9,38.4,0.2,SE,67.0,W,S,9.0,17.0,63.0,1014.0,1008.4,30.3,No,No
217,2013-10-04,Katherine,20.9,38.1,0.0,ESE,43.0,E,ESE,30.0,13.0,36.0,1014.0,1007.8,30.1,No,No
218,2013-10-05,Katherine,18.9,38.5,0.0,WSW,26.0,NW,ENE,11.0,11.0,56.0,1012.4,1006.4,28.5,No,No
219,2013-10-06,Katherine,22.9,38.5,0.0,NNE,39.0,NNW,S,15.0,9.0,52.0,1012.1,1006.5,29.6,No,No
220,2013-10-07,Katherine,24.8,39.0,0.0,NNE,43.0,NW,SSE,11.0,13.0,48.0,1011.2,1006.4,31.0,No,No
221,2013-10-08,Katherine,27.2,39.6,0.0,NNW,35.0,WNW,SSW,15.0,20.0,62.0,1012.1,1007.1,29.4,No,No
222,2013-10-09,Katherine,25.9,41.5,0.0,N,33.0,WNW,ESE,17.0,17.0,39.0,1012.7,1006.8,31.7,No,No
223,2013-10-10,Katherine,26.9,40.7,0.0,ENE,31.0,NNW,W,11.0,7.0,35.0,1012.4,1007.0,34.0,No,No
224,2013-10-11,Katherine,24.6,39.5,0.0,SE,31.0,N,NW,9.0,17.0,52.0,1011.8,1006.6,30.1,No,No
225,2013-10-12,Katherine,24.1,40.1,0.0,SE,41.0,NW,ESE,15.0,28.0,47.0,1011.8,1005.7,30.0,No,No
226,2013-10-13,Katherine,26.4,40.8,0.0,E,48.0,NNW,E,13.0,19.0,57.0,1011.1,1006.1,30.5,No,No
227,2013-10-14,Katherine,27.3,37.0,0.0,NE,50.0,E,E,6.0,0.0,62.0,1014.0,1008.5,30.5,No,Yes
228,2013-10-15,Katherine,23.5,35.5,12.0,NNE,48.0,SE,SSW,7.0,17.0,64.0,1015.0,1010.4,29.0,Yes,Yes
229,2013-10-16,Katherine,24.1,37.6,2.2,SSW,46.0,S,S,11.0,30.0,56.0,1014.7,1009.7,30.0,Yes,No
230,2013-10-17,Katherine,25.2,38.75,0.0,NNE,33.0,NNW,SSE,15.0,9.0,67.0,1013.5,1008.1,29.7,No,No
231,2013-10-18,Katherine,24.35,39.9,0.0,ESE,41.0,N,ESE,13.0,22.0,62.0,1013.1,1007.8,30.4,No,No
232,2013-10-19,Katherine,23.5,39.8,0.0,ENE,43.0,WNW,SE,7.0,24.0,57.0,1013.1,1007.5,31.1,No,No
233,2013-10-20,Katherine,26.3,40.8,0.0,E,43.0,W,ENE,7.0,11.0,60.0,1012.1,1006.0,31.0,No,No
234,2013-10-21,Katherine,25.0,39.6,0.0,SE,37.0,NNW,ESE,11.0,4.0,56.0,1012.0,1006.0,31.4,No,No
235,2013-10-22,Katherine,27.5,40.0,0.0,NW,39.0,NNW,WSW,11.0,9.0,58.0,1010.9,1006.3,31.3,No,No
236,2013-10-23,Katherine,27.6,37.9,0.0,NW,31.0,WNW,E,9.0,9.0,66.0,1011.3,1006.5,30.5,No,No
237,2013-10-24,Katherine,24.7,39.3,0.0,ESE,39.0,NW,SSE,11.0,17.0,63.0,1011.8,1006.8,30.2,No,No
238,2013-10-25,Katherine,26.2,39.5,0.0,ESE,46.0,SE,SSE,17.0,22.0,25.0,1013.9,1008.5,31.8,No,No
239,2013-10-26,Katherine,23.0,41.3,0.0,ENE,44.0,S,E,6.0,31.0,48.0,1014.1,1008.5,32.0,No,No
240,2013-10-27,Katherine,28.1,40.5,0.0,E,37.0,N,ENE,9.0,15.0,60.0,1013.7,1007.6,32.1,No,No
241,2013-10-28,Katherine,24.9,39.0,0.0,NE,37.0,N,ENE,15.0,19.0,58.0,1013.4,1008.1,31.2,No,No
242,2013-10-29,Katherine,25.0,39.5,0.0,ESE,33.0,W,SE,7.0,19.0,62.0,1013.9,1007.5,30.5,No,No
243,2013-10-30,Katherine,25.6,39.6,0.0,SSW,37.0,NW,SSE,17.0,11.0,53.0,1013.2,1007.4,31.8,No,No
244,2013-10-31,Katherine,26.3,40.5,0.0,ENE,35.0,NNW,SE,13.0,17.0,66.0,1012.6,1007.1,31.5,No,No
245,2013-11-01,Katherine,24.4,40.9,0.0,ENE,46.0,SE,ESE,6.0,20.0,55.0,1012.7,1007.5,31.5,No,No
246,2013-11-02,Katherine,25.1,41.0,0.0,SSE,39.0,WNW,ESE,9.0,11.0,56.0,1012.7,1006.9,31.8,No,No
247,2013-11-03,Katherine,26.9,41.0,0.0,NE,33.0,N,SW,19.0,9.0,60.0,1011.9,1006.7,31.0,No,No
248,2013-11-04,Katherine,25.15,41.0,0.0,ESE,59.0,NW,E,15.0,15.0,62.5,1012.1,1007.2,30.8,No,No
249,2013-11-05,Katherine,24.275,41.0,0.0,ENE,44.0,SW,ESE,9.0,24.0,63.75,1012.2,1007.1,30.700000000000003,No,No
250,2013-11-06,Katherine,23.4,40.3,0.0,ENE,43.0,N,SE,11.0,24.0,65.0,1012.2,1006.4,30.6,No,No
251,2013-11-07,Katherine,25.0,40.3,0.0,E,30.0,NW,SW,17.0,11.0,62.0,1011.0,1005.1,29.8,No,No
252,2013-11-08,Katherine,27.6,39.8,0.0,NNW,33.0,NNW,SE,19.0,11.0,62.0,1010.6,1004.7,31.2,No,No
253,2013-11-09,Katherine,27.7,40.8,0.0,NNW,33.0,NW,E,15.0,11.0,56.0,1010.2,1005.1,32.5,No,No
254,2013-11-10,Katherine,26.4,39.4,0.0,SE,44.0,W,S,13.0,19.0,58.0,1010.4,1004.2,30.0,No,Yes
255,2013-11-11,Katherine,24.4,38.6,16.4,SW,44.0,N,S,2.0,9.0,70.0,1009.1,1003.3,29.1,Yes,Yes
256,2013-11-12,Katherine,24.2,39.5,5.4,ESE,50.0,SSE,NNE,6.0,17.0,69.0,1008.8,1003.0,27.9,Yes,No
257,2013-11-13,Katherine,24.6,36.5,0.4,ENE,41.0,W,W,13.0,13.0,70.0,1009.5,1005.2,27.8,No,Yes
258,2013-11-14,Katherine,24.5,38.8,6.6,E,48.0,E,ENE,11.0,20.0,85.0,1011.3,1006.2,29.5,Yes,Yes
259,2013-11-15,Katherine,24.5,37.8,9.2,ENE,48.0,E,ESE,7.0,22.0,69.0,1010.8,1006.3,29.5,Yes,No
260,2013-11-16,Katherine,26.7,40.0,0.0,NNW,39.0,WNW,NE,13.0,19.0,64.0,1008.7,1003.7,30.8,No,No
261,2013-11-17,Katherine,27.4,40.4,0.0,S,72.0,W,NW,24.0,9.0,64.0,1007.9,1001.4,32.0,No,Yes
262,2013-11-18,Katherine,23.1,39.0,19.4,WNW,48.0,NW,WNW,13.0,20.0,64.0,1006.7,1001.1,30.4,Yes,No
263,2013-11-19,Katherine,25.5,38.4,0.0,NE,46.0,SE,NW,13.0,7.0,71.0,1008.4,1002.6,29.0,No,No
264,2013-11-20,Katherine,25.8,34.5,0.0,WSW,61.0,E,W,11.0,28.0,77.0,1009.3,1005.5,27.0,No,No
265,2013-11-21,Katherine,24.2,37.6,0.6,NNE,39.0,WNW,N,6.0,13.0,70.0,1007.7,1002.9,29.2,No,No
266,2013-11-22,Katherine,26.0,35.7,0.0,W,35.0,WSW,W,13.0,20.0,69.0,1008.3,1004.6,29.6,No,Yes
267,2013-11-23,Katherine,25.3,35.5,2.8,NNE,72.0,E,WNW,17.0,11.0,78.0,1007.9,1001.6,28.2,Yes,No
268,2013-11-24,Katherine,25.1,29.5,0.4,WNW,52.0,WNW,SE,6.0,7.0,83.0,1007.3,1004.3,27.8,No,Yes
269,2013-11-25,Katherine,23.1,33.5,23.2,SSW,57.0,ESE,W,6.0,9.0,86.0,1005.3,1001.4,26.7,Yes,Yes
270,2013-11-26,Katherine,24.0,36.7,11.0,S,56.0,W,NE,15.0,11.0,83.0,1005.6,1000.4,28.8,Yes,Yes
271,2013-11-27,Katherine,23.5,34.4,42.4,SW,44.0,WNW,NW,11.0,13.0,83.0,1007.1,1002.6,27.2,Yes,Yes
272,2013-11-28,Katherine,25.2,35.7,4.2,WSW,39.0,NW,W,20.0,20.0,83.0,1007.3,1002.6,28.5,Yes,Yes
273,2013-11-29,Katherine,24.65,37.0,2.6,SSE,57.0,WNW,WNW,19.0,19.0,78.0,1007.6,1003.5,29.55,Yes,No
274,2013-11-30,Katherine,24.1,37.4,1.0,SSE,94.0,WNW,WNW,15.0,13.0,73.0,1008.2,1003.0,30.6,No,Yes
275,2013-12-01,Katherine,22.7,36.9,35.4,NNW,37.0,SSE,NW,4.0,9.0,75.0,1009.6,1005.1,28.3,Yes,Yes
276,2013-12-02,Katherine,25.9,33.6,8.0,E,57.0,NNW,WNW,13.0,11.0,77.0,1010.3,1006.7,29.6,Yes,Yes
277,2013-12-03,Katherine,24.1,35.0,7.0,ENE,50.0,E,WSW,7.0,7.0,84.0,1010.9,1006.5,27.0,Yes,No
278,2013-12-04,Katherine,24.5,37.0,0.0,W,37.0,NNW,NNE,6.0,9.0,78.0,1008.5,1004.0,29.5,No,Yes
279,2013-12-05,Katherine,23.5,34.7,16.0,SSW,72.0,WSW,SW,2.0,17.0,94.0,1007.5,1004.0,25.5,Yes,Yes
280,2013-12-06,Katherine,23.1,35.7,25.8,ESE,37.0,SE,E,15.0,15.0,78.0,1009.7,1006.5,27.4,Yes,No
281,2013-12-07,Katherine,24.9,37.7,0.0,ESE,39.0,NE,E,9.0,15.0,64.0,1010.4,1007.0,31.0,No,No
282,2013-12-08,Katherine,23.9,38.3,0.0,E,35.0,NNW,ESE,6.0,19.0,63.0,1010.0,1006.5,31.3,No,No
283,2013-12-09,Katherine,25.7,36.5,0.0,NW,22.0,WNW,WSW,13.0,9.0,76.0,1009.7,1005.5,29.9,No,No
284,2013-12-10,Katherine,25.6,38.7,0.0,WNW,28.0,NNW,WNW,19.0,7.0,69.0,1007.8,1003.7,31.2,No,No
285,2013-12-11,Katherine,27.6,38.6,0.0,NNW,22.0,NNW,E,9.0,9.0,82.0,1008.7,1004.2,30.7,No,No
286,2013-12-12,Katherine,25.8,38.4,0.0,WSW,26.0,NW,WNW,13.0,11.0,80.0,1008.1,1004.3,31.3,No,No
287,2013-12-13,Katherine,26.7,38.6,0.1,N,37.0,N,NE,7.0,24.0,64.0,1008.2,1004.2,31.3,No,No
288,2013-12-14,Katherine,25.9,38.8,0.0,NE,41.0,WSW,SSW,7.0,15.0,80.0,1009.7,1004.2,31.0,No,No
289,2013-12-15,Katherine,25.5,38.7,0.0,NE,57.0,NNW,SSW,6.0,6.0,64.0,1008.5,1004.3,29.6,No,No
290,2013-12-16,Katherine,25.0,38.0,0.0,SSW,37.0,N,NNE,11.0,13.0,56.0,1008.5,1004.4,31.8,No,Yes
291,2013-12-17,Katherine,22.7,37.0,19.4,SW,37.0,S,SE,19.0,17.0,71.0,1009.4,1004.6,29.1,Yes,No
292,2013-12-18,Katherine,23.8,37.5,0.0,SW,38.0,ENE,ESE,7.0,15.0,72.0,1009.8,1006.0,31.5,No,No
293,2013-12-19,Katherine,22.7,38.2,0.0,ENE,39.0,ESE,ENE,4.0,20.0,71.0,1009.7,1006.0,28.9,No,Yes
294,2013-12-20,Katherine,23.75,37.0,5.8,SE,31.0,SSW,ESE,7.0,13.0,73.0,1010.3,1005.8,29.9,Yes,No
295,2013-12-21,Katherine,24.8,37.8,0.0,N,31.0,NW,SSE,9.0,11.0,66.0,1009.3,1005.1,32.3,No,No
296,2013-12-22,Katherine,25.4,37.3,0.0,N,39.0,NNW,NE,4.0,9.0,76.0,1009.4,1004.6,29.0,No,No
297,2013-12-23,Katherine,25.2,37.5,0.0,NW,31.0,NE,ESE,9.0,9.0,64.0,1009.3,1005.3,30.3,No,No
298,2013-12-24,Katherine,26.0,35.1,0.0,N,43.0,S,W,11.0,9.0,76.0,1009.7,1004.1,29.9,No,Yes
299,2013-12-25,Katherine,25.1,35.7,4.4,E,46.0,NE,E,7.0,11.0,100.0,1009.4,1004.3,27.4,Yes,Yes
300,2013-12-26,Katherine,24.1,29.1,15.6,SE,24.0,SE,WSW,15.0,11.0,97.0,1010.1,1007.8,27.0,Yes,No
301,2013-12-27,Katherine,24.7,32.0,0.4,W,24.0,ESE,WNW,7.0,15.0,78.0,1008.9,1005.5,27.9,No,Yes
302,2013-12-28,Katherine,24.049999999999997,34.9,14.1,NE,41.0,NW,WNW,9.0,11.0,82.5,1009.2,1005.4,26.7,Yes,Yes
303,2013-12-29,Katherine,23.4,33.7,27.8,N,31.0,N,SSE,7.0,11.0,87.0,1010.0,1006.3,25.5,Yes,No
304,2013-12-30,Katherine,24.7,37.2,0.0,NW,33.0,SW,NNW,9.0,13.0,75.0,1010.1,1006.8,30.0,No,No
305,2013-12-31,Katherine,25.4,36.3,0.2,SW,28.0,W,NNW,2.0,15.0,71.0,1009.8,1006.1,30.1,No,Yes
306,2014-01-01,Katherine,24.9,37.8,3.2,NW,24.0,WNW,NNE,13.0,6.0,72.0,1008.8,1005.3,29.9,Yes,No
307,2014-01-02,Katherine,26.8,38.9,0.0,SW,28.0,WNW,NW,11.0,9.0,74.0,1009.9,1006.0,30.7,No,No
308,2014-01-03,Katherine,27.8,37.3,0.0,SE,76.0,WNW,W,19.0,19.0,75.0,1009.8,1005.3,30.5,No,Yes
309,2014-01-04,Katherine,22.0,36.4,20.6,WNW,33.0,NNW,N,7.0,9.0,77.0,1008.6,1004.5,27.0,Yes,No
310,2014-01-05,Katherine,24.6,36.9,0.0,NNE,41.0,SW,NW,7.0,7.0,67.0,1007.9,1004.3,29.0,No,No
311,2014-01-06,Katherine,24.9,37.5,0.0,SE,30.0,SW,SE,6.0,13.0,74.0,1009.1,1005.4,28.7,No,No
312,2014-01-07,Katherine,20.5,38.2,0.0,ESE,37.0,SE,SSE,13.0,20.0,46.0,1007.7,1003.8,29.5,No,No
313,2014-01-08,Katherine,20.3,40.0,0.0,SE,28.0,S,ESE,6.0,15.0,45.0,1006.0,1002.1,29.2,No,No
314,2014-01-09,Katherine,20.0,40.6,0.0,E,54.0,S,WNW,0.0,13.0,96.0,1006.0,1001.9,29.0,No,No
315,2014-01-10,Katherine,25.3,37.6,0.0,WSW,65.0,E,W,6.0,13.0,65.0,1008.9,1004.6,30.0,No,No
316,2014-01-11,Katherine,24.0,35.4,0.6,ESE,70.0,E,SE,13.0,15.0,64.0,1009.0,1004.8,30.4,No,Yes
317,2014-01-12,Katherine,22.9,35.1,4.4,SE,57.0,SSE,SE,9.0,17.0,77.0,1006.9,1002.5,28.0,Yes,Yes
318,2014-01-13,Katherine,24.0,30.5,6.0,E,50.0,ESE,SE,17.0,13.0,82.0,1004.1,999.7,26.9,Yes,Yes
319,2014-01-14,Katherine,24.5,31.6,20.8,ESE,43.0,ESE,E,24.0,17.0,87.0,1000.8,996.6,26.6,Yes,Yes
320,2014-01-15,Katherine,25.1,31.5,8.0,NNE,56.0,NE,N,22.0,33.0,86.0,998.9,998.1,26.6,Yes,Yes
321,2014-01-16,Katherine,24.1,32.3,25.0,N,46.0,NNW,N,22.0,30.0,89.0,1004.6,1001.5,26.3,Yes,Yes
322,2014-01-17,Katherine,25.1,30.6,8.2,NNW,52.0,NNW,NNW,19.0,19.0,85.0,1005.4,1001.1,27.0,Yes,Yes
323,2014-01-18,Katherine,23.9,34.0,9.8,WNW,43.0,N,NW,13.0,17.0,79.0,1005.5,1001.4,28.5,Yes,No
324,2014-01-19,Katherine,24.8,32.2,0.8,W,59.0,NW,W,15.0,20.0,83.0,1005.5,1003.3,27.0,No,Yes
325,2014-01-20,Katherine,24.1,34.0,12.1,NW,37.0,NW,NW,15.0,24.0,81.0,1005.4,1002.1,27.3,Yes,No
326,2014-01-21,Katherine,25.5,35.0,0.0,NW,40.0,WNW,WSW,13.0,7.0,71.0,1005.9,1002.2,29.0,No,Yes
327,2014-01-22,Katherine,23.4,33.9,59.6,ESE,43.0,WNW,WSW,2.0,6.0,92.0,1007.1,1003.0,25.9,Yes,Yes
328,2014-01-23,Katherine,24.3,33.3,41.0,ESE,30.0,NE,SSE,13.0,11.0,87.0,1006.7,1003.3,27.0,Yes,Yes
329,2014-01-24,Katherine,24.5,33.4,2.6,NNW,33.0,ENE,NW,9.0,17.0,95.0,1006.2,1002.3,27.4,Yes,Yes
330,2014-01-25,Katherine,24.1,34.4,15.8,S,28.0,ENE,NNW,0.0,7.0,88.0,1007.2,1003.5,26.6,Yes,Yes
331,2014-01-26,Katherine,25.0,34.6,6.8,E,50.0,W,WSW,9.0,4.0,81.0,1007.4,1002.5,28.1,Yes,Yes
332,2014-01-27,Katherine,24.2,34.7,9.2,NW,41.0,NW,ESE,9.0,13.0,84.0,1005.9,1001.7,27.2,Yes,No
333,2014-01-28,Katherine,24.1,34.6,0.8,ENE,54.0,E,NE,13.0,7.0,78.0,1006.0,1001.0,28.1,No,Yes
334,2014-01-29,Katherine,23.9,33.6,19.8,E,31.0,E,ESE,7.0,19.0,85.0,1004.7,1000.8,27.5,Yes,Yes
335,2014-01-30,Katherine,25.0,34.1,4.6,NNW,35.0,NNW,E,11.0,9.0,86.0,1005.2,1001.3,26.8,Yes,Yes
336,2014-01-31,Katherine,23.9,32.5,2.0,NE,50.0,NNW,N,13.0,28.0,75.0,1003.4,1000.9,28.3,Yes,Yes
337,2014-02-01,Katherine,21.0,28.2,69.5,NW,33.0,N,SSW,20.0,9.0,98.0,1000.0,997.8,24.0,Yes,Yes
338,2014-02-02,Katherine,22.7,32.6,65.6,NW,39.0,WNW,NW,19.0,24.0,89.0,1004.8,1001.5,25.6,Yes,Yes
339,2014-02-03,Katherine,23.3,32.2,15.0,NW,50.0,N,N,19.0,19.0,89.0,1003.0,998.9,26.1,Yes,Yes
340,2014-02-04,Katherine,23.15,29.4,34.0,NW,63.0,NNW,W,26.0,28.0,85.0,999.8,998.1,26.9,Yes,Yes
341,2014-02-05,Katherine,23.075,31.7,17.9,WNW,39.0,NW,WNW,22.0,20.0,83.0,1003.1,1000.2,27.2,Yes,Yes
342,2014-02-06,Katherine,23.0375,29.9,1.8,NNW,52.0,NNW,NNW,20.0,24.0,81.0,1003.3,1000.6,27.5,Yes,Yes
343,2014-02-07,Katherine,23.0,32.3,17.4,NW,44.0,W,NW,19.0,28.0,96.0,1003.5,1000.4,23.5,Yes,Yes
344,2014-02-08,Katherine,23.2,33.2,10.2,NNW,52.0,NW,NNE,13.0,20.0,89.0,1004.8,1001.5,25.7,Yes,Yes
345,2014-02-09,Katherine,23.9,35.2,19.4,NW,54.0,NNE,N,13.0,9.0,79.0,1007.1,1003.6,28.9,Yes,Yes
346,2014-02-10,Katherine,24.4,34.4,5.4,WNW,63.0,W,WNW,6.0,20.0,93.0,1007.3,1002.8,26.9,Yes,Yes
347,2014-02-11,Katherine,25.5,31.5,6.6,W,57.0,NW,NNW,9.0,9.0,84.5,1006.3,1004.2,27.8,Yes,No
348,2014-02-12,Katherine,24.8,33.6,0.8,W,51.5,NW,NNW,17.0,13.0,80.25,1008.2,1005.6,26.5,No,Yes
349,2014-02-13,Katherine,23.9,34.9,6.0,NE,46.0,NNE,WNW,6.0,9.0,78.125,1009.7,1005.7,27.1,Yes,Yes
350,2014-02-14,Katherine,25.1,35.4,12.4,NNW,35.0,NW,WNW,13.0,11.0,76.0,1007.9,1003.3,28.6,Yes,Yes
351,2014-02-15,Katherine,24.7,34.0,6.6,N,41.0,WNW,WNW,11.0,15.0,87.0,1007.2,1003.4,27.2,Yes,No
352,2014-02-16,Katherine,25.5,32.2,0.0,WSW,41.0,WNW,W,15.0,20.0,82.0,1008.6,1004.2,27.7,No,Yes
353,2014-02-17,Katherine,25.4,33.1,11.8,E,30.0,S,E,7.0,17.0,92.0,1007.5,1002.8,26.6,Yes,No
354,2014-02-18,Katherine,24.0,35.5,0.0,ESE,28.0,SSE,SSE,6.0,13.0,94.0,1005.8,1002.4,27.3,No,No
355,2014-02-19,Katherine,23.2,34.5,0.0,WNW,33.0,NNW,NW,20.0,20.0,83.0,1007.9,1003.4,26.2,No,No
356,2014-02-20,Katherine,22.6,33.7,0.0,WNW,35.0,WNW,S,17.0,9.0,75.0,1008.2,1004.6,28.5,No,Yes
357,2014-02-21,Katherine,21.8,34.5,5.2,SSE,33.0,S,SSE,7.0,17.0,82.0,1009.9,1006.5,26.2,Yes,No
358,2014-02-22,Katherine,19.6,34.5,0.0,ESE,33.0,SSE,SE,9.0,13.0,82.0,1009.7,1006.3,25.0,No,No
359,2014-02-23,Katherine,20.0,35.3,0.0,ENE,24.0,SE,S,15.0,11.0,74.0,1009.3,1005.6,25.6,No,No
360,2014-02-24,Katherine,22.1,34.6,0.0,WNW,26.0,NNW,WNW,6.0,11.0,61.0,1009.7,1005.8,29.4,No,No
361,2014-02-25,Katherine,23.3,34.8,0.0,NW,31.0,NW,NW,17.0,19.0,75.0,1009.6,1005.3,28.6,No,No
362,2014-02-26,Katherine,25.6,34.4,0.0,WNW,41.0,NW,W,17.0,28.0,79.0,1009.5,1004.9,28.3,No,Yes
363,2014-02-27,Katherine,24.7,34.6,5.5,NNW,46.0,N,WNW,9.0,20.0,85.0,1008.9,1005.5,28.1,Yes,Yes
364,2014-02-28,Katherine,23.3,32.6,33.4,NW,30.0,WNW,WNW,20.0,15.0,94.0,1010.3,1006.2,24.0,Yes,Yes
365,2014-03-01,Katherine,23.1,32.6,7.6,NW,44.0,NW,WNW,7.0,7.0,85.0,1010.1,1006.0,27.0,Yes,Yes
366,2014-03-02,Katherine,23.2,34.4,84.0,NW,28.0,WNW,NNW,9.0,15.0,87.0,1010.0,1005.1,26.8,Yes,Yes
367,2014-03-03,Katherine,24.5,34.1,4.6,NW,33.0,E,E,11.0,9.0,84.0,1010.1,1006.0,26.9,Yes,No
368,2014-03-04,Katherine,24.6,34.4,0.0,E,28.0,SE,E,13.0,6.0,88.0,1011.1,1007.2,27.0,No,No
369,2014-03-05,Katherine,24.6,34.6,0.0,SE,43.0,E,SE,17.0,13.0,73.0,1010.4,1006.1,29.7,No,No
370,2014-03-06,Katherine,24.1,35.2,0.0,ESE,39.0,SSW,ENE,6.0,13.0,83.0,1009.4,1005.7,27.7,No,No
371,2014-03-07,Katherine,23.6,34.95,0.0,SE,30.0,SW,ENE,2.0,11.0,86.0,1010.8,1006.9,26.8,No,Yes
372,2014-03-08,Katherine,23.25,34.7,1.6,NE,41.0,E,SW,9.0,22.0,84.5,1010.0,1006.0,27.05,Yes,Yes
373,2014-03-09,Katherine,22.9,35.4,3.2,SSE,30.0,WSW,S,7.0,13.0,83.0,1010.3,1006.1,27.3,Yes,No
374,2014-03-10,Katherine,23.7,36.0,0.0,SSE,31.0,W,SSE,13.0,20.0,75.0,1010.6,1006.8,28.2,No,No
375,2014-03-11,Katherine,22.4,36.25,0.0,SSE,28.0,NW,S,7.0,13.0,80.0,1010.7,1006.6,27.1,No,Yes
376,2014-03-12,Katherine,22.45,36.5,1.5,ESE,50.0,WNW,SE,6.0,13.0,85.0,1009.8,1005.8,28.05,Yes,Yes
377,2014-03-13,Katherine,22.5,36.2,3.0,E,31.0,SE,SSE,7.0,17.0,90.0,1010.4,1006.6,29.0,Yes,No
378,2014-03-14,Katherine,24.4,35.7,0.0,SSE,26.0,N,SE,6.0,13.0,67.0,1012.0,1007.6,29.8,No,No
379,2014-03-15,Katherine,23.6,36.6,0.0,SSE,30.0,NE,ESE,6.0,17.0,74.0,1011.0,1007.2,28.5,No,No
380,2014-03-16,Katherine,21.8,36.7,0.0,SE,41.0,NNW,SE,6.0,15.0,71.0,1011.8,1008.3,28.7,No,No
381,2014-03-17,Katherine,20.9,36.5,0.0,SE,45.5,ENE,ESE,19.0,26.0,61.0,1012.8,1009.0,29.8,No,No
382,2014-03-18,Katherine,21.9,36.4,0.0,E,50.0,ENE,E,19.0,33.0,62.0,1012.8,1009.5,28.9,No,No
383,2014-03-19,Katherine,21.8,37.0,0.0,ESE,44.0,ESE,ESE,13.0,20.0,70.0,1012.5,1008.1,27.9,No,No
384,2014-03-20,Katherine,23.2,37.5,0.0,E,41.0,NNW,E,7.0,17.0,66.0,1010.5,1006.1,29.9,No,No
385,2014-03-21,Katherine,21.3,37.9,0.0,ENE,31.0,NW,SSE,9.0,11.0,74.0,1009.8,1005.3,28.9,No,No
386,2014-03-22,Katherine,23.2,37.7,0.0,E,33.0,ENE,E,6.0,11.0,57.0,1009.7,1005.7,30.1,No,No
387,2014-03-23,Katherine,23.9,36.7,0.0,E,39.0,ESE,E,13.0,19.0,75.0,1010.9,1007.7,29.5,No,No
388,2014-03-24,Katherine,23.7,36.1,0.0,SE,65.0,ESE,SE,0.0,19.0,69.0,1010.5,1006.1,29.5,No,Yes
389,2014-03-25,Katherine,22.5,36.5,4.2,E,39.0,SE,E,9.0,20.0,76.0,1010.8,1007.0,26.6,Yes,No
390,2014-03-26,Katherine,19.6,35.7,0.0,E,35.0,SE,SE,15.0,15.0,50.0,1012.0,1008.6,27.0,No,No
391,2014-03-27,Katherine,15.5,34.6,0.0,SSE,39.0,SE,SE,11.0,19.0,45.0,1012.2,1007.9,25.1,No,No
