,Date,Location,MinTemp,MaxTemp,Rainfall,WindDir9am,WindSpeed9am,Humidity9am,Pressure9am,Pressure3pm,Temp9am,RainToday,RainTomorrow
623,2010-08-16,Albany,8.2,17.8,0.0,NNE,9.0,82.0,1019.5,1012.7,12.3,No,No
624,2010-08-17,Albany,6.8,16.2,0.2,W,6.0,92.0,1004.4,1000.9,10.0,No,Yes
625,2010-08-18,Albany,7.8,11.6,14.8,SSW,24.0,64.0,1012.3,1014.1,10.0,Yes,Yes
626,2010-08-19,Albany,7.5,14.5,7.8,NNW,6.0,90.0,1021.7,1020.6,9.8,Yes,No
627,2010-08-20,Albany,7.1,16.8,0.4,W,7.0,87.0,1020.6,1017.6,10.0,No,No
628,2010-08-21,Albany,8.2,17.6,0.2,NW,7.0,74.0,1015.0,1011.4,12.2,No,Yes
629,2010-08-22,Albany,10.0,13.0,27.0,S,24.0,79.0,1016.7,1017.6,10.4,Yes,No
630,2010-08-23,Albany,7.4,14.4,0.2,NW,11.0,69.0,1018.4,1019.6,12.0,No,Yes
631,2010-08-24,Albany,10.4,13.3,3.2,S,20.0,73.0,1028.3,1027.5,10.9,Yes,No
632,2010-08-25,Albany,10.4,14.0,0.0,WSW,30.0,67.0,1030.1,1028.8,12.2,No,No
633,2010-08-26,Albany,11.8,13.5,0.0,WSW,20.0,66.0,1029.7,1028.0,12.5,No,No
634,2010-08-27,Albany,10.2,16.6,0.0,NNW,19.0,74.0,1027.0,1023.2,12.0,No,No
635,2010-08-28,Albany,7.5,22.5,0.0,NE,7.0,69.0,1018.9,1013.3,12.2,No,No
636,2010-08-29,Albany,8.6,19.8,0.0,WNW,11.0,72.0,1015.1,1014.9,15.0,No,Yes
637,2010-08-30,Albany,8.8,16.9,1.6,NW,4.0,93.0,1014.5,1012.4,12.2,Yes,Yes
638,2010-08-31,Albany,8.5,15.3,2.6,NW,0.0,88.0,1016.3,1016.9,12.0,Yes,Yes
639,2010-09-01,Albany,11.3,14.5,1.2,SE,24.0,65.0,1025.1,1024.3,13.3,Yes,Yes
640,2010-09-02,Albany,8.6,15.7,1.4,WSW,6.0,85.0,1027.8,1026.2,11.8,Yes,No
641,2010-09-03,Albany,9.0,15.6,0.6,W,6.0,95.0,1024.9,1021.3,11.1,No,Yes
642,2010-09-04,Albany,10.4,15.5,9.8,SSW,26.0,70.0,1021.9,1022.1,14.0,Yes,No
643,2010-09-05,Albany,10.5,16.4,1.0,W,6.0,86.0,1027.3,1024.2,11.6,No,No
644,2010-09-06,Albany,8.2,19.1,0.0,NW,9.0,75.0,1019.0,1013.1,11.9,No,No
645,2010-09-07,Albany,9.8,19.1,0.0,N,15.0,70.0,1004.9,1001.3,15.0,No,Yes
646,2010-09-08,Albany,6.4,15.6,14.6,NW,11.0,75.0,1009.7,1006.9,10.2,Yes,Yes
647,2010-09-09,Albany,9.8,13.5,11.0,SSW,17.0,63.0,1020.0,1020.2,12.0,Yes,No
648,2010-09-10,Albany,9.2,15.8,0.0,NW,9.0,73.0,1021.0,1018.1,11.0,No,No
649,2010-09-11,Albany,9.6,18.5,0.0,NNW,9.0,51.0,1014.9,1010.8,14.2,No,Yes
650,2010-09-12,Albany,9.4,12.8,10.0,SW,31.0,74.0,1017.8,1021.2,11.0,Yes,Yes
651,2010-09-13,Albany,9.1,14.5,3.2,SSE,9.0,67.0,1029.1,1027.8,12.2,Yes,No
652,2010-09-14,Albany,9.1,16.5,0.2,W,4.0,76.0,1028.5,1025.9,11.5,No,No
653,2010-09-15,Albany,8.8,16.2,0.0,SW,9.0,83.0,1028.5,1026.3,11.4,No,Yes
654,2010-09-16,Albany,11.4,15.4,1.8,E,17.0,75.0,1032.2,1032.0,13.9,Yes,No
655,2010-09-17,Albany,11.8,16.3,0.0,ENE,19.0,50.0,1035.9,1034.2,14.8,No,No
656,2010-09-18,Albany,12.0,15.4,0.0,ENE,6.0,55.0,1036.9,1034.4,13.8,No,No
657,2010-09-19,Albany,12.4,17.6,0.0,NE,7.0,62.0,1037.1,1033.1,14.5,No,No
658,2010-09-20,Albany,8.7,16.9,0.0,NNE,9.0,69.0,1035.5,1030.6,12.5,No,No
659,2010-09-21,Albany,9.5,20.1,0.0,ENE,6.0,69.0,1031.5,1028.2,13.8,No,No
660,2010-09-22,Albany,8.4,19.6,0.0,W,2.0,69.0,1030.9,1028.1,13.9,No,No
661,2010-09-23,Albany,9.0,27.2,0.0,WSW,2.0,77.0,1026.3,1022.6,13.0,No,No
662,2010-09-24,Albany,12.0,20.5,0.0,NNW,7.0,69.0,1020.5,1021.6,15.8,No,No
663,2010-09-25,Albany,8.5,18.6,0.0,NNW,11.0,70.0,1025.2,1021.4,15.2,No,No
664,2010-09-26,Albany,11.8,18.0,0.0,WNW,4.0,73.0,1022.1,1022.3,15.9,No,No
665,2010-09-27,Albany,11.4,15.1,0.6,ESE,19.0,58.0,1026.9,1025.1,13.8,No,No
666,2010-09-28,Albany,11.5,17.6,0.0,NE,7.0,56.0,1027.1,1023.8,14.8,No,No
667,2010-09-29,Albany,9.4,20.1,0.0,ENE,2.0,69.0,1021.5,1018.3,17.0,No,No
668,2010-09-30,Albany,15.5,19.0,0.0,E,19.0,76.0,1018.3,1015.9,17.0,No,No
669,2010-10-01,Albany,14.4,20.2,0.0,NE,13.0,68.0,1013.9,1010.8,18.4,No,No
670,2010-10-02,Albany,12.8,17.8,0.0,W,4.0,89.0,1011.9,1013.2,16.6,No,No
671,2010-10-03,Albany,10.2,18.1,0.0,NW,9.0,70.0,1020.6,1019.1,15.9,No,Yes
672,2010-10-04,Albany,11.5,16.3,7.8,SSE,7.0,89.0,1024.1,1022.1,14.0,Yes,No
673,2010-10-05,Albany,12.5,17.8,0.0,NW,20.0,69.0,1019.8,1022.5,15.5,No,No
674,2010-10-06,Albany,12.5,16.2,0.6,SE,4.0,49.0,1031.0,1029.7,15.0,No,No
675,2010-10-07,Albany,7.4,19.9,0.0,ENE,20.0,60.0,1031.1,1025.9,15.0,No,No
676,2010-10-08,Albany,9.8,28.3,0.0,NNE,6.0,68.0,1021.9,1016.3,15.1,No,No
677,2010-10-09,Albany,11.2,27.4,0.0,SW,6.0,62.0,1007.9,1004.2,20.0,No,No
678,2010-10-10,Albany,13.5,17.8,0.6,WSW,4.0,70.0,1006.8,1009.0,17.0,No,Yes
679,2010-10-11,Albany,7.9,15.0,20.6,WSW,19.0,60.0,1022.5,1023.0,12.7,Yes,No
680,2010-10-12,Albany,6.8,17.4,0.0,SE,7.0,57.0,1026.7,1022.6,14.6,No,No
681,2010-10-13,Albany,7.6,19.2,0.0,WNW,7.0,59.0,1018.4,1014.7,16.0,No,Yes
682,2010-10-14,Albany,9.8,14.9,2.6,S,31.0,67.0,1024.8,1025.6,11.5,Yes,No
683,2010-10-15,Albany,11.5,17.1,0.0,ESE,19.0,57.0,1030.5,1028.5,14.5,No,No
684,2010-10-16,Albany,9.9,18.5,0.0,NNE,7.0,57.0,1028.3,1023.6,15.8,No,No
685,2010-10-17,Albany,10.2,21.0,0.0,E,15.0,70.0,1022.2,1019.4,16.1,No,No
686,2010-10-18,Albany,11.5,28.0,0.0,NE,6.0,55.0,1017.9,1014.2,19.5,No,No
687,2010-10-19,Albany,12.4,32.3,0.0,N,20.0,20.0,1012.9,1011.3,27.2,No,No
688,2010-10-20,Albany,13.9,27.6,0.0,N,9.0,34.0,1009.0,1006.8,24.0,No,Yes
689,2010-10-21,Albany,13.0,16.5,13.2,S,19.0,55.0,1019.4,1018.6,14.2,Yes,Yes
690,2010-10-22,Albany,10.0,17.8,4.4,NNW,6.0,92.0,1023.2,1023.1,13.4,Yes,No
691,2010-10-23,Albany,9.1,18.8,0.4,SE,7.0,68.0,1026.3,1022.9,16.2,No,No
692,2010-10-24,Albany,12.5,19.7,0.0,S,9.0,69.0,1021.3,1018.5,16.8,No,No
693,2010-10-25,Albany,11.0,20.3,0.0,WNW,7.0,64.0,1019.7,1018.7,18.4,No,No
694,2010-10-26,Albany,11.2,21.0,0.0,NNE,7.0,71.0,1022.3,1017.4,17.4,No,No
695,2010-10-27,Albany,16.3,20.6,0.0,N,6.0,81.0,1006.9,1005.3,18.1,No,Yes
696,2010-10-28,Albany,13.1,15.8,3.2,WSW,46.0,79.0,1006.8,1010.6,14.2,Yes,Yes
697,2010-10-29,Albany,10.4,15.5,7.8,SW,22.0,58.0,1024.3,1025.9,13.8,Yes,No
698,2010-10-30,Albany,8.0,17.5,0.0,SW,9.0,72.0,1031.2,1028.7,14.0,No,No
699,2010-10-31,Albany,8.3,19.1,0.0,NNE,6.0,52.0,1028.2,1023.8,17.0,No,No
700,2010-11-01,Albany,13.2,21.8,0.0,E,17.0,67.0,1023.3,1020.2,18.5,No,No
701,2010-11-02,Albany,15.5,24.4,0.0,ENE,11.0,55.0,1021.7,1018.3,21.8,No,No
702,2010-11-03,Albany,16.6,26.8,0.0,NNE,7.0,47.0,1019.3,1015.4,23.6,No,No
703,2010-11-04,Albany,17.4,23.0,0.0,W,4.0,50.0,1009.9,1009.8,22.1,No,Yes
704,2010-11-05,Albany,10.8,18.2,9.6,W,7.0,83.0,1012.8,1012.2,14.0,Yes,Yes
705,2010-11-06,Albany,11.9,18.4,4.8,WSW,35.0,62.0,1016.7,1015.2,17.0,Yes,No
706,2010-11-07,Albany,12.2,19.0,0.2,W,9.0,66.0,1016.0,1014.1,17.1,No,No
707,2010-11-08,Albany,10.0,22.2,0.0,NNE,9.0,58.0,1014.9,1010.8,18.5,No,No
708,2010-11-09,Albany,16.7,21.1,0.4,WNW,9.0,77.0,1012.8,1015.2,20.1,No,Yes
709,2010-11-10,Albany,14.9,18.4,13.8,SSE,2.0,93.0,1016.6,1012.7,15.7,Yes,Yes
710,2010-11-11,Albany,14.0,18.0,13.0,SW,31.0,64.0,1013.0,1014.2,16.8,Yes,Yes
711,2010-11-12,Albany,11.0,16.5,2.8,SSW,19.0,62.0,1018.9,1018.9,14.5,Yes,No
712,2010-11-13,Albany,12.1,17.1,0.0,SE,13.0,59.0,1021.2,1020.5,15.8,No,No
713,2010-11-14,Albany,14.1,17.5,0.0,SE,15.0,59.0,1023.9,1022.9,15.8,No,No
714,2010-11-15,Albany,14.7,18.5,0.0,E,19.0,56.0,1025.6,1023.8,16.5,No,No
715,2010-11-16,Albany,15.6,19.8,0.0,ENE,6.0,60.0,1023.7,1020.8,18.0,No,No
716,2010-11-17,Albany,11.1,20.5,0.0,SW,6.0,71.0,1022.1,1020.5,18.0,No,No
717,2010-11-18,Albany,16.3,20.8,0.0,ENE,17.0,65.0,1023.3,1020.1,19.0,No,No
718,2010-11-19,Albany,15.6,22.8,0.0,SE,17.0,78.0,1018.5,1015.3,20.1,No,No
719,2010-11-20,Albany,18.3,25.7,0.0,E,24.0,74.0,1014.7,1010.1,22.5,No,No
720,2010-11-21,Albany,20.0,26.8,0.0,E,0.0,68.0,1011.3,1006.6,22.6,No,No
721,2010-11-22,Albany,18.5,19.4,1.0,SSW,20.0,87.0,1009.3,1012.2,18.8,No,No
722,2010-11-23,Albany,13.8,19.6,0.6,ESE,4.0,67.0,1019.6,1019.5,17.0,No,No
723,2010-11-24,Albany,10.6,21.3,0.0,NW,7.0,64.0,1021.8,1019.2,18.1,No,No
724,2010-11-25,Albany,14.0,21.5,0.0,WNW,7.0,61.0,1018.5,1017.6,20.9,No,No
725,2010-11-26,Albany,15.2,18.0,0.0,SSE,19.0,50.0,1022.6,1022.9,16.7,No,No
726,2010-11-27,Albany,14.2,20.2,0.0,E,24.0,55.0,1025.7,1023.2,16.8,No,No
727,2010-11-28,Albany,15.8,23.3,0.0,ENE,15.0,51.0,1024.4,1021.5,19.9,No,No
728,2010-11-29,Albany,15.6,31.1,0.0,NE,11.0,46.0,1018.4,1014.2,23.0,No,No
729,2010-11-30,Albany,16.3,35.8,0.0,NNW,13.0,20.0,1009.6,1008.3,30.7,No,No
730,2010-12-01,Albany,16.6,18.0,0.0,SSW,31.0,72.0,1013.2,1012.7,16.8,No,No
731,2010-12-02,Albany,12.4,20.2,0.0,SE,6.0,57.0,1011.5,1009.3,18.0,No,Yes
732,2010-12-03,Albany,10.2,19.1,13.4,WNW,4.0,84.0,1007.0,1005.9,14.0,Yes,Yes
733,2010-12-04,Albany,13.8,19.5,5.2,SW,33.0,71.0,1005.4,1003.2,17.9,Yes,Yes
734,2010-12-05,Albany,14.8,19.3,1.2,SW,31.0,71.0,1004.2,1003.3,17.5,Yes,No
735,2010-12-06,Albany,13.9,18.5,1.0,NNW,2.0,85.0,1003.2,1002.4,17.0,No,Yes
736,2010-12-07,Albany,14.2,18.4,5.6,SW,22.0,80.0,1005.0,1006.7,17.0,Yes,Yes
737,2010-12-08,Albany,14.5,19.0,1.6,SW,22.0,79.0,1014.4,1016.4,15.0,Yes,No
738,2010-12-09,Albany,12.9,17.4,1.0,SSW,19.0,52.0,1024.8,1024.8,15.6,No,No
739,2010-12-10,Albany,14.0,17.8,0.0,SW,19.0,68.0,1024.7,1022.3,15.6,No,No
740,2010-12-11,Albany,15.2,20.0,0.0,SW,19.0,79.0,1019.0,1015.8,16.9,No,No
741,2010-12-12,Albany,14.0,21.6,0.0,ENE,4.0,65.0,1012.9,1007.2,19.8,No,No
742,2010-12-13,Albany,17.2,20.5,0.0,S,17.0,70.0,1009.0,1009.1,18.9,No,No
743,2010-12-14,Albany,16.8,18.5,0.0,SW,26.0,64.0,1013.4,1014.9,17.6,No,No
744,2010-12-15,Albany,15.3,19.2,0.0,S,11.0,80.0,1018.9,1016.8,16.9,No,No
745,2010-12-16,Albany,14.3,20.1,0.0,SSW,13.0,69.0,1017.2,1014.9,17.8,No,No
746,2010-12-17,Albany,15.2,17.7,0.2,SSE,17.0,62.0,1015.9,1015.0,17.4,No,No
747,2010-12-18,Albany,14.2,18.3,0.0,SSE,13.0,64.0,1017.5,1015.9,16.0,No,No
748,2010-12-19,Albany,14.8,20.0,1.0,ESE,19.0,91.0,1018.5,1017.2,16.6,No,No
749,2010-12-20,Albany,16.2,19.8,0.0,E,26.0,69.0,1017.9,1015.3,18.3,No,No
750,2010-12-21,Albany,17.1,21.9,0.0,ENE,17.0,75.0,1013.6,1011.0,19.4,No,No
751,2010-12-22,Albany,17.8,22.4,0.0,NNE,20.0,82.0,1014.7,1013.5,20.0,No,No
752,2010-12-23,Albany,18.1,24.8,0.2,ENE,26.0,76.0,1014.5,1011.6,21.0,No,Yes
753,2010-12-24,Albany,19.3,25.0,3.4,SE,13.0,91.0,1013.4,1013.9,21.1,Yes,No
754,2010-12-25,Albany,18.2,21.9,0.0,ESE,33.0,83.0,1019.4,1019.0,19.8,No,No
755,2010-12-26,Albany,16.0,21.0,0.4,E,20.0,69.0,1022.0,1018.2,17.3,No,No
756,2010-12-27,Albany,17.0,23.1,0.0,E,19.0,57.0,1011.5,1005.9,20.4,No,No
757,2010-12-28,Albany,18.5,20.4,0.0,SSE,30.0,79.0,1012.4,1013.6,18.9,No,No
758,2010-12-29,Albany,17.5,21.5,0.0,ENE,15.0,57.0,1016.5,1013.5,19.6,No,No
759,2010-12-30,Albany,16.8,23.0,0.0,ESE,13.0,68.0,1014.2,1013.1,20.5,No,No
760,2010-12-31,Albany,15.7,21.0,0.0,SSW,19.0,62.0,1016.4,1016.0,19.0,No,No
761,2011-01-01,Albany,19.1,21.4,0.0,ESE,19.0,55.0,1018.5,1017.0,19.5,No,No
762,2011-01-02,Albany,19.3,22.0,0.0,E,26.0,66.0,1018.0,1015.3,19.2,No,No
763,2011-01-03,Albany,18.5,23.5,0.0,E,35.0,70.0,1012.2,1009.1,21.4,No,No
764,2011-01-04,Albany,19.2,30.8,0.0,SE,7.0,73.0,1012.7,1010.3,20.6,No,No
765,2011-01-05,Albany,18.1,37.9,0.0,NNE,19.0,50.0,1000.7,998.1,30.7,No,Yes
766,2011-01-06,Albany,16.8,21.8,15.4,NNE,9.5,58.0,1002.1,1001.6,20.4,Yes,No
767,2011-01-07,Albany,15.7,21.4,0.0,NNE,4.75,64.0,1005.5,1007.0,19.5,No,No
768,2011-01-08,Albany,15.0,22.2,0.0,NNE,2.375,56.0,1014.6,1014.4,19.0,No,No
769,2011-01-09,Albany,17.2,23.6,0.0,NNE,0.0,64.0,1017.5,1016.5,21.7,No,No
770,2011-01-10,Albany,18.5,23.0,0.0,NNE,5.5,61.0,1019.0,1016.9,21.0,No,No
771,2011-01-11,Albany,18.6,23.2,0.0,NNE,8.25,63.0,1017.2,1013.6,20.0,No,No
772,2011-01-12,Albany,16.3,26.6,0.0,NNE,9.625,49.0,1010.3,1005.0,22.7,No,No
773,2011-01-13,Albany,18.0,29.8,0.0,SE,11.0,50.0,998.1,993.2,26.5,No,No
774,2011-01-14,Albany,17.9,20.8,0.1,NE,41.0,61.0,1005.1,1007.6,19.8,No,No
775,2011-01-15,Albany,16.6,20.6,0.0,NE,30.5,62.0,1015.9,1015.7,18.9,No,No
776,2011-01-16,Albany,13.3,23.4,0.0,SE,20.0,69.0,1019.0,1016.2,20.0,No,No
777,2011-01-17,Albany,16.0,23.0,0.0,ESE,26.0,91.0,1012.9,1009.6,21.5,No,No
778,2011-01-18,Albany,19.0,23.4,0.0,SSW,26.0,68.0,1015.0,1013.0,19.8,No,No
779,2011-01-19,Albany,16.8,24.5,0.0,SSW,33.5,63.0,1009.5,1006.3,20.6,No,No
780,2011-01-20,Albany,17.4,21.4,0.0,SW,41.0,61.0,1012.5,1013.6,18.8,No,No
781,2011-01-21,Albany,13.8,24.4,0.0,SW,21.5,50.0,1013.5,1008.8,21.0,No,No
782,2011-01-22,Albany,18.3,26.6,0.0,SW,2.0,78.0,1008.1,1007.9,22.6,No,No
783,2011-01-23,Albany,18.5,19.2,0.2,S,26.0,84.0,1016.2,1015.4,19.0,No,Yes
784,2011-01-24,Albany,13.9,19.0,21.0,W,11.0,94.0,1012.4,1010.2,14.5,Yes,Yes
785,2011-01-25,Albany,13.1,20.9,10.8,WSW,9.0,76.0,1012.5,1012.0,17.8,Yes,No
786,2011-01-26,Albany,14.7,22.5,0.0,WSW,10.0,67.0,1013.3,1013.0,20.1,No,No
787,2011-01-27,Albany,18.0,23.1,0.0,SE,11.0,66.0,1018.0,1014.7,20.6,No,No
788,2011-01-28,Albany,20.0,27.0,0.8,SE,5.5,95.0,1009.2,1006.3,21.3,No,Yes
789,2011-01-29,Albany,20.5,23.9,16.6,SE,2.75,95.0,1015.3,1012.0,20.6,Yes,Yes
790,2011-01-30,Albany,19.6,21.5,14.0,SE,0.0,83.0,1014.1,1012.1,20.2,Yes,Yes
791,2011-01-31,Albany,18.4,19.9,3.4,SE,7.5,89.0,1014.4,1016.2,19.5,Yes,Yes
792,2011-02-01,Albany,15.6,21.9,2.6,SE,11.25,86.0,1016.6,1012.6,17.8,Yes,No
793,2011-02-02,Albany,15.8,21.4,1.0,S,15.0,71.0,1013.2,1012.7,19.8,No,No
794,2011-02-03,Albany,18.0,22.6,0.0,S,14.0,70.0,1013.9,1012.2,21.0,No,No
795,2011-02-04,Albany,18.0,21.9,0.0,SE,13.0,70.0,1015.3,1016.2,20.7,No,No
796,2011-02-05,Albany,16.6,19.4,0.0,SSE,35.0,60.0,1024.0,1024.3,18.3,No,No
797,2011-02-06,Albany,15.3,22.3,0.0,E,19.0,67.0,1027.1,1024.9,17.9,No,No
798,2011-02-07,Albany,16.0,21.5,0.8,SSE,19.0,79.0,1022.5,1019.3,18.8,No,No
799,2011-02-08,Albany,18.0,21.9,0.8,ESE,7.0,85.0,1015.8,1013.0,19.6,No,Yes
800,2011-02-09,Albany,18.9,23.3,3.2,ESE,13.0,86.0,1012.0,1011.2,21.0,Yes,No
801,2011-02-10,Albany,18.2,21.6,1.0,SE,19.0,82.0,1017.8,1018.5,20.6,No,No
802,2011-02-11,Albany,17.0,20.4,0.6,SE,22.0,89.0,1023.8,1023.2,18.1,No,Yes
803,2011-02-12,Albany,17.5,22.2,3.6,SE,24.0,66.0,1026.3,1024.2,19.0,Yes,No
804,2011-02-13,Albany,17.2,22.6,0.0,ESE,26.0,66.0,1024.3,1019.8,19.2,No,No
805,2011-02-14,Albany,18.6,23.5,0.0,ESE,19.0,66.0,1017.7,1014.2,21.6,No,No
806,2011-02-15,Albany,19.0,23.4,0.0,ESE,19.0,76.0,1014.5,1012.5,22.8,No,No
807,2011-02-16,Albany,20.0,22.4,0.0,ESE,19.0,86.0,1015.8,1015.5,20.5,No,No
808,2011-02-17,Albany,18.0,21.3,0.5,ESE,28.0,77.0,1016.1,1013.1,19.3,No,Yes
809,2011-02-18,Albany,17.8,23.5,3.4,ESE,11.0,100.0,1011.1,1007.3,19.8,Yes,No
810,2011-02-19,Albany,19.0,21.5,0.0,S,30.0,73.0,1012.6,1014.7,19.9,No,No
811,2011-02-20,Albany,17.2,20.8,0.2,S,22.0,63.0,1021.7,1020.1,18.8,No,No
812,2011-02-21,Albany,18.3,24.4,0.0,ENE,13.0,76.0,1020.0,1015.4,20.5,No,No
813,2011-02-22,Albany,17.5,24.9,0.0,ENE,11.0,66.0,1015.7,1011.7,21.2,No,No
814,2011-02-23,Albany,18.3,24.8,0.0,NNE,7.0,66.0,1013.9,1011.9,22.5,No,No
815,2011-02-24,Albany,19.8,24.4,0.0,NNE,22.0,85.0,1013.3,1010.1,21.2,No,No
816,2011-02-25,Albany,19.3,24.1,0.0,E,17.0,78.0,1009.5,1007.0,21.9,No,No
817,2011-02-26,Albany,20.2,22.8,0.0,E,13.0,89.0,1012.3,1011.1,20.6,No,No
818,2011-02-27,Albany,20.2,24.0,0.0,ESE,24.0,78.0,1012.5,1009.7,22.0,No,No
819,2011-02-28,Albany,20.0,22.0,0.8,ESE,24.0,84.0,1013.6,1014.7,21.0,No,Yes
820,2011-03-01,Albany,17.3,21.1,1.6,E,31.0,75.0,1020.2,1018.0,19.5,Yes,No
821,2011-03-02,Albany,18.3,22.8,0.0,SE,11.0,55.0,1019.0,1017.0,20.1,No,No
822,2011-03-03,Albany,17.3,24.5,0.0,E,26.0,55.0,1017.3,1011.8,21.0,No,No
823,2011-03-04,Albany,16.2,31.0,0.0,NNE,6.0,54.0,1008.6,1003.6,23.8,No,No
824,2011-03-05,Albany,20.0,24.5,0.0,NNE,4.0,87.0,1007.5,1007.5,22.1,No,No
825,2011-03-06,Albany,15.6,21.6,0.4,WSW,9.0,75.0,1012.5,1013.4,20.6,No,No
826,2011-03-07,Albany,17.2,20.9,0.8,SSW,2.0,69.0,1017.0,1015.4,20.0,No,No
827,2011-03-08,Albany,13.9,22.4,0.0,N,7.0,81.0,1015.9,1014.7,18.4,No,No
828,2011-03-09,Albany,11.8,23.0,0.0,SW,2.0,81.0,1018.3,1015.8,17.1,No,No
829,2011-03-10,Albany,16.3,26.2,0.0,SSE,7.0,86.0,1011.5,1006.4,21.5,No,No
830,2011-03-11,Albany,16.6,21.8,0.4,SW,28.0,65.0,1011.5,1012.3,20.8,No,Yes
831,2011-03-12,Albany,15.1,19.8,1.2,SSW,2.0,68.0,1020.1,1020.3,17.6,Yes,No
832,2011-03-13,Albany,11.4,22.0,0.0,SSW,0.0,72.0,1025.2,1021.8,17.0,No,No
833,2011-03-14,Albany,15.2,24.0,0.0,E,17.0,59.0,1020.1,1016.3,20.4,No,No
834,2011-03-15,Albany,18.0,23.8,0.0,E,24.0,69.0,1020.7,1019.0,21.1,No,No
835,2011-03-16,Albany,17.6,23.5,0.0,SSE,19.0,62.0,1019.5,1016.3,21.5,No,Yes
836,2011-03-17,Albany,18.4,21.8,2.2,E,19.0,92.0,1015.8,1013.5,19.6,Yes,Yes
837,2011-03-18,Albany,19.0,24.0,1.4,WSW,4.0,95.0,1012.6,1010.5,20.0,Yes,Yes
838,2011-03-19,Albany,17.4,21.7,1.8,SW,19.0,92.0,1012.8,1013.0,19.4,Yes,No
839,2011-03-20,Albany,17.6,20.7,0.0,SSE,13.0,68.0,1018.1,1017.7,18.5,No,Yes
840,2011-03-21,Albany,16.7,21.4,1.2,ENE,6.0,70.0,1019.8,1016.4,18.1,Yes,No
841,2011-03-22,Albany,16.2,25.1,0.4,ESE,19.0,75.0,1014.9,1011.9,18.0,No,No
842,2011-03-23,Albany,15.8,23.3,0.0,ESE,0.0,91.0,1015.3,1016.3,21.0,No,No
843,2011-03-24,Albany,15.8,23.3,0.0,S,2.0,74.0,1022.7,1020.9,20.6,No,No
844,2011-03-25,Albany,14.6,24.6,0.0,S,2.0,72.0,1024.0,1021.4,20.6,No,No
845,2011-03-26,Albany,15.2,25.7,0.0,N,2.0,65.0,1023.5,1020.1,18.7,No,No
846,2011-03-27,Albany,16.0,28.6,0.0,N,0.0,59.0,1020.4,1017.6,22.0,No,No
847,2011-03-28,Albany,17.7,24.0,0.0,SSW,11.0,76.0,1020.5,1019.0,21.8,No,No
848,2011-03-29,Albany,18.2,21.7,0.2,SSE,20.0,73.0,1023.9,1023.6,19.2,No,No
849,2011-03-30,Albany,17.0,22.3,0.0,SSE,4.0,59.0,1028.0,1025.6,21.0,No,No
850,2011-03-31,Albany,15.9,23.0,0.0,E,9.0,64.0,1028.6,1025.8,20.1,No,Yes
851,2011-05-01,Albany,13.4,19.8,6.6,E,0.0,93.0,1025.1,1024.1,15.4,Yes,Yes
852,2011-05-02,Albany,14.0,18.8,6.2,WNW,6.0,94.0,1026.3,1023.8,15.5,Yes,Yes
853,2011-05-03,Albany,10.6,19.6,2.4,WNW,0.0,90.0,1026.1,1023.2,14.3,Yes,No
854,2011-05-04,Albany,12.2,24.4,0.0,NNE,6.0,78.0,1024.0,1019.8,16.5,No,No
855,2011-05-05,Albany,12.5,20.6,0.0,NNW,6.0,81.0,1019.1,1017.8,17.0,No,Yes
856,2011-05-06,Albany,13.7,17.7,12.8,SW,11.0,71.0,1023.9,1023.4,16.0,Yes,No
857,2011-05-07,Albany,14.6,19.8,0.0,NE,4.0,61.0,1025.3,1022.0,16.2,No,No
858,2011-05-08,Albany,11.1,25.0,0.0,NNE,9.0,62.0,1021.0,1016.8,14.5,No,No
859,2011-05-09,Albany,14.4,19.4,0.8,SSW,9.0,68.0,1025.7,1026.4,17.8,No,No
860,2011-05-10,Albany,15.3,18.1,0.2,SE,19.0,61.0,1033.2,1031.9,17.6,No,No
861,2011-05-11,Albany,13.8,19.5,0.0,NE,7.0,55.0,1033.4,1030.4,17.1,No,No
862,2011-05-12,Albany,11.4,18.4,0.0,NE,0.0,84.0,1031.9,1029.4,13.2,No,No
863,2011-05-13,Albany,13.1,20.1,0.0,NE,0.0,64.0,1030.5,1027.1,17.0,No,Yes
864,2011-05-14,Albany,14.3,19.7,2.0,NNE,6.0,91.0,1029.1,1025.3,16.1,Yes,No
865,2011-05-15,Albany,12.2,20.8,0.0,NNE,7.0,79.0,1025.0,1020.6,12.8,No,No
866,2011-05-16,Albany,12.7,22.0,0.2,NNW,6.0,74.0,1016.4,1011.6,16.1,No,Yes
867,2011-05-17,Albany,14.8,21.0,5.7,NNW,7.0,91.0,1012.7,1012.3,15.9,Yes,Yes
868,2011-05-18,Albany,14.5,17.0,1.2,SSE,19.0,66.0,1020.8,1020.5,16.2,Yes,No
869,2011-05-19,Albany,9.0,21.5,0.0,NNW,4.0,84.0,1021.9,1017.1,11.1,No,Yes
870,2011-05-20,Albany,11.2,16.2,6.0,SSW,20.0,91.0,1006.6,1008.0,15.6,Yes,Yes
871,2011-05-21,Albany,11.8,16.9,36.0,SW,9.0,69.0,1022.8,1022.9,14.9,Yes,No
872,2011-05-22,Albany,14.5,17.2,0.0,SSW,24.0,62.0,1027.6,1027.5,16.8,No,No
873,2011-05-23,Albany,13.0,18.2,0.8,W,2.0,89.0,1030.9,1029.5,15.0,No,No
874,2011-05-24,Albany,12.1,18.6,0.8,WSW,2.0,81.0,1030.4,1027.9,14.8,No,No
