,Date,Location,MinTemp,MaxTemp,Rainfall,WindSpeed9am,Humidity9am,Temp9am,RainToday,RainTomorrow
744,2010-12-15,Newcastle,19.4,28.3,0.0,0.0,71.0,24.0,No,No
745,2010-12-16,Newcastle,19.5,28.8,0.0,4.0,77.0,23.0,No,Yes
746,2010-12-17,Newcastle,18.8,25.5,8.2,0.0,90.0,20.5,Yes,No
747,2010-12-18,Newcastle,19.2,24.7,0.0,9.0,61.0,21.0,No,Yes
748,2010-12-19,Newcastle,17.0,23.5,3.8,0.0,68.0,20.6,Yes,No
749,2010-12-20,Newcastle,10.8,26.1,0.0,28.0,50.0,16.0,No,No
750,2010-12-21,Newcastle,12.5,28.7,0.0,17.0,56.5,19.5,No,No
751,2010-12-22,Newcastle,14.2,28.7,0.0,6.0,63.0,23.0,No,No
752,2010-12-23,Newcastle,18.4,28.8,0.0,0.0,65.0,22.4,No,No
753,2010-12-24,Newcastle,18.8,23.5,0.0,28.0,73.0,18.8,No,No
754,2010-12-25,Newcastle,16.5,29.9,0.0,4.0,68.0,23.4,No,No
755,2010-12-26,Newcastle,21.2,29.5,0.0,6.0,62.0,28.2,No,No
756,2010-12-27,Newcastle,19.0,22.2,1.0,4.0,87.0,20.8,No,No
757,2010-12-28,Newcastle,17.3,22.5,0.0,7.0,56.0,20.2,No,No
758,2010-12-29,Newcastle,15.0,28.5,0.0,7.0,65.0,22.4,No,No
759,2010-12-30,Newcastle,18.0,30.8,0.0,2.0,67.0,24.0,No,No
760,2010-12-31,Newcastle,19.6,31.4,0.0,0.0,75.0,24.6,No,No
761,2011-01-01,Newcastle,18.8,33.3,0.0,2.0,79.0,24.0,No,No
762,2011-01-02,Newcastle,20.2,31.0,0.0,4.0,75.0,24.6,No,Yes
763,2011-01-03,Newcastle,19.2,24.5,1.8,7.0,76.0,22.4,Yes,No
764,2011-01-04,Newcastle,18.7,25.0,1.0,7.0,82.0,20.7,No,No
765,2011-01-05,Newcastle,17.0,24.8,0.0,0.0,63.0,21.5,No,Yes
766,2011-01-06,Newcastle,18.8,25.6,7.4,2.0,96.0,19.6,Yes,Yes
767,2011-01-07,Newcastle,18.2,27.200000000000003,18.2,6.0,73.0,24.8,Yes,No
768,2011-01-08,Newcastle,19.4,28.8,0.0,5.0,74.0,25.4,No,No
769,2011-01-09,Newcastle,20.6,29.0,0.0,4.0,75.0,26.0,No,Yes
770,2011-01-10,Newcastle,21.8,29.5,3.6,7.0,86.0,23.6,Yes,Yes
771,2011-01-11,Newcastle,21.5,27.8,2.0,7.0,90.0,23.0,Yes,No
772,2011-01-12,Newcastle,22.5,30.0,0.4,7.0,77.0,25.4,No,No
773,2011-01-13,Newcastle,22.4,29.9,0.0,6.0,67.0,25.6,No,No
774,2011-01-14,Newcastle,21.2,31.8,0.0,15.0,60.0,25.2,No,No
775,2011-01-15,Newcastle,20.6,30.8,0.0,0.0,69.0,25.1,No,No
776,2011-01-16,Newcastle,20.25,29.8,0.0,0.0,71.0,24.450000000000003,No,No
777,2011-01-17,Newcastle,19.9,34.5,0.0,0.0,73.0,23.8,No,No
778,2011-01-18,Newcastle,20.8,25.8,0.2,7.0,69.0,23.8,No,Yes
779,2011-01-19,Newcastle,20.8,29.0,1.4,0.0,85.0,23.1,Yes,Yes
780,2011-01-20,Newcastle,20.0,28.0,5.6,2.0,76.0,24.4,Yes,No
781,2011-01-21,Newcastle,18.7,29.5,0.2,4.0,65.0,24.4,No,No
782,2011-01-22,Newcastle,18.7,29.6,0.0,4.0,62.0,24.6,No,No
783,2011-01-23,Newcastle,18.8,29.8,0.0,2.0,93.0,23.0,No,No
784,2011-01-24,Newcastle,17.5,36.8,0.0,6.0,71.0,23.5,No,No
785,2011-01-25,Newcastle,22.0,30.1,0.0,0.0,70.0,25.9,No,No
786,2011-01-26,Newcastle,22.55,38.2,0.0,2.0,91.0,25.1,No,No
787,2011-01-27,Newcastle,23.1,30.6,0.0,2.0,86.0,24.7,No,No
788,2011-01-28,Newcastle,22.7,26.8,0.0,19.0,66.0,24.0,No,No
789,2011-01-29,Newcastle,18.6,31.8,0.0,7.0,57.0,24.1,No,No
790,2011-01-30,Newcastle,19.2,31.8,0.0,4.0,69.0,25.4,No,No
791,2011-01-31,Newcastle,19.2,35.2,0.0,4.0,69.0,25.4,No,No
792,2011-02-01,Newcastle,21.4,41.2,0.0,4.0,57.0,27.4,No,No
793,2011-02-02,Newcastle,25.4,34.5,0.0,2.0,48.0,32.0,No,No
794,2011-02-03,Newcastle,25.3,40.2,0.0,2.0,61.0,30.8,No,No
795,2011-02-04,Newcastle,23.4,33.5,0.0,0.0,76.0,27.4,No,No
796,2011-02-05,Newcastle,25.3,41.0,0.0,4.0,47.0,33.1,No,Yes
797,2011-02-06,Newcastle,22.7,38.7,14.8,19.0,51.0,33.0,Yes,No
798,2011-02-07,Newcastle,20.35,22.5,0.0,0.0,84.0,19.2,No,No
799,2011-02-08,Newcastle,18.0,26.0,0.0,0.0,72.0,22.3,No,No
800,2011-02-09,Newcastle,16.9,26.5,0.0,0.0,73.0,23.0,No,Yes
801,2011-02-10,Newcastle,19.2,28.7,2.0,0.0,85.0,21.7,Yes,No
802,2011-02-11,Newcastle,18.2,35.5,0.0,0.0,73.0,22.8,No,No
803,2011-02-12,Newcastle,22.5,29.4,0.0,0.0,68.0,26.6,No,No
804,2011-02-13,Newcastle,20.0,24.2,0.0,0.0,93.0,21.4,No,No
805,2011-02-14,Newcastle,19.4,22.5,0.0,15.0,78.0,20.6,No,Yes
806,2011-02-15,Newcastle,18.6,25.7,11.6,0.0,95.0,20.0,Yes,Yes
807,2011-02-16,Newcastle,19.6,27.2,1.4,2.0,79.0,22.4,Yes,No
808,2011-02-17,Newcastle,21.1,32.2,0.0,0.0,75.0,24.0,No,Yes
809,2011-02-18,Newcastle,19.4,33.6,41.8,2.0,85.0,25.9,Yes,No
810,2011-02-19,Newcastle,20.35,35.0,0.0,4.0,72.0,27.35,No,No
811,2011-02-20,Newcastle,21.3,35.8,0.0,6.0,59.0,28.8,No,No
812,2011-02-21,Newcastle,21.9,24.2,0.0,4.0,84.0,22.8,No,Yes
813,2011-02-22,Newcastle,17.8,23.2,1.4,7.0,50.0,20.8,Yes,No
814,2011-02-23,Newcastle,17.7,24.6,0.4,2.0,80.0,19.5,No,No
815,2011-02-24,Newcastle,15.75,26.0,0.0,1.0,86.0,18.75,No,No
816,2011-02-25,Newcastle,13.8,26.2,0.0,0.0,92.0,18.0,No,No
817,2011-02-26,Newcastle,17.5,29.7,0.0,2.0,79.0,23.5,No,No
818,2011-02-27,Newcastle,17.8,31.7,0.0,2.0,67.0,25.5,No,No
819,2011-02-28,Newcastle,22.0,29.8,0.0,2.0,74.0,23.5,No,No
820,2011-03-01,Newcastle,22.5,38.2,0.4,9.0,52.0,29.5,No,Yes
821,2011-03-02,Newcastle,20.2,22.2,1.2,6.0,60.0,21.0,Yes,No
822,2011-03-03,Newcastle,17.2,30.7,0.2,4.0,87.0,20.8,No,No
823,2011-03-04,Newcastle,20.5,27.3,0.0,0.0,76.0,22.6,No,Yes
824,2011-03-05,Newcastle,19.6,22.5,5.4,15.0,65.0,20.4,Yes,No
825,2011-03-06,Newcastle,18.6,24.0,0.0,7.0,57.0,20.4,No,Yes
826,2011-03-07,Newcastle,17.0,25.8,2.2,0.0,95.0,18.5,Yes,No
827,2011-03-08,Newcastle,16.4,29.0,0.0,0.0,80.0,20.0,No,No
828,2011-03-09,Newcastle,18.0,29.5,0.0,0.0,85.0,20.4,No,No
829,2011-03-10,Newcastle,20.0,29.2,0.0,0.0,83.0,22.1,No,Yes
830,2011-03-11,Newcastle,19.2,29.8,5.4,13.0,91.0,21.0,Yes,No
831,2011-03-12,Newcastle,19.5,28.5,0.0,0.0,90.0,21.6,No,No
832,2011-03-13,Newcastle,19.3,27.85,0.0,6.0,78.0,23.1,No,Yes
833,2011-03-14,Newcastle,20.05,27.525,9.7,3.0,85.0,22.25,Yes,Yes
834,2011-03-15,Newcastle,20.425,27.362499999999997,14.549999999999999,1.5,88.5,21.825,Yes,Yes
835,2011-03-16,Newcastle,20.6125,27.28125,16.974999999999998,0.75,90.25,21.612499999999997,Yes,Yes
836,2011-03-17,Newcastle,20.70625,27.240625,18.1875,0.375,91.125,21.506249999999998,Yes,Yes
837,2011-03-18,Newcastle,20.753125,27.2203125,18.79375,0.1875,91.5625,21.453125,Yes,Yes
838,2011-03-19,Newcastle,20.7765625,27.210156249999997,19.4,0.09375,91.78125,21.4265625,Yes,No
839,2011-03-20,Newcastle,20.78828125,27.2,0.0,0.0,92.0,21.4,No,No
840,2011-03-21,Newcastle,20.8,29.299999999999997,0.6,0.0,96.0,21.8,No,No
841,2011-03-22,Newcastle,19.85,31.4,0.0,3.0,82.5,22.200000000000003,No,Yes
842,2011-03-23,Newcastle,18.9,31.5,43.6,6.0,69.0,22.6,Yes,No
843,2011-03-24,Newcastle,15.8,27.7,0.0,0.0,68.0,18.4,No,No
844,2011-03-25,Newcastle,16.9,26.7,0.0,9.0,68.0,20.0,No,No
845,2011-03-26,Newcastle,16.0,22.6,1.0,4.5,80.5,18.5,No,Yes
846,2011-03-27,Newcastle,15.1,22.8,4.9,0.0,93.0,17.0,Yes,Yes
847,2011-03-28,Newcastle,15.4,25.4,5.2,2.0,97.0,17.8,Yes,No
848,2011-03-29,Newcastle,16.2,26.2,0.4,0.0,94.0,19.0,No,No
849,2011-03-30,Newcastle,17.7,30.0,0.0,0.0,85.0,19.8,No,Yes
850,2011-03-31,Newcastle,16.0,23.4,2.4,9.0,84.0,21.7,Yes,No
851,2011-05-01,Newcastle,14.0,22.0,0.0,0.0,79.0,19.0,No,No
852,2011-05-02,Newcastle,10.2,21.2,0.0,0.0,91.0,15.2,No,No
853,2011-05-03,Newcastle,13.0,21.3,0.0,0.0,83.0,17.5,No,No
854,2011-05-04,Newcastle,14.0,20.2,0.0,6.0,72.0,17.4,No,No
855,2011-05-05,Newcastle,13.2,20.5,0.2,4.0,67.0,17.8,No,No
856,2011-05-06,Newcastle,12.8,19.8,0.6,6.0,64.0,15.0,No,No
857,2011-05-07,Newcastle,7.8,21.2,0.0,0.0,78.0,14.0,No,No
858,2011-05-08,Newcastle,9.8,22.3,0.0,4.0,71.0,14.1,No,No
859,2011-05-09,Newcastle,9.4,18.8,0.0,0.0,63.0,15.0,No,Yes
860,2011-05-10,Newcastle,11.2,18.4,11.0,15.0,68.0,14.5,Yes,No
861,2011-05-11,Newcastle,5.7,16.6,0.0,7.0,49.0,13.2,No,No
862,2011-05-12,Newcastle,7.0,17.4,0.0,9.0,63.0,11.3,No,No
863,2011-05-13,Newcastle,9.0,20.8,0.0,7.0,68.0,15.0,No,No
864,2011-05-14,Newcastle,10.0,18.2,0.0,4.0,38.0,14.6,No,No
865,2011-05-15,Newcastle,5.5,19.5,0.0,2.0,59.0,11.2,No,No
866,2011-05-16,Newcastle,3.8,22.0,0.0,4.0,49.0,11.8,No,No
867,2011-05-17,Newcastle,5.3,20.1,0.0,0.0,75.0,12.9,No,No
868,2011-05-18,Newcastle,6.9,22.2,0.0,0.0,81.0,14.1,No,No
869,2011-05-19,Newcastle,9.8,21.2,0.2,0.0,100.0,11.8,No,No
870,2011-05-20,Newcastle,8.2,22.2,0.0,2.0,97.0,12.0,No,No
871,2011-05-21,Newcastle,7.6,24.5,0.0,0.0,96.0,13.0,No,No
872,2011-05-22,Newcastle,8.5,23.0,0.0,2.0,82.0,13.6,No,Yes
873,2011-05-23,Newcastle,12.6,23.2,4.6,2.0,96.0,14.4,Yes,No
874,2011-05-24,Newcastle,10.5,21.2,0.0,2.0,78.0,14.3,No,Yes
875,2011-05-25,Newcastle,10.2,15.3,55.8,37.0,94.0,11.0,Yes,No
876,2011-05-26,Newcastle,9.9,17.2,0.0,7.0,88.0,12.2,No,Yes
877,2011-05-27,Newcastle,6.7,18.0,2.6,0.0,76.0,12.0,Yes,No
878,2011-05-28,Newcastle,5.9,16.4,1.0,2.0,77.0,12.4,No,Yes
879,2011-05-29,Newcastle,7.2,17.8,5.8,0.0,97.0,13.5,Yes,No
880,2011-05-30,Newcastle,9.3,18.6,0.0,2.0,97.0,13.0,No,Yes
881,2011-05-31,Newcastle,11.5,19.3,31.2,9.0,87.0,16.8,Yes,Yes
882,2011-06-01,Newcastle,11.1,21.2,6.0,15.0,66.0,19.1,Yes,Yes
883,2011-06-02,Newcastle,10.899999999999999,20.2,4.0,0.0,87.0,16.4,Yes,No
884,2011-06-03,Newcastle,10.7,20.2,0.4,2.0,87.0,14.6,No,No
885,2011-06-04,Newcastle,9.4,20.4,0.0,2.0,71.0,14.5,No,Yes
886,2011-06-05,Newcastle,9.6,18.8,3.0,0.0,70.0,14.4,Yes,No
887,2011-06-06,Newcastle,8.2,19.5,0.0,4.0,72.0,12.2,No,No
888,2011-06-07,Newcastle,5.6,16.7,0.0,6.0,79.0,10.1,No,No
889,2011-06-08,Newcastle,8.7,15.2,0.0,6.0,50.0,11.5,No,No
890,2011-06-09,Newcastle,5.5,15.6,0.0,7.0,63.0,8.8,No,No
891,2011-06-10,Newcastle,7.3,17.2,0.0,6.0,63.0,10.2,No,Yes
892,2011-06-11,Newcastle,10.1,17.0,4.0,4.0,94.0,12.0,Yes,Yes
893,2011-06-12,Newcastle,10.0,18.3,36.4,0.0,97.0,13.8,Yes,Yes
894,2011-06-13,Newcastle,9.2,18.5,35.6,37.0,98.0,18.0,Yes,Yes
895,2011-06-14,Newcastle,8.8,18.7,26.5,9.0,75.0,16.7,Yes,Yes
896,2011-06-15,Newcastle,8.600000000000001,18.5,12.4,65.0,66.0,18.1,Yes,Yes
897,2011-06-16,Newcastle,8.5,18.6,21.8,4.0,76.0,16.5,Yes,No
898,2011-06-17,Newcastle,8.4,18.5,0.4,4.0,79.0,12.5,No,No
899,2011-06-18,Newcastle,6.7,17.7,0.0,6.0,62.0,11.1,No,No
900,2011-06-19,Newcastle,6.5,18.1,0.0,4.0,72.0,11.5,No,No
901,2011-06-20,Newcastle,6.9,18.8,0.0,0.0,71.0,11.6,No,No
902,2011-06-21,Newcastle,6.2,19.9,0.0,0.0,64.0,13.5,No,No
903,2011-06-22,Newcastle,6.8,15.7,0.8,11.0,68.0,10.0,No,No
904,2011-06-23,Newcastle,7.5,18.2,0.0,11.0,64.0,12.0,No,No
905,2011-06-24,Newcastle,5.6,18.2,0.0,0.0,78.0,11.2,No,No
906,2011-06-25,Newcastle,4.9,18.8,0.0,0.0,91.0,9.6,No,No
907,2011-06-26,Newcastle,6.0,20.0,0.0,0.0,85.0,11.0,No,No
908,2011-06-27,Newcastle,6.3,20.0,0.0,0.0,70.0,12.6,No,No
909,2011-06-28,Newcastle,10.0,18.0,0.4,0.0,72.0,14.4,No,No
910,2011-06-29,Newcastle,12.4,19.6,0.0,2.0,61.0,16.7,No,No
911,2011-06-30,Newcastle,13.4,17.2,0.6,0.0,87.0,14.2,No,No
912,2011-07-01,Newcastle,11.2,17.0,0.6,0.0,87.0,13.6,No,Yes
913,2011-07-02,Newcastle,7.0,18.4,2.4,0.0,99.0,9.4,Yes,No
914,2011-07-03,Newcastle,5.9,18.4,0.2,2.0,100.0,9.5,No,No
915,2011-07-04,Newcastle,7.5,21.6,0.0,4.0,78.0,12.5,No,No
916,2011-07-05,Newcastle,8.8,17.2,0.0,11.0,55.0,12.8,No,No
917,2011-07-06,Newcastle,9.4,17.2,0.0,11.0,51.0,13.5,No,No
918,2011-07-07,Newcastle,10.4,18.9,0.0,28.0,55.0,13.0,No,No
919,2011-07-08,Newcastle,4.8,15.2,0.0,7.0,67.0,9.0,No,No
920,2011-07-09,Newcastle,6.6,15.3,0.0,37.0,60.0,8.6,No,No
921,2011-07-10,Newcastle,7.0,15.5,0.0,37.0,54.0,10.5,No,No
922,2011-07-11,Newcastle,9.4,17.8,0.0,9.0,58.0,12.5,No,No
923,2011-07-12,Newcastle,4.7,17.7,0.0,11.0,62.0,9.4,No,No
924,2011-07-13,Newcastle,4.4,14.8,0.0,0.0,59.0,11.5,No,No
925,2011-07-14,Newcastle,6.4,16.0,0.0,2.0,70.0,10.0,No,Yes
926,2011-07-15,Newcastle,8.0,13.8,1.2,0.0,92.0,9.0,Yes,Yes
927,2011-07-16,Newcastle,8.6,16.8,4.9,0.0,97.0,12.0,Yes,No
928,2011-07-17,Newcastle,10.5,17.0,0.0,0.0,96.0,13.4,No,No
929,2011-07-18,Newcastle,7.1,19.7,0.2,4.0,94.0,11.4,No,No
930,2011-07-19,Newcastle,6.0,18.45,0.1,0.0,70.0,9.9,No,Yes
931,2011-07-20,Newcastle,7.0,17.2,49.0,3.0,83.0,11.2,Yes,Yes
932,2011-07-21,Newcastle,8.0,15.2,43.8,6.0,96.0,12.5,Yes,Yes
933,2011-07-22,Newcastle,10.3,15.7,56.8,4.0,91.0,13.4,Yes,Yes
934,2011-07-23,Newcastle,9.3,14.2,33.9,0.0,92.0,10.4,Yes,Yes
935,2011-07-24,Newcastle,8.5,17.5,9.2,0.0,83.0,11.4,Yes,No
936,2011-07-25,Newcastle,7.1,19.3,0.7,0.0,67.0,10.0,No,No
937,2011-07-26,Newcastle,8.0,18.2,0.0,4.0,74.0,12.0,No,No
938,2011-07-27,Newcastle,5.0,17.2,0.6,0.0,86.0,9.5,No,No
939,2011-07-28,Newcastle,6.0,18.9,0.2,0.0,87.0,10.9,No,No
940,2011-07-29,Newcastle,4.9,19.8,0.1,0.0,81.0,10.5,No,No
941,2011-07-30,Newcastle,4.2,19.9,0.0,2.0,78.0,9.5,No,No
942,2011-07-31,Newcastle,5.4,21.5,0.0,2.0,73.0,11.4,No,No
943,2011-08-01,Newcastle,7.4,22.5,0.0,0.0,70.0,13.4,No,No
944,2011-08-02,Newcastle,8.2,23.7,0.0,2.0,72.0,15.0,No,No
945,2011-08-03,Newcastle,7.8,22.5,0.0,4.0,70.0,11.5,No,No
946,2011-08-04,Newcastle,8.2,24.6,0.4,2.0,75.0,13.0,No,No
947,2011-08-05,Newcastle,8.1,23.2,0.0,0.0,86.0,12.2,No,No
948,2011-08-06,Newcastle,6.8,23.7,0.0,2.0,71.0,14.1,No,No
949,2011-08-07,Newcastle,7.25,17.8,0.2,2.0,68.0,13.7,No,Yes
950,2011-08-08,Newcastle,7.7,17.7,2.0,2.0,65.0,13.3,Yes,No
951,2011-08-09,Newcastle,6.2,16.4,0.0,6.0,82.0,10.4,No,No
952,2011-08-10,Newcastle,5.1,17.2,0.2,4.0,73.0,10.1,No,No
953,2011-08-11,Newcastle,4.9,18.2,0.0,4.0,70.0,10.4,No,Yes
954,2011-08-12,Newcastle,7.6,18.2,3.0,4.0,93.0,13.0,Yes,No
955,2011-08-13,Newcastle,8.2,18.2,0.6,0.0,88.0,12.0,No,No
956,2011-08-14,Newcastle,9.4,17.2,0.0,0.0,91.0,13.8,No,Yes
957,2011-08-15,Newcastle,7.2,18.2,2.6,0.0,96.0,11.6,Yes,No
958,2011-08-16,Newcastle,8.5,19.2,0.0,0.0,94.5,12.3,No,No
959,2011-08-17,Newcastle,9.15,16.5,0.0,0.0,93.0,13.0,No,Yes
960,2011-08-18,Newcastle,9.8,17.8,5.4,46.0,76.0,12.6,Yes,No
961,2011-08-19,Newcastle,7.2,16.6,0.0,4.0,71.0,11.5,No,Yes
962,2011-08-20,Newcastle,3.5,18.4,11.2,19.0,64.0,16.5,Yes,No
963,2011-08-21,Newcastle,6.65,17.5,0.0,37.0,68.0,16.6,No,Yes
964,2011-08-22,Newcastle,8.225000000000001,17.2,8.0,33.0,64.0,16.1,Yes,Yes
965,2011-08-23,Newcastle,9.012500000000001,19.5,7.0,0.0,89.0,15.8,Yes,No
966,2011-08-24,Newcastle,9.8,20.0,0.2,0.0,89.0,13.8,No,No
967,2011-08-25,Newcastle,6.7,22.0,0.0,4.0,79.0,11.8,No,No
968,2011-08-26,Newcastle,7.6,22.5,0.0,0.0,63.0,16.7,No,No
969,2011-08-27,Newcastle,9.7,16.3,0.0,0.0,96.0,13.5,No,No
970,2011-08-28,Newcastle,8.0,21.4,0.0,0.0,91.0,15.2,No,No
971,2011-08-29,Newcastle,8.9,24.5,0.0,4.0,64.0,16.5,No,No
972,2011-08-30,Newcastle,12.2,19.2,0.0,4.0,78.0,16.6,No,No
973,2011-08-31,Newcastle,8.6,20.0,0.0,0.0,85.0,15.4,No,No
974,2011-09-01,Newcastle,8.7,20.2,0.0,0.0,90.0,15.1,No,No
975,2011-09-02,Newcastle,11.0,18.4,0.0,4.0,66.0,17.2,No,No
976,2011-09-03,Newcastle,8.6,20.1,0.0,0.0,85.0,13.5,No,No
977,2011-09-04,Newcastle,8.2,23.2,0.0,4.0,78.0,14.2,No,Yes
978,2011-09-05,Newcastle,8.8,24.35,10.5,2.0,71.0,15.9,Yes,Yes
979,2011-09-06,Newcastle,7.65,24.925,15.75,6.5,61.0,14.45,Yes,Yes
980,2011-09-07,Newcastle,7.075,25.2125,18.375,8.75,56.0,13.725,Yes,Yes
981,2011-09-08,Newcastle,6.7875,25.35625,19.6875,9.875,53.5,13.3625,Yes,Yes
982,2011-09-09,Newcastle,6.64375,25.5,20.34375,10.4375,52.25,13.18125,Yes,Yes
983,2011-09-10,Newcastle,6.5,18.2,21.0,11.0,51.0,13.0,Yes,No
984,2011-09-11,Newcastle,7.6,19.8,0.0,19.0,17.0,14.1,No,No
985,2011-09-12,Newcastle,9.2,17.2,0.0,4.0,63.0,14.0,No,No
986,2011-09-13,Newcastle,6.0,22.0,0.2,4.0,59.0,13.5,No,No
987,2011-09-14,Newcastle,11.5,25.0,0.0,9.0,38.0,17.2,No,No
988,2011-09-15,Newcastle,14.2,21.6,0.0,0.0,75.0,18.6,No,No
989,2011-09-16,Newcastle,8.6,28.2,0.0,4.0,49.0,18.4,No,No
990,2011-09-17,Newcastle,13.4,25.7,0.0,4.0,44.0,21.2,No,No
991,2011-09-18,Newcastle,11.4,32.5,0.0,4.0,40.0,23.4,No,No
992,2011-09-19,Newcastle,14.0,25.7,0.0,4.0,72.0,20.0,No,No
993,2011-09-20,Newcastle,16.2,29.4,0.0,0.0,72.0,19.4,No,No
994,2011-09-21,Newcastle,8.0,22.2,0.0,2.0,42.0,17.2,No,No
995,2011-09-22,Newcastle,9.0,23.8,0.0,0.0,62.0,17.5,No,No
996,2011-09-23,Newcastle,10.0,30.2,0.0,2.0,55.0,19.5,No,Yes
997,2011-09-24,Newcastle,14.2,21.5,1.4,2.0,90.0,17.0,Yes,Yes
998,2011-09-25,Newcastle,10.8,16.8,28.4,6.0,81.0,16.8,Yes,Yes
999,2011-09-26,Newcastle,9.4,19.4,39.2,28.0,72.0,16.6,Yes,No
1000,2011-09-27,Newcastle,8.0,20.7,0.6,0.0,80.0,15.6,No,No
1001,2011-09-28,Newcastle,10.2,21.8,0.0,0.0,76.0,15.6,No,Yes
1002,2011-09-29,Newcastle,15.0,22.0,19.4,2.0,83.0,17.5,Yes,Yes
1003,2011-09-30,Newcastle,11.2,21.0,6.4,28.0,55.0,15.0,Yes,No
1004,2011-10-01,Newcastle,7.3,20.0,0.0,0.0,76.0,12.9,No,Yes
1005,2011-10-02,Newcastle,10.1,16.2,43.0,3.0,97.0,12.2,Yes,Yes
1006,2011-10-03,Newcastle,9.95,17.7,32.4,6.0,85.0,13.0,Yes,No
1007,2011-10-04,Newcastle,9.8,18.3,0.6,2.0,76.0,13.8,No,No
1008,2011-10-05,Newcastle,9.2,18.8,0.0,0.0,82.0,13.6,No,No
1009,2011-10-06,Newcastle,12.1,18.3,0.0,0.0,78.0,14.0,No,Yes
1010,2011-10-07,Newcastle,12.4,22.0,1.2,0.0,90.0,16.0,Yes,Yes
1011,2011-10-08,Newcastle,14.2,21.2,7.0,0.0,94.0,15.5,Yes,No
1012,2011-10-09,Newcastle,12.5,25.2,0.0,4.0,81.0,17.2,No,No
1013,2011-10-10,Newcastle,10.5,23.0,0.0,0.0,64.0,17.5,No,No
1014,2011-10-11,Newcastle,9.9,22.8,0.0,6.0,47.0,16.4,No,No
1015,2011-10-12,Newcastle,9.3,20.2,0.0,0.0,71.0,15.8,No,No
1016,2011-10-13,Newcastle,14.1,20.5,0.0,6.0,60.0,18.8,No,No
1017,2011-10-14,Newcastle,16.2,21.8,0.0,0.0,75.0,18.1,No,No
1018,2011-10-15,Newcastle,16.4,25.0,0.0,0.0,91.0,17.2,No,No
1019,2011-10-16,Newcastle,14.2,24.6,0.0,4.0,56.0,21.8,No,No
1020,2011-10-17,Newcastle,14.0,19.0,0.2,0.0,89.0,14.5,No,No
1021,2011-10-18,Newcastle,11.0,21.0,0.2,0.0,88.0,14.0,No,No
1022,2011-10-19,Newcastle,10.2,22.8,0.0,0.0,74.0,16.5,No,No
1023,2011-10-20,Newcastle,10.7,26.8,0.0,2.0,78.0,16.1,No,No
1024,2011-10-21,Newcastle,13.1,29.9,0.0,4.0,64.0,21.0,No,No
1025,2011-10-22,Newcastle,16.0,26.5,0.0,2.0,71.0,21.5,No,No
1026,2011-10-23,Newcastle,15.2,27.5,0.0,0.0,85.0,19.0,No,No
1027,2011-10-24,Newcastle,14.6,30.8,0.0,6.0,58.0,23.0,No,No
1028,2011-10-25,Newcastle,18.2,29.4,0.0,0.0,66.0,21.0,No,Yes
1029,2011-10-26,Newcastle,13.6,19.5,13.4,15.0,79.0,16.0,Yes,Yes
1030,2011-10-27,Newcastle,14.0,21.8,3.0,19.0,70.0,19.5,Yes,No
1031,2011-10-28,Newcastle,14.7,24.4,0.0,6.0,66.0,19.8,No,No
1032,2011-10-29,Newcastle,14.8,28.3,0.0,4.0,76.0,21.3,No,No
1033,2011-10-30,Newcastle,19.0,24.8,0.0,4.0,74.0,24.0,No,Yes
1034,2011-10-31,Newcastle,13.3,21.2,11.6,9.0,63.0,19.0,Yes,Yes
1035,2011-11-01,Newcastle,12.3,20.0,3.0,0.0,80.0,17.0,Yes,No
1036,2011-11-02,Newcastle,11.7,25.8,0.0,6.0,77.0,18.4,No,No
1037,2011-11-03,Newcastle,14.4,19.4,0.0,6.0,90.0,16.5,No,No
1038,2011-11-04,Newcastle,10.5,22.3,0.6,0.0,79.0,19.0,No,No
1039,2011-11-05,Newcastle,13.4,26.2,0.0,2.0,71.0,20.8,No,No
1040,2011-11-06,Newcastle,15.2,32.4,0.0,2.0,69.0,23.2,No,No
1041,2011-11-07,Newcastle,19.0,32.3,0.0,4.0,63.0,24.6,No,Yes
1042,2011-11-08,Newcastle,18.8,32.7,28.6,0.0,84.0,23.4,Yes,Yes
1043,2011-11-09,Newcastle,20.0,35.2,1.8,2.0,76.0,25.0,Yes,No
1044,2011-11-10,Newcastle,22.5,32.5,0.0,9.0,54.0,26.0,No,No
1045,2011-11-11,Newcastle,19.5,29.8,0.0,5.5,62.0,23.55,No,No
1046,2011-11-12,Newcastle,16.5,26.4,0.0,2.0,70.0,21.1,No,No
1047,2011-11-13,Newcastle,19.1,26.2,0.0,3.0,78.0,22.0,No,No
1048,2011-11-14,Newcastle,17.6,35.9,0.0,4.0,95.0,20.1,No,No
1049,2011-11-15,Newcastle,18.6,25.7,0.0,7.0,61.0,22.2,No,No
1050,2011-11-16,Newcastle,18.0,25.0,0.0,0.0,78.0,22.6,No,No
1051,2011-11-17,Newcastle,16.4,20.0,0.0,4.0,95.0,18.3,No,No
1052,2011-11-18,Newcastle,17.0,25.0,0.2,0.0,91.0,19.8,No,Yes
1053,2011-11-19,Newcastle,16.5,31.8,13.2,0.0,95.0,19.0,Yes,No
1054,2011-11-20,Newcastle,18.4,35.2,0.2,11.0,55.0,28.2,No,No
1055,2011-11-21,Newcastle,18.4,23.9,0.6,6.0,74.0,20.4,No,Yes
1056,2011-11-22,Newcastle,16.7,25.7,37.6,0.0,95.0,19.4,Yes,Yes
